# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- geography batch 1 (WordNet): wordnet  ---
geodesy	geophysics	accept		06120881	06117562
geographic-pole	geographic-point	accept		08620881	08578706
geological-era	attribute	reject	a division of geological time is a period, not an attribute	15248020	00024264
geological-fault	crack	accept		09278537	09258715
geological-formation	physical-object	accept		09287968	00002684
geological-period	attribute	reject	a division of geological time is a period, not an attribute	15247518	00024264
geological-phenomenon	natural-event	accept		11417672	11408559
geological-process	process	accept		13486838	00029677
geology	earth-science	accept		06115701	06115476
geomorphology	geophysics	accept		06117855	06117562
gilgai-soil	soil	accept		14879492	14844693
good-weather	weather	accept		14522113	11524662
gopher-hole	natural-depression	accept		09290350	09366017
gorge	ravine	accept		09290444	09405787
grassland	geographical-area	accept		08598301	08574314
grassland	group	reject	a biome is not a group of people	08598301	00031264
greenhouse-effect	natural-event	accept		11461268	11408559
groundmass	material	accept		14891678	14580897
growler	iceberg	accept		09295210	09308572
gulch	gorge	accept		09295946	09290444
gulf-stream	ocean-current	accept		11489536	11488387
gumbo	soil	accept		14903596	14844693
hailstorm	storm	accept		11465688	11462526
halo	natural-event	accept		11487424	11408559
headwind	wind	accept		11443173	11525955
heat-wave	weather	accept		11472612	11524662
hemisphere	geographical-area	accept		08583095	08574314
high-tide	tide	accept		07401960	07402519
hogback	ridge	accept		09304376	09409752
hollow	valley	accept		09305031	09468604
hoodoo	shape	reject	a rock column is a geological formation, not a shape	13901055	00027807
hot-weather	weather	accept		11466701	11524662
humus	soil	accept		14908822	14844693
hurricane	cyclonic-storm	accept		11467018	11443721
hydrography	oceanography	accept		06120111	06119904
hydrology	geophysics	accept		06119729	06117562
hydrosphere	layer	accept		09307902	08591680
ice-storm	storm	accept		11467650	11462526
igneous-intrusion	rock	accept		09314964	09416076
igneous-sill	rock	accept		09435232	09416076
inclinometer	instrument	accept		03566730	03574816
index-fossil	fossil	accept		09311067	09284589
indurated-clay	soil	accept		14917561	14844693
inversion	natural-event	accept		11461563	11408559
isobar	place	reject	an isobar is a line drawn on a map, not a place	08589351	00027167
isostasy	equilibrium	accept		14003432	13934900
isotherm	place	reject	an isotherm is a line drawn on a map, not a place	08590172	00027167
isthmus	land	accept		09319604	09334396
japan-current	ocean-current	accept		11489686	11488387
kidney-stone	rock	accept		09325824	09416076
knoll	hill	accept		09326662	09303008
lagoon	lake	accept		09328746	09328904
land-neck	land	accept		09367733	09334396
landfall	seashore	accept		09335693	09428293
landslip	descent	accept		07404944	07363346
laterite	soil	accept		14930165	14844693
leaf-mold	soil	accept		14933911	14844693
leeward-tide	tide	accept		07403601	07402519
levanter	east-wind	accept		11473033	11448343
light-air	breeze	accept		11432387	11431754
light-breeze	breeze	accept		11432508	11431754
limnology	earth-science	accept		06120317	06115476
lithosphere	layer	accept		09339810	08591680
littoral	seashore	accept		08596076	09428293
loess	soil	accept		14942631	14844693
longitude	angle	accept		08596668	13887509
low-tide	tide	accept		07402271	07402519
lowland	natural-depression	accept		09344198	09366017
magnetic-meridian	meridian	accept		08599662	08598823
mare's-tail	cirrus	accept		09347116	09245964
marl	soil	accept		14681249	14844693
meander	curved-shape	accept		09349648	13867641
mercator-projection	artifact	reject	a map projection is a method, not a made object	03748691	00021939
meteor-shower	natural-event	accept		11507000	11408559
microfossil	fossil	accept		09353815	09284589
micropaleontology	paleontology	accept		06145062	06073888
midnight-sun	natural-event	accept		11482579	11408559
mining-geology	economic-geology	accept		06122033	06121854
mistral	north-wind	accept		11482873	11487950
moderate-breeze	breeze	accept		11432758	11431754
moderate-gale	gale	accept		11462013	11461825
monsoon-wind	rain	reject	a wind is not rain	11484741	11501381
mountainside	slope	accept		09361517	09437454
narrow	strait	accept		09365863	09446115
naval-chart	chart	accept		03811648	03009920
nephology	atmospheric-science	accept		06119608	06118563
north-equatorial-current	equatorial-current	accept		11489230	11489070
north-wind	wind	accept		11487950	11525955
northeaster	storm	accept		11462951	11462526
northwest-wind	wind	accept		11448475	11525955
observer's-meridian	meridian	accept		08599174	08598823
oceanography	earth-science	accept		06119904	06115476
ore-bed	rock-bed	accept		09379868	09217867
outcrop	rock	accept		09381242	09416076
ozone-layer	layer	accept		09382726	08591680
paleoanthropology	vertebrate-paleontology	accept		06074189	06192789
paleobiology	biology	accept		06078724	06037666
paleobiology	paleontology	accept		06078724	06073888
paleobotany	paleobiology	accept		06074372	06078724
paleodendrology	paleobotany	accept		06074728	06074372
paleomammalogy	paleozoology	accept		06075016	06074860
paleontology	earth-science	accept		06073888	06115476
paleornithology	paleozoology	accept		06075112	06074860
paleozoology	paleobiology	accept		06074860	06078724
pebble	rock	accept		09388023	09416076
peninsula	land	accept		09388848	09334396
permafrost	physical-object	accept		09390146	00002684
peruvian-current	ocean-current	accept		11489878	11488387
petrifaction	rock	accept		09390680	09416076
petroleum-geology	economic-geology	accept		06121690	06121854
petrology	geomorphology	accept		06121375	06117855
piedmont	slope	accept		09391644	09437454
pinetum	forest	accept		09392402	09284015
plain	land	accept		09393605	09334396
plat	map	accept		03959350	03720163
podzol	soil	accept		14993137	14844693
pond	lake	accept		09397391	09328904
pothole	natural-depression	accept		09398076	09366017
prairie-soil	soil	accept		14997274	14844693
precipice	cliff	accept		09398677	09246464
precipitation	weather	accept		11494638	11524662
prevailing-westerly	west-wind	accept		11525614	11525480
prevailing-wind	wind	accept		11497586	11525955
prime-meridian	meridian	accept		08599292	08598823
principle-of-superposition	scientific-principle	accept		05991776	05874232
ptyalith	rock	accept		09400584	09416076
puff	gust	accept		11497888	11465017
quicksand	cavity	accept		09402944	09393108
rabbit-burrow	natural-depression	accept		09403086	09366017
rain-gauge	instrument	accept		04049585	03574816
rainstorm	rain	accept		11501737	11501381
rainstorm	storm	accept		11501737	11462526
rapid	waterway	accept		09405396	09476331
red-clay	clay	accept		14695069	14813182
red-clay	mineral	accept		14695069	14662574
regosol	soil	accept		14695351	14844693
regur	loam	accept		14695497	14942223
residual-soil	soil	accept		14695588	14844693
rill	water-channel	accept		09410460	09241247
riparian-forest	forest	accept		09411189	09284015
riptide	event	accept		07404443	00029378
road-map	map	accept		04097256	03720163
rock-bed	layer	accept		09217867	08591680
salt-flat	flatland	accept		09420550	09281411
salt-lick	sediment	accept		09420689	09428967
saltation	process	accept		13552644	00029677
saltpan	basin	accept		09421031	09215437
sandblast	gust	accept		11465425	11465017
scablands	physical-object	accept		09425344	00002684
scattering	rain-shower	accept		11506167	11502497
sea-cove	inlet	accept		09257761	09313716
seam	layer	accept		08659076	08591680
seaport	geographic-point	accept		08639058	08578706
seaside	seashore	accept		09428628	09428293
sedimentary-clay	soil	accept		15021824	14844693
seismic-disturbance	earthquake	accept		07429276	07428954
sialolith	rock	accept		09434125	09416076
silt	soil	accept		15042052	14844693
simoom	wind	accept		11507655	11525955
sinkhole	natural-depression	accept		09435739	09366017
sketch-map	map	accept		04227618	03720163
slack-water	tide	accept		07403779	07402519
soil-horizon	layer	accept		08658118	08591680
sonar	instrument	accept		04259771	03574816
sonic-depth-finder	depth-finder	accept		04260192	03178000
south-equatorial-current	equatorial-current	accept		11489383	11489070
southeaster	wind	accept		11448714	11525955
squall	wind	accept		11514008	11525955
steep	declivity	accept		09445008	09265620
strait	water-channel	accept		09446115	09241247
stratosphere	layer	accept		09448090	08591680
stream-bed	natural-depression	accept		09217638	09366017
strong-breeze	breeze	accept		11433013	11431754
strong-gale	gale	accept		11462276	11461825
subcontinent	landmass	accept		09449949	09335916
subsoil	soil	accept		14695838	14844693
substrate	layer	accept		08657887	08591680
summer-camp	geographical-area	accept		02945594	08574314
summer-solstice	attribute	reject	a solstice is an astronomical event	15222012	00024264
sunset	natural-event	accept		11517776	11408559
superposition	accretion	accept		13563382	13424865
superstrate	layer	accept		08658001	08591680
supertwister	tornado	accept		11517041	11519450
swale	trough	accept		09452291	09462773
tableland	highland	accept		09453008	09302616
tailwind	wind	accept		11443409	11525955
tar-pit	cavity	accept		09454744	09393108
tarn	lake	accept		09454642	09328904
tectonics	geomorphology	accept		06118370	06117855
terrestrial-globe	model	accept		03440512	03777283
thaw	weather	accept		11482140	11524662
theodolite	instrument	accept		04419073	03574816
thermal	wind	accept		11518645	11525955
thunderbolt	lightning	accept		11519121	11475279
thunderhead	cumulus	accept		09457693	09261960
tidal-basin	basin	accept		09457979	09215437
tidal-flow	event	accept		07404114	00029378
tideland	seashore	accept		09458269	09428293
tideway	water-channel	accept		09458494	09241247
till	soil	accept		15074772	14844693
time-zone	geographical-area	accept		08691276	08574314
topsoil	soil	accept		14695737	14844693
tor-rock	rock	accept		09460046	09416076
tornado	cyclonic-storm	accept		11519450	11443721
tramontane	north-wind	accept		11520271	11487950
tremor	earthquake	accept		07429484	07428954
troposphere	layer	accept		09462600	08591680
tsunami	calamity	accept		07349299	07314838
tsunami	wave	accept		07349299	07352190
tundra-soil	soil	accept		15081675	14844693
typhoon	cyclonic-storm	accept		11521145	11443721
undertow	undertide	accept		07404261	07404798
updraft	draught	accept		11522649	11522448
urolith	rock	accept		09467696	09416076
vernal-equinox	attribute	reject	an equinox is an astronomical event	15223574	00024264
vertebrate-paleontology	paleontology	accept		06192789	06073888
visual-range	attribute	accept		05017757	00024264
volcanology	geophysics	accept		06120653	06117562
wadi	gully	accept		09474010	09300306
warm-front	weather-front	accept		11460728	11460488
water-hole	pond	accept		09475827	09397391
watercourse	water-channel	accept		09475179	09241247
waterside	bank	reject	the core's 'bank' is not the riverbank sense	09475925	09213565
weather-forecast	prognosis	accept		06750698	06749881
weather-map	map	accept		04567222	03720163
whinstone	rock	accept		09478210	09416076
whirlpool	event	accept		07433145	00029378
whiteout	snow	accept		11508808	11508382
whole-gale	gale	accept		11462401	11461825
wiesenboden	soil	accept		15097994	14844693
windstorm	storm	accept		11527014	11462526
winter-solstice	attribute	reject	a solstice is an astronomical event	15223190	00024264
workplace	geographic-point	accept		04602044	08578706
wormcast	fossil	accept		09480959	09284589
wormhole	natural-depression	accept		09481036	09366017
xenolith	rock	accept		09481120	09416076
# --- geography batch 2 (Wikidata): wikidata  ---
abyssal-plain	plain	accept			09393605
advection	motion	accept		13427989	00331950
aeronautical-chart	topographic-map	reject	an aeronautical chart is a navigation chart, not a topographic map		
anthill	nest	accept		09199101	09369169
astrolabe	inclinometer	reject	an astrolabe measures altitudes of stars; it is not an inclinometer		03566730
atoll	island	accept		09210862	09316454
bathymetric-chart	topographic-map	accept			
bathymetry	physical-geography	reject	bathymetry is hydrography		06122445
bay	geographical-feature	accept		09215664	
beach	geographical-feature	accept		09217230	
bluff	escarpment	accept		09224725	09274152
bridge	geographical-feature	reject	a built structure, not a geographical feature (Wikidata's 'geographical feature' is over-broad)	02898711	
caldera	natural-depression	accept		09231117	09366017
cape	coast	accept		09233715	
cape	seashore	accept		09233715	09428293
celestial-equator	equator	reject	the celestial equator is the Earth's equator projected onto the sky, not a kind of it	08520190	08568719
chart	thematic-map	reject	a navigation chart is not a thematic map	03009920	
circle-of-latitude	circle	accept			13873502
cirrocumulus	cirrus	accept		09245650	09245964
cirrocumulus	cumulus	accept		09245650	09261960
cirrostratus	cirrus	accept		09245833	09245964
cirrostratus	stratus	accept		09245833	09448251
cliff	escarpment	accept		09246464	09274152
climate	climatology	reject	the phenomenon is not the science	14519366	06119377
climatology	atmospheric-science	accept		06119377	
climatology	oceanography	reject	climatology is not a branch of oceanography	06119377	06119904
climatology	physical-geography	accept		06119377	06122445
cloudiness	ratio	reject	the WordNet sense is the weather state, not the cloud-cover fraction	14524198	13819207
coastal-plain	coast	accept		09248294	
coastal-plain	plain	accept		09248294	09393605
coastal-plain	seashore	accept		09248294	09428293
constellation	geographical-feature	reject	a constellation is in the sky	09252970	
continent	geographical-feature	accept		09254614	
continental-shelf	landform	accept		09255207	
continental-slope	landform	accept		09255343	
contrail	cirrus	reject	a contrail is an artificial cloud, not a cirrus genus	09255519	09245964
contrail	curve	reject	a cloud, not a curve	09255519	07000941
crag	landform	accept		09259025	
crystallite	crystal	accept		09260744	03142834
cyclone	low	accept		14521302	14520829
cyclone	storm	reject	a cyclone is a low-pressure system; not every cyclone is a storm	14521302	11462526
cyclonic-storm	low	accept		11443721	14520829
differential-gps	global-positioning-system	accept			03440216
digital-elevation-model	topographic-map	reject	a data model, not a map		
ditch	trench	reject	the WordNet ditch is a small natural waterway	09267758	04478889
door	geographical-feature	reject	a door is not a geographical feature	03221720	
drainage-basin	natural-basin	reject	a catchment area is not a depression		09215437
dune	hill	accept		09270735	09303008
dust-devil	motion	accept		11448013	00331950
earth-centered-earth-fixed	spatial-reference-system	accept			
echo-sounding	tool	reject	a method, not a tool		04451818
equirectangular-projection	equidistant-projection	accept			
estuary	ecoregion	reject	an estuary is a body of water, not an ecoregion	09274500	
estuary	river-mouth	accept		09274500	09362316
facility	geographical-feature	reject	a facility is not a geographical feature	03315023	
firth	lagoon	reject	a firth is an estuary or inlet, not a lagoon	09280380	09328746
fjord	bay	accept		09281104	09215664
flood	high-tide	reject	a flood is not a tide	11454591	07401960
fog	stratus	reject	fog is a weather condition, not a cloud genus	11458314	09448251
foothill	landform	accept		09283405	
ford	road	reject	a ford is a shallow place in a stream, not a road	09283623	04096066
forest	biome	accept		09284015	
forest	geographical-feature	accept		09284015	
geomorphology	geography	accept		06117855	06122178
geophysics	physics	accept		06117562	06090869
glaciology	hydrology	accept			06119729
gorge	canyon	accept		09290444	09233446
grassland	biome	accept		08598301	
gulf	bay	accept		09296121	09215664
gumbo	dish	reject	the WordNet gumbo is a soil	14903596	03206908
gumbo	prepared-dish	reject	the WordNet gumbo is a soil	14903596	07557434
gyrocompass	tool	accept		03473078	04451818
harmattan	trade-wind	accept		11438756	11519949
headstream	spring-of-water	accept		09302127	
hogback	landform	accept		09304376	
hydrography	geography	accept		06120111	06122178
ice-field	glacier	accept		09309046	09289331
ice-field	plain	reject	a mass of ice is not a plain	09309046	09393605
ice-sheet	ice-cap	reject	an ice sheet is larger than an ice cap, not a kind of it		
ice-sheet	icecap	reject	an ice sheet is larger than an ice cap, not a kind of it		09308743
ice-shelf	glacier	accept			09289331
inclinometer	tool	accept		03566730	04451818
knoll	settlement	reject	a small hill is not a settlement	09326662	08672562
landform	geographical-feature	accept			
lightning	failure	reject	a discharge, not a failure	11475279	14477877
liman	estuary	accept		09339414	09274500
loess	sediment	accept		14942631	09428967
lowland	land	accept		09344198	09334396
lowland	plain	accept		09344198	09393605
lunisolar-calendar	lunar-calendar	accept			
lunisolar-calendar	solar-calendar	accept			
magma	chemical	reject	magma is a mixture of molten rock, not a chemical		14806838
magma	fluid	accept			14939445
map-scale	number	reject	a ratio, not a number		05121418
meander	geographical-feature	accept		09349648	
monsoon-season	wind	reject	the season is not the wind	15239033	11525955
moor	habitat	accept		09358751	08580583
nautical-chart	thematic-map	reject	a navigation chart is not a thematic map		
navigation	skill	accept			05637558
nimbostratus	stratus	accept			09448251
oasis	geographical-feature	accept			
ocean	geographical-feature	accept		09376198	
ocean-current	geographical-feature	reject	a current is a flow, not a feature	11488387	
ocean-current	motion	accept		11488387	00331950
oceanic-ridge	landform	accept		09409898	
pasture	geographical-feature	reject	a field is land use, not a physical feature	08616050	
pedometer	tool	accept			04451818
place	geographical-feature	reject	inverted — a geographical feature is a place, not the other way round	00027167	
podzol	sediment	reject	a soil, not a sediment	14993137	09428967
polar-vortex	cyclonic-storm	reject	a persistent low-pressure area, not a storm		11443721
precipice	escarpment	accept		09398677	09274152
radar	tool	accept			04451818
reef	shoal	accept		09406793	09433312
refuge	geographical-feature	reject	a shelter is not a geographical feature	04071102	
riparian-forest	wetland	reject	a forest along a river is not a wetland	09411189	
river-delta	plain	accept		09264803	09393605
river-delta	river-mouth	accept		09264803	09362316
river-source	spring-of-water	reject	a river may rise from a lake or glacier		
riverbank	landform	accept		09415584	
sand-bar	shoal	accept		09421951	09433312
sandbank	island	reject	a sandbank is submerged	09421799	09316454
sea	geographical-feature	accept		09426788	
sea-level	vertical-datum	accept		05132340	
sea-sound	strait	accept		09440186	09446115
seismometer	machine	reject	an instrument, not a machine		03699975
shoal	island	reject	a shoal is a shallow, not an island	09433312	09316454
speleology	exploration	reject	a science, not exploration	06121554	00310063
speleology	sport	reject	a science, not a sport	06121554	00523513
spring-of-water	geographical-feature	accept			
storm-surge	flood	accept			11454591
summit	geographical-feature	reject	the core's 'summit' is the meeting of heads of government	08312359	
survey-benchmark	geographical-feature	accept			
swell	wave	accept		09452760	07352190
tableland	landform	accept		09453008	
taiga	geographical-feature	reject	a biome, not a feature		
taiga	habitat	accept			08580583
talus	artifact	reject	a natural slope of rocks is not an artifact	09454153	00021939
talus	gravel	accept		09454153	14698884
tar-pit	landform	accept		09454744	
tectonic-plate	geographical-feature	accept			
temperate-climate	climatic-zone	reject	the Wikidata item is the climate class, not the zone		08542081
terrace	landform	accept		09456207	
terrestrial-globe	map	accept		03440512	03720163
theodolite	tool	accept		04419073	04451818
thermal	convection	accept		11518645	13452750
thunderstorm	precipitation	reject	a storm is not precipitation	11519253	11494638
thunderstorm	weather	accept		11519253	11524662
tidal-range	number	reject	a quantity, not a number		05121418
topography	physical-geography	accept		06122578	06122445
tor	outcrop	accept		09459979	09381242
tornado	whirlwind	accept		11519450	11525779
torrent	flood	reject	a torrent is a fast stream	07407593	11454591
total-station	tool	accept			04451818
transform-fault	fault	reject	the core's 'fault' is the defect sense		04669692
tropic	circle-of-latitude	accept		08675145	
tropical-cyclone	cyclonic-storm	accept			11443721
tundra	biome	accept		09463226	
undertow	ocean-current	accept		07404261	11488387
vertebrate-paleontology	paleozoology	accept		06192789	06074860
water-table	surface	accept		09476123	08660339
watershed	geographical-feature	accept		08679369	
web-mercator-projection	geodetic-datum	reject	a projection, not a datum		
wetland	geographical-feature	accept			
wetland	habitat	accept			08580583
wgs-84	geodetic-datum	accept			
whiteout	fog	reject	a whiteout is a snow condition, not fog	11508808	11458314
# --- geography batch 3 (WordNet, newly placed parents): wordnet  ---
abyssal-zone	ocean-floor	accept		09186592	09376526
aftershock	tremor	accept		07429637	07429484
air-mass	atmospheric-state	accept		14520518	14520278
alluvial-fan	geological-phenomenon	accept		11423471	11417672
anthill	knoll	accept		09199101	09326662
anticyclone	atmospheric-state	accept		14521021	14520278
aquifer	geological-formation	accept		09201998	09287968
atoll	coral-reef	accept		09210862	09256479
aurora-australis	aurora	accept		11427501	11427241
aurora-borealis	aurora	accept		11427619	11427241
barrier-reef	coral-reef	accept		09214916	09256479
beach	geological-formation	accept		09217230	09287968
belay	outcrop	accept		09218494	09381242
bent	grassland	accept		08570533	08598301
blue-jet	atmospheric-electricity	accept		11475067	11476231
brooklet	brook	accept		09229641	09229409
calmness	good-weather	accept		14522265	14522113
catastrophe	geological-phenomenon	accept		11434016	11417672
cave	geological-formation	accept		09238926	09287968
cay	coral-reef	accept		09325395	09256479
charybdis	whirlpool	accept		07433336	07433145
cirque	natural-basin	accept		09245515	09215437
cliff	geological-formation	accept		09246464	09287968
cloud-ceiling	altitude	accept		05132542	05131647
cloudiness	bad-weather	accept		14524198	14523090
coal-seam	seam	accept		08659242	08659076
collector	crater	accept		09249155	09259219
continental-drift	geological-phenomenon	accept		11434448	11417672
continental-slope	ocean-floor	accept		09255343	09376526
cyclone	atmospheric-state	accept		14521302	14520278
cyclonic-storm	windstorm	accept		11443721	11527014
dell	hollow	accept		09264599	09305031
dew	condensation	accept		14834132	11446242
diapir	geological-formation	accept		09266604	09287968
direct-tide	high-tide	accept		07402873	07401960
earthquake	geological-phenomenon	accept		07428954	11417672
elves	atmospheric-electricity	accept		11474774	11476231
endogeny	geological-phenomenon	accept		11418011	11417672
flatland	plain	accept		09281411	09393605
flood	geological-phenomenon	accept		11454591	11417672
floodhead	flash-flood	accept		11455236	11455092
floodplain	plain	accept		09281914	09393605
foliation	geological-process	accept		13483061	13486838
folium	geological-formation	accept		09283066	09287968
foreshock	tremor	accept		07429782	07429484
foreshore	geological-formation	accept		09283866	09287968
freezing-weather	cold-weather	accept		11440521	11440012
frigid-zone	climatic-zone	accept		08573258	08542081
frost-heave	geological-phenomenon	accept		11461684	11417672
fug	atmospheric-state	accept		14521954	14520278
geological-erosion	geological-process	accept		13475538	13486838
geological-horizon	soil-horizon	accept		08658918	08658118
glacial-boulder	boulder	accept		09289177	09227839
high	air-mass	accept		14520670	14520518
homolosine-projection	equal-area-projection	accept		03530326	03293471
ice-age	geological-period	accept		15255195	15247518
ice-mass	geological-formation	accept		09309292	09287968
jet-stream	airstream	accept		11470139	11423356
kopje	knoll	accept		09327077	09326662
lake-bed	stream-bed	accept		09330378	09217638
lakefront	geological-formation	accept		09331251	09287968
lightning	atmospheric-electricity	accept		11475279	11476231
line-squall	squall	accept		11514171	11514008
line-storm	rainstorm	accept		11501864	11501737
llano	plain	accept		09341319	09393605
lode	sedimentation	reject	a lode is a deposit of ore, not the process of sedimentation	11446067	11445395
low	air-mass	accept		14520829	14520518
massif	geological-formation	accept		09348460	09287968
mesa	tableland	accept		09351905	09453008
mildness	good-weather	accept		14522408	14522113
mineral-vein	geological-formation	accept		09470222	09287968
molehill	knoll	accept		09357346	09326662
monocline	geological-formation	accept		09357447	09287968
moor	plain	accept		09358751	09393605
mountain-range	geological-formation	accept		09403734	09287968
natural-depression	geological-formation	accept		09366017	09287968
natural-elevation	geological-formation	accept		09366317	09287968
neap-tide	high-tide	accept		07403300	07401960
neritic-zone	ocean-floor	accept		09369039	09376526
ocean-floor	stream-bed	accept		09376526	09217638
oceanfront	geological-formation	accept		09376786	09287968
oceanic-ridge	geological-formation	accept		09409898	09287968
natural-spring	geological-formation	accept		09443453	09287968
outthrust	outcrop	accept		09381781	09381242
placer	alluvial-sediment	accept		09393403	09193282
polar-glacier	continental-glacier	accept		09396608	09255070
prairie	grassland	accept		08619524	08598301
raw-weather	bad-weather	accept		14523344	14523090
relict	geological-formation	accept		09407194	09287968
ridge	geological-formation	accept		09409752	09287968
river-boulder	boulder	accept		09415793	09227839
river-delta	alluvial-sediment	accept		09264803	09193282
river-delta	geological-formation	accept		09264803	09287968
river-mouth	geological-formation	accept		09362316	09287968
riverbed	stream-bed	accept		09415671	09217638
rock-wall	geological-formation	accept		09474412	09287968
savanna	grassland	accept		08645847	08598301
scorcher	hot-weather	accept		11466834	11466701
sedimentation	geological-phenomenon	accept		11445395	11417672
seif-dune	dune	accept		09429630	09270735
shore	geological-formation	accept		09433442	09287968
shore-boulder	boulder	accept		09433721	09227839
slope	geological-formation	accept		09437454	09287968
snowfield	plain	accept		09439032	09393605
soil-horizon.location	soil-horizon	accept		08658309	08658118
solar-halo	halo	accept		11487533	11487424
spit	cape	accept		09442595	09233715
