sub	sup	status	for	against
anchorage-fee	possession	single	wordnet	
anchorage-fee	price-charged	single	wordnet	
angel-investor	businessman	single	wikidata	
angel-investor	investor	accepted	claude claude-ruling wikidata	
angel-investor	worker	single	wikidata	
animal-husbandry	farming	single	claude	
annuity	financial-transaction	single	wikidata	
annuity	outgo	single	wordnet	
annuity	payment	dissented	wikidata	
annuity	payment-amount	single	wordnet	
annuity	possession	single	wordnet	
annuity	regular-payment	accepted	claude wordnet	
annuity	transaction	single	wikidata	
annuity-in-advance	annuity	accepted	claude wordnet	
annuity-in-advance	outgo	single	wordnet	
annuity-in-advance	payment-amount	single	wordnet	
annuity-in-advance	possession	single	wordnet	
annuity-in-advance	regular-payment	single	wordnet	
ante	stake	single	claude	
anti-money-laundering	procedure	accepted	claude-ruling	
appanage	fringe-benefit	single	claude	
apple	goods	single	opencyc	
application	goods	single	wikidata	
aquaculture	cultivation	single	claude	
arbitrage	accomplishment	single	sumo	
arbitrage	act	accepted	sumo wordnet	
arbitrage	action	single	opencyc	
arbitrage	activity	single	sumo	
arbitrage	commerce	single	wordnet	
arbitrage	commercial-enterprise	single	wordnet	
arbitrage	event	accepted	opencyc sumo wordnet	
arbitrage	exchange	single	sumo	
arbitrage	financial-services	single	wordnet	
arbitrage	interaction	single	sumo	
arbitrage	investing	accepted	claude wordnet	
arbitrage	phenomenon	single	sumo	
arbitrage	procedure	single	sumo	
arbitrage	situation	single	opencyc	
arbitrage	transaction	accepted	sumo wordnet	
arbitrage	volition	single	sumo	
arbitrage-pricing-theory	concept	accepted	claude-ruling	
arboriculture	farming	single	claude	
argosy	artifact	single	sumo	
argosy	carrier-company	single	wordnet	
argosy	device	single	sumo	
argosy	fleet	accepted	claude wordnet	
argosy	group	single	wordnet	
argosy	organization	single	wordnet	
argosy	phenomenon	single	sumo	
argosy	steamship-company	single	wordnet	
argosy	universe	single	sumo	
armchair	goods	single	opencyc	
arrears	debt	accepted	claude wordnet	
arrears	possession	single	wordnet	
arrears	quantity	single	sumo	
art-dealer	agent	single	wordnet	
art-dealer	attribute	single	sumo	
art-dealer	businessman	single	wikidata	
art-dealer	economic-agent	single	wikidata	
art-dealer	merchant	accepted	wikidata wordnet	
art-dealer	organism	single	wordnet	
art-dealer	person	single	wordnet	
art-dealer	physical-object	single	wordnet	
art-dealer	property	single	sumo	
art-dealer	trader	accepted	claude wordnet	
art-dealer	worker	single	wikidata	
articles-of-agreement	contract	accepted	sumo wordnet	
articles-of-agreement	document	single	wordnet	
articles-of-agreement	information	single	wordnet	
articles-of-agreement	legal-document	accepted	sumo wordnet	
articles-of-agreement	signified	single	sumo	
artisan's-lien	financial-interest	single	wordnet	
artisan's-lien	lien	accepted	claude wordnet	
artisan's-lien	possession	single	wordnet	
artisan's-lien	security-interest	single	wordnet	
ash	goods	dissented	wikidata	
asian-option	contract	single	wikidata	
asian-option	derivative-finance	single	wikidata	
asian-option	exotic-option	accepted	claude-ruling wikidata	
asian-option	financial-asset	single	wikidata	
asian-option	financial-instrument	single	wikidata	
asian-option	goods	single	wikidata	
asian-option	intangible-asset	single	wikidata	
asian-option	option-finance	single	wikidata	
asian-option	security-finance	single	wikidata	
ask-price	price	accepted	claude wikidata	
ask-price	purchase-price	accepted	claude claude-ruling wikidata	
asking-price	outgo	single	wordnet	
asking-price	possession	single	wordnet	
asking-price	purchase-price	accepted	claude wordnet	
asking-price	quantity	single	sumo	
asset-allocation	asset-management	accepted	claude wikidata	
asset-allocation	business-model	single	wikidata	
asset-allocation	financial-services	single	wikidata	
asset-allocation	goods	single	wikidata	
asset-allocation	goods-and-services	single	wikidata	
asset-allocation	investing	accepted	claude-ruling	
asset-allocation	service	single	wikidata	
asset-backed-security	bond	single	opencyc	
asset-backed-security	contract	single	wikidata	
asset-backed-security	financial-asset	accepted	opencyc wikidata	
asset-backed-security	financial-instrument	single	wikidata	
asset-backed-security	goods	single	wikidata	
asset-backed-security	information	single	opencyc	
asset-backed-security	intangible-asset	single	wikidata	
asset-backed-security	norm	single	opencyc	
asset-backed-security	security-finance	accepted	claude-ruling wikidata	
asset-backed-security	unlisted-security	single	opencyc	
asset-class	concept	accepted	claude-ruling	
asset-management	business-model	single	wikidata	
asset-management	financial-services	accepted	claude wikidata	
asset-management	goods	single	wikidata	
asset-management	goods-and-services	single	wikidata	
asset-management	management	accepted	claude-ruling	
asset-management	service	single	wikidata	
asset-realization	accomplishment	single	sumo	
asset-realization	act	single	sumo	
asset-realization	activity	single	sumo	
asset-realization	attribute	single	wordnet	
asset-realization	cut-rate-sale	accepted	claude wordnet	
asset-realization	event	single	sumo	
asset-realization	exchange	single	sumo	
asset-realization	interaction	single	sumo	
asset-realization	merchandising	single	sumo	
asset-realization	opportunity	single	wordnet	
asset-realization	phenomenon	single	sumo	
asset-realization	procedure	single	sumo	
asset-realization	selling	single	sumo	
asset-realization	state	single	wordnet	
asset-realization	transaction	single	sumo	
asset-realization	volition	single	sumo	
assurance-insurance	possession	accepted	claude wordnet	
auction	business-model	single	wikidata	
auction	commercial-trade	single	wikidata	
auction	merchandising	single	wordnet	
auction	pricing-strategy	accepted	claude wikidata	
auction-bid	price	accepted	claude wikidata	
auction-bid	purchase-price	accepted	claude claude-ruling wikidata	
auction-theory	concept	accepted	claude-ruling	
auction-theory	game-theory	accepted	claude wikidata	
audited-account	accomplishment	single	sumo	
audited-account	act	single	sumo	
audited-account	activity	single	sumo	
audited-account	event	single	sumo	
audited-account	information	accepted	sumo wordnet	
audited-account	phenomenon	single	sumo	
audited-account	procedure	single	sumo	
audited-account	search	single	sumo	
audited-account	transaction-record	accepted	claude wordnet	
audited-account	universe	single	sumo	
audited-account	volition	single	sumo	
authorized-shares	number	single	sumo	
authorized-shares	percentage	single	sumo	
authorized-shares	possession	single	wordnet	
authorized-shares	quantity	single	sumo	
authorized-shares	share-capital	accepted	claude wordnet	
automobile-insurance	possession	accepted	claude wordnet	
automobile-loan	accomplishment	single	sumo	
automobile-loan	act	single	sumo	
automobile-loan	activity	single	sumo	
automobile-loan	debt	single	wordnet	
automobile-loan	event	single	sumo	
automobile-loan	loan	single	wordnet	
automobile-loan	personal-loan	accepted	claude wordnet	
automobile-loan	phenomenon	single	sumo	
automobile-loan	possession	single	wordnet	
automobile-loan	procedure	single	sumo	
automobile-loan	volition	single	sumo	
autosexing	breeding	single	claude	
backlog	net-income	single	wordnet	
backlog	retained-earnings	dissented	wordnet	
backlog	stored-supply	accepted	claude-ruling	
backtesting	procedure	accepted	claude-ruling	
bacon	goods	single	opencyc	
bad-debt	amateur	single	sumo	
bad-debt	ambiance	single	sumo	
bad-debt	attribute	single	sumo	
bad-debt	circumstance	single	sumo	
bad-debt	civilisation	single	sumo	
bad-debt	crowd	single	sumo	
bad-debt	custom	single	sumo	
bad-debt	danger	single	sumo	
bad-debt	debt	accepted	claude wordnet	
bad-debt	expert	single	sumo	
bad-debt	freedom	single	sumo	
bad-debt	hero	single	sumo	
bad-debt	lap	single	sumo	
bad-debt	literary-works	single	sumo	
bad-debt	normal	single	sumo	
bad-debt	point-of-view	single	sumo	
bad-debt	possession	single	wordnet	
bad-debt	practice	single	sumo	
bad-debt	property	single	sumo	
bad-debt	society	single	sumo	
bad-debt	status	single	sumo	
bad-debt	tension	single	sumo	
bad-debt	way	single	sumo	
bag	goods	single	wikidata	
bail-bond	recognizance	single	claude	
bait-and-switch	accomplishment	single	sumo	
bait-and-switch	act	accepted	sumo wordnet	
bait-and-switch	activity	single	sumo	
bait-and-switch	commerce	single	wordnet	
bait-and-switch	event	accepted	sumo wordnet	
bait-and-switch	exchange	single	sumo	
bait-and-switch	interaction	single	sumo	
bait-and-switch	merchandising	accepted	sumo wordnet	
bait-and-switch	phenomenon	single	sumo	
bait-and-switch	procedure	single	sumo	
bait-and-switch	selling	single	sumo	
bait-and-switch	transaction	accepted	sumo wordnet	
bait-and-switch	volition	single	sumo	
baker	agent	single	wordnet	
baker	attribute	single	sumo	
baker	human	single	opencyc	
baker	mammal	single	opencyc	
baker	merchant	accepted	claude wordnet	
baker	organism	single	wordnet	
baker	person	single	wordnet	
baker	physical-object	single	wordnet	
baker	property	single	sumo	
baker	structure	single	opencyc	
baker	system	single	opencyc	
baker	trade	single	sumo	
baker	vertebrate	single	opencyc	
baker	worker	single	opencyc	
balance-sheet	financial-statement	accepted	claude-ruling wikidata	
bale	artifact	accepted	sumo wordnet	
bale	bundle	accepted	claude wordnet	
bale	container	single	wordnet	
bale	goods	single	opencyc	
bale	phenomenon	single	sumo	
bale	physical-object	single	wordnet	
bale	universe	single	sumo	
ball	goods	single	wikidata	
banana	goods	single	opencyc	
bank-account	account	single	opencyc	
bank-account	attribute	single	wordnet	
bank-account	financial-asset	single	opencyc	
bank-account	information	single	opencyc	
bank-account	norm	single	opencyc	
bank-account	possession	accepted	claude-ruling	
bank-account	service	single	schemaorg	
bank-account	state	dissented	wordnet	
bank-card	consumer-credit	single	wordnet	
bank-card	credit	single	wordnet	
bank-card	credit-card	disputed	claude wordnet	wikidata
bank-card	credit-line	single	wordnet	
bank-card	goods	single	wikidata	
bank-card	identification	single	wordnet	
bank-card	indication	single	wordnet	
bank-card	information	single	wordnet	
bank-card	open-end-credit	single	wordnet	
bank-card	payment-card	accepted	claude claude-ruling wikidata	
bank-card	payment-system	single	wikidata	
bank-card	possession	single	wordnet	
bank-loan	accomplishment	single	sumo	
bank-loan	act	single	sumo	
bank-loan	activity	single	sumo	
bank-loan	debt	single	wordnet	
bank-loan	event	single	sumo	
bank-loan	loan	accepted	claude wordnet	
bank-loan	phenomenon	single	sumo	
bank-loan	possession	single	wordnet	
bank-loan	procedure	single	sumo	
bank-loan	volition	single	sumo	
banking	accomplishment	single	sumo	
banking	act	accepted	sumo wordnet	
banking	action	single	opencyc	
banking	activity	single	sumo	
banking	commerce	single	wordnet	
banking	commercial-enterprise	single	wordnet	
banking	event	accepted	opencyc sumo wordnet	
banking	exchange	single	sumo	
banking	financial-services	accepted	claude wordnet	
banking	interaction	single	sumo	
banking	phenomenon	single	sumo	
banking	procedure	single	sumo	
banking	situation	single	opencyc	
banking	transaction	accepted	sumo wordnet	
banking	volition	single	sumo	
banknote	cash	accepted	claude wikidata	
banknote	goods	dissented	wikidata	
banknote	medium-of-exchange	single	wikidata	
banknote	product	single	yago	
banknote	service	single	yago	
barcode	information	accepted	claude-ruling schemaorg	
baron	entrepreneur	accepted	claude wikidata	
barrel	goods	single	wikidata	
barrier-option	contract	single	wikidata	
barrier-option	derivative-finance	single	wikidata	
barrier-option	exotic-option	accepted	claude-ruling wikidata	
barrier-option	financial-asset	single	wikidata	
barrier-option	financial-instrument	single	wikidata	
barrier-option	goods	single	wikidata	
barrier-option	intangible-asset	single	wikidata	
barrier-option	option-finance	single	wikidata	
barrier-option	security-finance	single	wikidata	
barriers-to-entry	concept	accepted	claude-ruling	
barter	commercial-trade	accepted	claude wikidata	
barter	monetary-exchange	accepted	claude wordnet	
barterer	agent	single	wordnet	
barterer	attribute	single	sumo	
barterer	merchant	single	wordnet	
barterer	organism	single	wordnet	
barterer	person	single	wordnet	
barterer	physical-object	single	wordnet	
barterer	property	single	sumo	
barterer	trade	single	sumo	
barterer	trader	accepted	claude wordnet	
base	goods	single	wikidata	
basket	goods	single	wikidata	
basketball	goods	single	opencyc	
bathtub	goods	single	wikidata	
bazaar	accomplishment	single	sumo	
bazaar	act	single	sumo	
bazaar	activity	single	sumo	
bazaar	attribute	single	wordnet	
bazaar	cut-rate-sale	accepted	claude wordnet	
bazaar	event	single	sumo	
bazaar	exchange	single	sumo	
bazaar	interaction	single	sumo	
bazaar	market	dissented	wikidata	
bazaar	merchandising	single	sumo	
bazaar	opportunity	single	wordnet	
bazaar	phenomenon	single	sumo	
bazaar	place	single	yago	
bazaar	procedure	single	sumo	
bazaar	selling	single	sumo	
bazaar	state	single	wordnet	
bazaar	structure	single	opencyc	
bazaar	system	single	opencyc	
bazaar	transaction	single	sumo	
bazaar	volition	single	sumo	
bear-market	accomplishment	single	sumo	
bear-market	act	single	sumo	
bear-market	activity	single	sumo	
bear-market	event	accepted	claude-ruling sumo	
bear-market	exchange	single	sumo	
bear-market	group	single	wordnet	
bear-market	interaction	single	sumo	
bear-market	organization	dissented	wordnet	
bear-market	phenomenon	single	sumo	
bear-market	procedure	single	sumo	
bear-market	state	accepted	claude-ruling	
bear-market	transaction	single	sumo	
bear-market	volition	single	sumo	
bed	goods	single	opencyc	
beekeeping	cultivation	single	claude	
beer	goods	single	opencyc	
belt	goods	single	wikidata	
bibliopole	agent	single	wordnet	
bibliopole	attribute	single	sumo	
bibliopole	merchant	single	wordnet	
bibliopole	organism	single	wordnet	
bibliopole	person	single	wordnet	
bibliopole	physical-object	single	wordnet	
bibliopole	property	single	sumo	
bibliopole	trader	accepted	claude wordnet	
bicycle	goods	accepted	opencyc wikidata	
bid-ask-spread	concept	accepted	claude-ruling	
bid-ask-spread	number	dissented	wikidata	
bid-price	outgo	single	wordnet	
bid-price	possession	single	wordnet	
bid-price	price	accepted	claude wikidata	
bid-price	purchase-price	accepted	claude claude-ruling wikidata wordnet	
bid-price	quantity	single	sumo	
bidder	buyer	accepted	claude wikidata	
bidder	economic-agent	accepted	claude-ruling wikidata	
bidder	party	single	wikidata	
bidder	person	single	wikidata	
bidding	act	accepted	claude-ruling	
bidding	contract	dissented	wikidata	
bidding	event	single	opencyc	
bidding	situation	single	opencyc	
bilateral-contract	contract	accepted	sumo wordnet	
bilateral-contract	document	single	wordnet	
bilateral-contract	information	single	wordnet	
bilateral-contract	legal-document	accepted	sumo wordnet	
bilateral-contract	signified	single	sumo	
bill	goods	dissented	wikidata	
bill	medium-of-exchange	single	wikidata	
bill-of-lading	information	single	wordnet	
bill-of-lading	receipt	accepted	claude wordnet	
binary-option	contract	single	wikidata	
binary-option	derivative-finance	single	wikidata	
binary-option	exotic-option	accepted	claude-ruling wikidata	
binary-option	financial-asset	single	wikidata	
binary-option	financial-instrument	single	wikidata	
binary-option	goods	single	wikidata	
binary-option	intangible-asset	single	wikidata	
binary-option	option-finance	single	wikidata	
binary-option	security-finance	single	wikidata	
bitcoin	cryptocurrency	accepted	claude-ruling	
bitcoin	payment-system	accepted	claude-ruling	
bitcoin-taproot	soft-fork	accepted	claude-ruling	
black-market	accomplishment	single	sumo	
black-market	act	accepted	sumo wordnet	
black-market	action	single	opencyc	
black-market	activity	accepted	sumo wordnet	
black-market	event	accepted	opencyc sumo wordnet	
black-market	exchange	single	sumo	
black-market	interaction	single	sumo	
black-market	market	accepted	claude claude-ruling wikidata	
black-market	phenomenon	single	sumo	
black-market	procedure	single	sumo	
black-market	situation	single	opencyc	
black-market	transaction	single	sumo	
black-market	volition	single	sumo	
black-scholes-model	concept	accepted	claude-ruling	
blanket	goods	single	opencyc	
blockchain	book	single	yago	
blockchain	distributed-ledger	accepted	claude wikidata	
blockchain	hash-chain	accepted	claude-ruling	
blockchain	information	single	yago	
blockchain	list	accepted	claude wikidata	
blockchain	product	single	yago	
blockchain-block	information	accepted	claude-ruling	
blood-money	payment-amount	single	claude	
blue-chip	common-stock	accepted	claude wordnet	
blue-chip	possession	single	wordnet	
blue-chip	share-capital	single	wordnet	
bolt	goods	single	wikidata	
bond	contract	single	wikidata	
bond	document	single	wordnet	
bond	financial-asset	single	opencyc	
bond	financial-instrument	accepted	claude wikidata	
bond	financial-transaction	single	wikidata	
bond	goods	single	wikidata	
bond	information	accepted	opencyc wordnet	
bond	legal-document	accepted	claude wordnet	
bond	loan	dissented	wikidata	
bond	norm	single	opencyc	
bond	security-finance	accepted	claude-ruling	
bond	transaction	single	wikidata	
bond	unlisted-security	single	opencyc	
bond-issue	bond	accepted	claude wordnet	
bond-issue	document	single	wordnet	
bond-issue	information	single	wordnet	
bond-issue	legal-document	single	wordnet	
bond-market	action	single	opencyc	
bond-market	event	single	opencyc	
bond-market	financial-market	accepted	claude claude-ruling wikidata	
bond-market	market	single	wikidata	
bond-market	situation	single	opencyc	
bond-trading	accomplishment	single	sumo	
bond-trading	act	accepted	sumo wordnet	
bond-trading	activity	single	sumo	
bond-trading	commerce	single	wordnet	
bond-trading	event	accepted	sumo wordnet	
bond-trading	exchange	single	sumo	
bond-trading	interaction	single	sumo	
bond-trading	phenomenon	single	sumo	
bond-trading	procedure	single	sumo	
bond-trading	trading	accepted	claude wordnet	
bond-trading	transaction	accepted	sumo wordnet	
bond-trading	volition	single	sumo	
bonus	accomplishment	single	sumo	
bonus	act	single	sumo	
bonus	activity	single	sumo	
bonus	event	single	sumo	
bonus	outgo	single	wordnet	
bonus	payment-amount	accepted	claude wordnet	
bonus	phenomenon	single	sumo	
bonus	possession	single	wordnet	
bonus	procedure	single	sumo	
bonus	volition	single	sumo	
book	goods	dissented	wikidata	
book-fair	accomplishment	single	sumo	
book-fair	act	single	sumo	
book-fair	activity	single	sumo	
book-fair	attribute	single	wordnet	
book-fair	bazaar	accepted	claude wordnet	
book-fair	cut-rate-sale	single	wordnet	
book-fair	event	accepted	sumo yago	
book-fair	exchange	single	sumo	
book-fair	interaction	single	sumo	
book-fair	merchandising	single	sumo	
book-fair	opportunity	single	wordnet	
book-fair	phenomenon	single	sumo	
book-fair	procedure	single	sumo	
book-fair	selling	single	sumo	
book-fair	state	single	wordnet	
book-fair	transaction	single	sumo	
book-fair	volition	single	sumo	
book-value	concept	accepted	claude-ruling	
bookdealer	agent	single	wordnet	
bookdealer	attribute	single	sumo	
bookdealer	merchant	accepted	claude wordnet	
bookdealer	organism	single	wordnet	
bookdealer	person	single	wordnet	
bookdealer	physical-object	single	wordnet	
bookdealer	property	single	sumo	
bookkeeping	procedure	accepted	claude-ruling	
boot	goods	accepted	opencyc wikidata	
bootlegging	merchandising	single	claude	
bootlegging.act	merchandising	single	claude	
boring	economic-production	single	claude	
borrowing-cost	outgo	accepted	claude wordnet	
borrowing-cost	possession	single	wordnet	
borrowing-cost	quantity	single	sumo	
bottle	goods	single	wikidata	
bounty	accomplishment	single	sumo	
bounty	act	single	sumo	
bounty	activity	single	sumo	
bounty	event	single	sumo	
bounty	exchange	single	sumo	
bounty	interaction	single	sumo	
bounty	outgo	single	wordnet	
bounty	payment-amount	single	wordnet	
bounty	phenomenon	single	sumo	
bounty	possession	single	wordnet	
bounty	procedure	single	sumo	
bounty	reward-payment	accepted	claude wordnet	
bounty	transaction	single	sumo	
bounty	volition	single	sumo	
bowl	goods	accepted	opencyc wikidata	
box	goods	single	wikidata	
bread	goods	single	opencyc	
breakage	compensation	single	wordnet	
breakage	outgo	single	wordnet	
breakage	payment-amount	single	wordnet	
breakage	possession	single	wordnet	
breakage	quantity	single	sumo	
breakage	recompense-payment	single	wordnet	
breakage	reimbursement	accepted	claude wordnet	
breakfast	goods	single	opencyc	
breeding	economic-production	single	claude	
brewery	business	single	opencyc	
brewing	economic-production	single	claude	
bribe	payment-amount	single	claude	
broker	adult	single	opencyc	
broker	businessman	accepted	claude wikidata	
broker	economic-agent	accepted	claude-ruling	
broker	human	single	opencyc	
broker	mammal	single	opencyc	
broker	professional	single	opencyc	
broker	structure	single	opencyc	
broker	system	single	opencyc	
broker	vertebrate	single	opencyc	
broker	worker	accepted	opencyc wikidata	
brokerage-account	attribute	single	wordnet	
brokerage-account	possession	accepted	claude-ruling	
brokerage-account	service	single	schemaorg	
brokerage-account	state	dissented	wordnet	
brush	goods	single	opencyc	
bucket	goods	single	wikidata	
budget	information	accepted	claude-ruling	
budget-constraint	concept	accepted	claude-ruling	
bull-market	accomplishment	single	sumo	
bull-market	act	single	sumo	
bull-market	activity	single	sumo	
bull-market	event	accepted	claude-ruling sumo	
bull-market	exchange	single	sumo	
bull-market	group	single	wordnet	
bull-market	interaction	single	sumo	
bull-market	organization	dissented	wordnet	
bull-market	phenomenon	single	sumo	
bull-market	procedure	single	sumo	
bull-market	state	accepted	claude-ruling	
bull-market	transaction	single	sumo	
bull-market	volition	single	sumo	
bullwhip-effect	concept	accepted	claude-ruling	
bus-fare	fare	accepted	claude wordnet	
bus-fare	outgo	single	wordnet	
bus-fare	possession	single	wordnet	
bus-fare	price-charged	single	wordnet	
bus-fare	quantity	single	sumo	
bus-line	agent	single	sumo	
bus-line	association	single	sumo	
bus-line	carrier-company	single	wordnet	
bus-line	collection	single	sumo	
bus-line	group	accepted	sumo wordnet	
bus-line	organization	accepted	sumo wordnet	
bus-line	phenomenon	single	sumo	
bus-line	structure	single	opencyc	
bus-line	system	single	opencyc	
bus-line	team	single	sumo	
bus-line	transit-line	accepted	claude wordnet	
bus-line	universe	single	sumo	
bus-ticket	legal-tender	single	opencyc	
business	institution	single	opencyc	
business	organization	accepted	claude-ruling wikidata yago	
business	structure	single	opencyc	
business	system	single	opencyc	
business-expense	expense	accepted	claude wordnet	
business-expense	outgo	single	wordnet	
business-expense	possession	single	wordnet	
business-expense	quantity	single	sumo	
business-interruption-insurance	business-model	single	wikidata	
business-interruption-insurance	financial-services	single	wikidata	
business-interruption-insurance	goods	single	wikidata	
business-interruption-insurance	goods-and-services	single	wikidata	
business-interruption-insurance	insurance	accepted	claude wikidata	
business-interruption-insurance	possession	accepted	claude wordnet	
business-interruption-insurance	service	single	wikidata	
business-loan	bank-loan	accepted	claude wordnet	
business-loan	debt	single	wordnet	
business-loan	financial-transaction	single	wikidata	
business-loan	goods	single	wikidata	
business-loan	loan	accepted	wikidata wordnet	
business-loan	possession	single	wordnet	
business-loan	transaction	single	wikidata	
business-model	concept	accepted	claude-ruling	
bustle	goods	single	wikidata	
butcher	agent	single	wordnet	
butcher	attribute	single	sumo	
butcher	human	single	opencyc	
butcher	mammal	single	opencyc	
butcher	merchant	accepted	claude wordnet	
butcher	organism	single	wordnet	
