# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
avi	multimedia-container-format	accept	computing skeleton [2026-09-03]		
quicktime-file-format	multimedia-container-format	accept	computing skeleton [2026-09-03]		
advanced-video-coding	video-coding-format	accept	computing skeleton [2026-09-03]		
high-efficiency-video-coding	video-coding-format	accept	computing skeleton [2026-09-03]		
av1	video-coding-format	accept	computing skeleton [2026-09-03]		
vp9	video-coding-format	accept	computing skeleton [2026-09-03]		
opus-codec	audio-coding-format	accept	computing skeleton [2026-09-03]		
advanced-audio-coding	audio-coding-format	accept	computing skeleton [2026-09-03]		
codec	software	accept	computing skeleton [2026-09-03]		
pdf	document-file-format	accept	computing skeleton [2026-09-03]		
epub	document-file-format	accept	computing skeleton [2026-09-03]		
office-open-xml	document-file-format	accept	computing skeleton [2026-09-03]		
opendocument	document-file-format	accept	computing skeleton [2026-09-03]		
rich-text-format	document-file-format	accept	computing skeleton [2026-09-03]		
eml-file-format	file-format	accept	computing skeleton [2026-09-03]		
mbox	file-format	accept	computing skeleton [2026-09-03]		
icalendar	data-serialization-format	accept	computing skeleton [2026-09-03]		
vcard	data-serialization-format	accept	computing skeleton [2026-09-03]		
gps-exchange-format	file-format	accept	computing skeleton [2026-09-03]		
gps-exchange-format	xml	accept	computing skeleton [2026-09-03]		
geojson	file-format	accept	computing skeleton [2026-09-03]		
exif	metadata-standard	accept	computing skeleton [2026-09-03]		
metadata-standard	technical-standard	accept	computing skeleton [2026-09-03]		
dublin-core	metadata-standard	accept	computing skeleton [2026-09-03]		
metadata	information	accept	computing skeleton [2026-09-03]		
skos	data-model	accept	computing skeleton [2026-09-03]		
resource-description-framework	data-model	accept	computing skeleton [2026-09-03]		
rdf-schema	ontology-language	accept	computing skeleton [2026-09-03]		
web-ontology-language	ontology-language	accept	computing skeleton [2026-09-03]		
json-ld	rdf-serialization-format	accept	computing skeleton [2026-09-03]		
n-triples	rdf-serialization-format	accept	computing skeleton [2026-09-03]		
turtle-syntax	rdf-serialization-format	accept	computing skeleton [2026-09-03]		
rdf-graph	dataset	accept	computing skeleton [2026-09-03]		
triplestore	database-management-system	accept	computing skeleton [2026-09-03]		
semantic-reasoner	software	accept	computing skeleton [2026-09-03]		
computational-ontology	knowledge-organization-system	accept	computing skeleton [2026-09-03]		
ontology-alignment	data-processing	accept	computing skeleton [2026-09-03]		
controlled-vocabulary	knowledge-organization-system	accept	computing skeleton [2026-09-03]		
classification-scheme	knowledge-organization-system	accept	computing skeleton [2026-09-03]		
folksonomy	classification-scheme	accept	computing skeleton [2026-09-03]		
tree-structure	hierarchy	accept	computing skeleton [2026-09-03]		
zip-file-format	archive-file-format	accept	computing skeleton [2026-09-03]		
7z	archive-file-format	accept	computing skeleton [2026-09-03]		
rar	archive-file-format	accept	computing skeleton [2026-09-03]		
tar-file-format	archive-file-format	accept	computing skeleton [2026-09-03]		
gzip	compression-format	accept	computing skeleton [2026-09-03]		
gzip-file-format	compression-format	accept	computing skeleton [2026-09-03]		
bzip2	software	accept	computing skeleton [2026-09-03]		
bzip2	compression-algorithm	accept	computing skeleton [2026-09-03]		
iso-image	disk-image	accept	computing skeleton [2026-09-03]		
disk-image	computer-file	accept	computing skeleton [2026-09-03]		
archive-file	computer-file	accept	computing skeleton [2026-09-03]		
executable-and-linkable-format	file-format	accept	computing skeleton [2026-09-03]		
portable-executable	file-format	accept	computing skeleton [2026-09-03]		
shared-library	software-library	accept	computing skeleton [2026-09-03]		
dynamic-link-library	shared-library	accept	computing skeleton [2026-09-03]		
file-format	information	accept	computing skeleton [2026-09-03]		
package-format	archive-file-format	accept	computing skeleton [2026-09-03]		
debian-package	package-format	accept	computing skeleton [2026-09-03]		
rpm-package-manager	package-manager	accept	computing skeleton [2026-09-03]		
rpm-package-manager	package-format	accept	computing skeleton [2026-09-03]		
hidden-file	computer-file	accept	computing skeleton [2026-09-03]		
filename-extension	identifier	accept	computing skeleton [2026-09-03]		
file-attribute	metadata	accept	computing skeleton [2026-09-03]		
hard-link	file-directory	accept	computing skeleton [2026-09-03]		
inode	data-structure	accept	computing skeleton [2026-09-03]		
symbolic-link	computer-file	accept	computing skeleton [2026-09-03]		
file-path	character-string	accept	computing skeleton [2026-09-03]		
file-path	identifier	accept	computing skeleton [2026-09-03]		
source-code	text	accept	computing skeleton [2026-09-03]		
source-code	code	accept	computing skeleton [2026-09-03]		
object-code	code	accept	computing skeleton [2026-09-03]		
text-file	computer-file	accept	computing skeleton [2026-09-03]		
binary-file	computer-file	accept	computing skeleton [2026-09-03]		
log-file	computer-file	accept	computing skeleton [2026-09-03]		
configuration-file	computer-file	accept	computing skeleton [2026-09-03]		
manifest-file	computer-file	accept	computing skeleton [2026-09-03]		
disk-block	data-block	accept	computing skeleton [2026-09-03]		
bad-block	disk-block	accept	computing skeleton [2026-09-03]		
subdirectory	file-directory	accept	computing skeleton [2026-09-03]		
file-directory	computer-file	accept	computing skeleton [2026-09-03]		
high-level-formatting	code	accept	computing skeleton [2026-09-03]		
low-level-formatting	code	accept	computing skeleton [2026-09-03]		
data-storage	data-processing	accept	computing skeleton [2026-09-03]		
storage-capacity	quantity	accept	computing skeleton [2026-09-03]		
formatted-capacity	storage-capacity	accept	computing skeleton [2026-09-03]		
unformatted-capacity	storage-capacity	accept	computing skeleton [2026-09-03]		
disk-overhead	storage-capacity	accept	computing skeleton [2026-09-03]		
access-time	latency	accept	computing skeleton [2026-09-03]		
seek-time	latency	accept	computing skeleton [2026-09-03]		
rotational-latency	latency	accept	computing skeleton [2026-09-03]		
track-to-track-seek-time	seek-time	accept	computing skeleton [2026-09-03]		
command-processing-overhead-time	latency	accept	computing skeleton [2026-09-03]		
latency	quantity	accept	computing skeleton [2026-09-03]		
latency	network-performance-measure	accept	computing skeleton [2026-09-03]		
throughput	network-performance-measure	accept	computing skeleton [2026-09-03]		
network-bandwidth	network-performance-measure	accept	computing skeleton [2026-09-03]		
real-time	quantity	accept	computing skeleton [2026-09-03]		
run-time	quantity	accept	computing skeleton [2026-09-03]		
display-resolution	property	accept	computing skeleton [2026-09-03]		
data-descriptor	identifier	accept	computing skeleton [2026-09-03]		
identifier	information	accept	computing skeleton [2026-09-03]		
hostname	identifier	accept	computing skeleton [2026-09-03]		
mac-address	identifier	accept	computing skeleton [2026-09-03]		
ip-address	identifier	accept	computing skeleton [2026-09-03]		
universally-unique-identifier	identifier	accept	computing skeleton [2026-09-03]		
digital-object-identifier	persistent-identifier	accept	computing skeleton [2026-09-03]		
persistent-identifier	identifier	accept	computing skeleton [2026-09-03]		
uniform-resource-identifier	identifier	accept	computing skeleton [2026-09-03]		
url	uniform-resource-identifier	accept	computing skeleton [2026-09-03]		
domain-name	identifier	accept	computing skeleton [2026-09-03]		
namespace	identifier	accept	computing skeleton [2026-09-03]		
primary-key	identifier	accept	computing skeleton [2026-09-03]		
foreign-key	identifier	accept	computing skeleton [2026-09-03]		
operating-system-kernel	system-software	accept	computing skeleton [2026-09-03]		
linux-kernel	operating-system-kernel	accept	computing skeleton [2026-09-03]		
linux	unix-like	accept	computing skeleton [2026-09-03]		
linux	free-and-open-source-software	accept	computing skeleton [2026-09-03]		
linux-distribution	operating-system	accept	computing skeleton [2026-09-03]		
debian	linux-distribution	accept	computing skeleton [2026-09-03]		
ubuntu	linux-distribution	accept	computing skeleton [2026-09-03]		
arch-linux	linux-distribution	accept	computing skeleton [2026-09-03]		
fedora-linux	linux-distribution	accept	computing skeleton [2026-09-03]		
android	operating-system	accept	computing skeleton [2026-09-03]		
android	linux	accept	computing skeleton [2026-09-03]		
ios	unix-like	accept	computing skeleton [2026-09-03]		
macos	unix-like	accept	computing skeleton [2026-09-03]		
unix	operating-system	accept	computing skeleton [2026-09-03]		
unix-like	operating-system	accept	computing skeleton [2026-09-03]		
berkeley-software-distribution	unix	accept	computing skeleton [2026-09-03]		
freebsd	unix-like	accept	computing skeleton [2026-09-03]		
freebsd	berkeley-software-distribution	accept	computing skeleton [2026-09-03]		
posix	technical-standard	accept	computing skeleton [2026-09-03]		
microsoft-windows	operating-system	accept	computing skeleton [2026-09-03]		
real-time-operating-system	operating-system	accept	computing skeleton [2026-09-03]		
bios	firmware	accept	computing skeleton [2026-09-03]		
uefi	firmware	accept	computing skeleton [2026-09-03]		
uefi	technical-standard	accept	computing skeleton [2026-09-03]		
bootloader	system-software	accept	computing skeleton [2026-09-03]		
firmware	software	accept	computing skeleton [2026-09-03]		
embedded-system	computer	accept	computing skeleton [2026-09-03]		
microcontroller	chip	accept	computing skeleton [2026-09-03]		
system-call	subroutine	accept	computing skeleton [2026-09-03]		
process-scheduler	system-software	accept	computing skeleton [2026-09-03]		
memory-management	data-processing-technique	accept	computing skeleton [2026-09-03]		
garbage-collection	memory-management	accept	computing skeleton [2026-09-03]		
reference-counting	garbage-collection	accept	computing skeleton [2026-09-03]		
manual-memory-management	memory-management	accept	computing skeleton [2026-09-03]		
memory-leak	software-bug	accept	computing skeleton [2026-09-03]		
memory-paging	memory-management	accept	computing skeleton [2026-09-03]		
virtual-memory	memory-management	accept	computing skeleton [2026-09-03]		
heap-memory	computer-memory	accept	computing skeleton [2026-09-03]		
call-stack	stack-data-structure	accept	computing skeleton [2026-09-03]		
buffer-overflow	software-bug	accept	computing skeleton [2026-09-03]		
integer-overflow	software-bug	accept	computing skeleton [2026-09-03]		
undefined-behavior	property	accept	computing skeleton [2026-09-03]		
unix-shell	command-line-interface	accept	computing skeleton [2026-09-03]		
unix-shell	program-interpreter	accept	computing skeleton [2026-09-03]		
bash-shell	unix-shell	accept	computing skeleton [2026-09-03]		
command-line-interface	user-interface	accept	computing skeleton [2026-09-03]		
terminal-emulator	application	accept	computing skeleton [2026-09-03]		
terminal-emulation	hardware-emulation	accept	computing skeleton [2026-09-03]		
unix-pipeline	data-processing-technique	accept	computing skeleton [2026-09-03]		
shell-script	computer-program	accept	computing skeleton [2026-09-03]		
environment-variable	program-variable	accept	computing skeleton [2026-09-03]		
daemon-process	computer-process	accept	computing skeleton [2026-09-03]		
init-system	system-software	accept	computing skeleton [2026-09-03]		
systemd	init-system	accept	computing skeleton [2026-09-03]		
cron	system-software	accept	computing skeleton [2026-09-03]		
computer-process	process	accept	computing skeleton [2026-09-03]		
execution-thread	process	accept	computing skeleton [2026-09-03]		
file-system	system-software	accept	computing skeleton [2026-09-03]		
file-system	data-structure	accept	computing skeleton [2026-09-03]		
ext4	journaling-file-system	accept	computing skeleton [2026-09-03]		
btrfs	file-system	accept	computing skeleton [2026-09-03]		
zfs	file-system	accept	computing skeleton [2026-09-03]		
journaling-file-system	file-system	accept	computing skeleton [2026-09-03]		
fuse-filesystem	file-system	accept	computing skeleton [2026-09-03]		
network-file-system	distributed-file-system	accept	computing skeleton [2026-09-03]		
distributed-file-system	file-system	accept	computing skeleton [2026-09-03]		
database-partition	data-structure	accept	computing skeleton [2026-09-03]		
disk-partitioning	data-processing	accept	computing skeleton [2026-09-03]		
raid	data-storage	accept	computing skeleton [2026-09-03]		
raid	hardware	accept	computing skeleton [2026-09-03]		
erasure-code	error-correcting-code	accept	computing skeleton [2026-09-03]		
data-redundancy	property	accept	computing skeleton [2026-09-03]		
data-retention	practice	accept	computing skeleton [2026-09-03]		
storage-snapshot	data-backup	accept	computing skeleton [2026-09-03]		
copy-on-write	data-processing-technique	accept	computing skeleton [2026-09-03]		
write-once-read-many	non-volatile-storage	accept	computing skeleton [2026-09-03]		
data-chunk	data-block	accept	computing skeleton [2026-09-03]		
web-feed	code	accept	computing skeleton [2026-09-03]		
feed	web-feed	accept	computing skeleton [2026-09-03]		
database-journal	log-file	accept	computing skeleton [2026-09-03]		
data-backup	copy	accept	computing skeleton [2026-09-03]		
backup-software	utility-program	accept	computing skeleton [2026-09-03]		
data-synchronization	data-processing	accept	computing skeleton [2026-09-03]		
file-synchronization	data-synchronization	accept	computing skeleton [2026-09-03]		
data-deduplication	data-processing-technique	accept	computing skeleton [2026-09-03]		
data-integrity	property	accept	computing skeleton [2026-09-03]		
data-replication	data-processing	accept	computing skeleton [2026-09-03]		
replication-in-computing	data-replication	accept	computing skeleton [2026-09-03]		
failover	data-processing-technique	accept	computing skeleton [2026-09-03]		
disaster-recovery	practice	accept	computing skeleton [2026-09-03]		
fault-tolerance	software-quality-attribute	accept	computing skeleton [2026-09-03]		
high-availability	software-quality-attribute	accept	computing skeleton [2026-09-03]		
scalability	software-quality-attribute	accept	computing skeleton [2026-09-03]		
information-redundancy	quantity	accept	computing skeleton [2026-09-03]		
hardware	software	accept	computing skeleton [2026-09-03]		
computer-hardware	hardware	accept	computing skeleton [2026-09-03]		
central-processing-unit	chip	accept	computing skeleton [2026-09-03]		
graphics-processing-unit	chip	accept	computing skeleton [2026-09-03]		
random-access-memory	computer-memory	accept	computing skeleton [2026-09-03]		
read-only-memory	computer-memory	accept	computing skeleton [2026-09-03]		
erasable-programmable-read-only-memory	read-only-memory	accept	computing skeleton [2026-09-03]		
computer-cache	computer-memory	accept	computing skeleton [2026-09-03]		
cpu-cache	computer-cache	accept	computing skeleton [2026-09-03]		
solid-state-drive	non-volatile-storage	accept	computing skeleton [2026-09-03]		
hard-disk-drive	non-volatile-storage	accept	computing skeleton [2026-09-03]		
hard-disc	magnetic-disk	accept	computing skeleton [2026-09-03]		
removable-disk	magnetic-disk	accept	computing skeleton [2026-09-03]		
diskette	magnetic-disk	accept	computing skeleton [2026-09-03]		
cd-r	optical-disk	accept	computing skeleton [2026-09-03]		
audio-cd	compact-disk	accept	computing skeleton [2026-09-03]		
head-crash	hardware-error	accept	computing skeleton [2026-09-03]		
flash-memory	non-volatile-storage	accept	computing skeleton [2026-09-03]		
motherboard	hardware	accept	computing skeleton [2026-09-03]		
computer-bus	hardware	accept	computing skeleton [2026-09-03]		
usb	computer-bus	accept	computing skeleton [2026-09-03]		
usb	technical-standard	accept	computing skeleton [2026-09-03]		
hdmi	hardware-interface	accept	computing skeleton [2026-09-03]		
hdmi	technical-standard	accept	computing skeleton [2026-09-03]		
pci-express	computer-bus	accept	computing skeleton [2026-09-03]		
serial-ata	computer-bus	accept	computing skeleton [2026-09-03]		
nvm-express	hardware-interface	accept	computing skeleton [2026-09-03]		
computer-port	hardware-interface	accept	computing skeleton [2026-09-03]		
instruction-set-architecture	computer-architecture	accept	computing skeleton [2026-09-03]		
x86	instruction-set-architecture	accept	computing skeleton [2026-09-03]		
arm-architecture	instruction-set-architecture	accept	computing skeleton [2026-09-03]		
risc-v	instruction-set-architecture	accept	computing skeleton [2026-09-03]		
reduced-instruction-set-computer	computer-architecture	accept	computing skeleton [2026-09-03]		
complex-instruction-set-computer	computer-architecture	accept	computing skeleton [2026-09-03]		
von-neumann-architecture	computer-architecture	accept	computing skeleton [2026-09-03]		
field-programmable-gate-array	chip	accept	computing skeleton [2026-09-03]		
application-specific-integrated-circuit	chip	accept	computing skeleton [2026-09-03]		
logic-gate	electronic-circuit	accept	computing skeleton [2026-09-03]		
electronic-circuit	device	accept	computing skeleton [2026-09-03]		
binary-numeral-system	code	accept	computing skeleton [2026-09-03]		
hexadecimal	code	accept	computing skeleton [2026-09-03]		
twos-complement	code	accept	computing skeleton [2026-09-03]		
floating-point-format	code	accept	computing skeleton [2026-09-03]		
machine-word	code	accept	computing skeleton [2026-09-03]		
endianness	code	accept	computing skeleton [2026-09-03]		
clock-rate	quantity	accept	computing skeleton [2026-09-03]		
moores-law	law	accept	computing skeleton [2026-09-03]		
computer-cluster	computer-system	accept	computing skeleton [2026-09-03]		
data-center	facility	accept	computing skeleton [2026-09-03]		
computer-server	computer	accept	computing skeleton [2026-09-03]		
computer-server	server-software	accept	computing skeleton [2026-09-03]		
mainframe-computer	digital-computer	accept	computing skeleton [2026-09-03]		
supercomputer	digital-computer	accept	computing skeleton [2026-09-03]		
laptop	portable-computer	accept	computing skeleton [2026-09-03]		
smartphone	portable-computer	accept	computing skeleton [2026-09-03]		
smartphone	telephony	accept	computing skeleton [2026-09-03]		
tablet-computer	portable-computer	accept	computing skeleton [2026-09-03]		
single-board-computer	computer	accept	computing skeleton [2026-09-03]		
raspberry-pi	single-board-computer	accept	computing skeleton [2026-09-03]		
workstation	personal-computer	accept	computing skeleton [2026-09-03]		
thin-client	computer	accept	computing skeleton [2026-09-03]		
embedded-system	computer-system	accept	computing skeleton [2026-09-03]		
network-node	computer	accept	computing skeleton [2026-09-03]		
peer-node	network-node	accept	computing skeleton [2026-09-03]		
network-host	network-node	accept	computing skeleton [2026-09-03]		
network-client	software	accept	computing skeleton [2026-09-03]		
network-interface-controller	networking-hardware	accept	computing skeleton [2026-09-03]		
ethernet-hub	networking-hardware	accept	computing skeleton [2026-09-03]		
network-switch	networking-hardware	accept	computing skeleton [2026-09-03]		
network-gateway	networking-hardware	accept	computing skeleton [2026-09-03]		
network-router	networking-hardware	accept	computing skeleton [2026-09-03]		
network-firewall	computer-security-system	accept	computing skeleton [2026-09-03]		
network-topology	concept	accept	computing skeleton [2026-09-03]		
network-architecture	concept	accept	computing skeleton [2026-09-03]		
osi-model	model-of-computation	accept	computing skeleton [2026-09-03]		
osi-model	technical-standard	accept	computing skeleton [2026-09-03]		
internet-protocol-suite	technical-standard	accept	computing skeleton [2026-09-03]		
physical-layer	concept	accept	computing skeleton [2026-09-03]		
data-link-layer	concept	accept	computing skeleton [2026-09-03]		
network-layer	concept	accept	computing skeleton [2026-09-03]		
transport-layer	concept	accept	computing skeleton [2026-09-03]		
application-layer	concept	accept	computing skeleton [2026-09-03]		
ethernet	communications-protocol	accept	computing skeleton [2026-09-03]		
ethernet	computer-network	accept	computing skeleton [2026-09-03]		
wi-fi	communications-protocol	accept	computing skeleton [2026-09-03]		
bluetooth	communications-protocol	accept	computing skeleton [2026-09-03]		
cellular-network	computer-network	accept	computing skeleton [2026-09-03]		
cellular-network	telecommunication	accept	computing skeleton [2026-09-03]		
5g	cellular-network	accept	computing skeleton [2026-09-03]		
satellite-internet	internet	accept	computing skeleton [2026-09-03]		
fiber-optic-communication	telecommunication	accept	computing skeleton [2026-09-03]		
wireless-communication	telecommunication	accept	computing skeleton [2026-09-03]		
telecommunication	communication	accept	computing skeleton [2026-09-03]		
signal-modulation	signal-processing	accept	computing skeleton [2026-09-03]		
demodulation	signal-processing	accept	computing skeleton [2026-09-03]		
signal-processing	engineering	accept	computing skeleton [2026-09-03]		
signal-processing	data-processing	accept	computing skeleton [2026-09-03]		
digital-signal	signal	accept	computing skeleton [2026-09-03]		
analog-signal	signal	accept	computing skeleton [2026-09-03]		
analog-to-digital-converter	electronic-circuit	accept	computing skeleton [2026-09-03]		
signal-sampling	signal-processing	accept	computing skeleton [2026-09-03]		
signal-quantization	signal-processing	accept	computing skeleton [2026-09-03]		
nyquist-shannon-sampling-theorem	theorem	accept	computing skeleton [2026-09-03]		
internet	computer-network	accept	computing skeleton [2026-09-03]		
internet-backbone	computer-network	accept	computing skeleton [2026-09-03]		
internet-service-provider	organization	accept	computing skeleton [2026-09-03]		
internet-exchange-point	network-node	accept	computing skeleton [2026-09-03]		
autonomous-system	computer-network	accept	computing skeleton [2026-09-03]		
ip-address	computer-address	accept	computing skeleton [2026-09-03]		
ipv4	internet-protocol	accept	computing skeleton [2026-09-03]		
ipv6	internet-protocol	accept	computing skeleton [2026-09-03]		
internet-protocol	network-layer-protocol	accept	computing skeleton [2026-09-03]		
subnetwork	computer-network	accept	computing skeleton [2026-09-03]		
transmission-control-protocol	transport-layer-protocol	accept	computing skeleton [2026-09-03]		
user-datagram-protocol	transport-layer-protocol	accept	computing skeleton [2026-09-03]		
quic	transport-layer-protocol	accept	computing skeleton [2026-09-03]		
network-port	computer-address	accept	computing skeleton [2026-09-03]		
network-socket	software-object	accept	computing skeleton [2026-09-03]		
network-packet	message	accept	computing skeleton [2026-09-03]		
datagram	network-packet	accept	computing skeleton [2026-09-03]		
network-routing	data-processing	accept	computing skeleton [2026-09-03]		
border-gateway-protocol	routing-protocol	accept	computing skeleton [2026-09-03]		
network-address-translation	data-processing-technique	accept	computing skeleton [2026-09-03]		
virtual-private-network	computer-network	accept	computing skeleton [2026-09-03]		
proxy-server	server-software	accept	computing skeleton [2026-09-03]		
reverse-proxy	proxy-server	accept	computing skeleton [2026-09-03]		
domain-name-system	communications-protocol	accept	computing skeleton [2026-09-03]		
domain-name-system	distributed-system	accept	computing skeleton [2026-09-03]		
dns-record	data-record	accept	computing skeleton [2026-09-03]		
dhcp	application-layer-protocol	accept	computing skeleton [2026-09-03]		
hypertext-transfer-protocol	application-layer-protocol	accept	computing skeleton [2026-09-03]		
https	hypertext-transfer-protocol	accept	computing skeleton [2026-09-03]		
https	cryptographic-protocol	accept	computing skeleton [2026-09-03]		
http-2	hypertext-transfer-protocol	accept	computing skeleton [2026-09-03]		
http-3	hypertext-transfer-protocol	accept	computing skeleton [2026-09-03]		
transport-layer-security	cryptographic-protocol	accept	computing skeleton [2026-09-03]		
digital-certificate	document	accept	computing skeleton [2026-09-03]		
certificate-authority	organization	accept	computing skeleton [2026-09-03]		
public-key-infrastructure	system	accept	computing skeleton [2026-09-03]		
world-wide-web	internet	accept	computing skeleton [2026-09-03]		
web-page	document	accept	computing skeleton [2026-09-03]		
web-site	information	accept	computing skeleton [2026-09-03]		
web-browser	application	accept	computing skeleton [2026-09-03]		
web-server	server-software	accept	computing skeleton [2026-09-03]		
web-application	application	accept	computing skeleton [2026-09-03]		
single-page-application	web-application	accept	computing skeleton [2026-09-03]		
progressive-web-app	web-application	accept	computing skeleton [2026-09-03]		
web-api	application-programming-interface	accept	computing skeleton [2026-09-03]		
application-programming-interface	interface	accept	computing skeleton [2026-09-03]		
document-object-model	application-programming-interface	accept	computing skeleton [2026-09-03]		
document-object-model	data-model	accept	computing skeleton [2026-09-03]		
cascading-style-sheets	computer-language	accept	computing skeleton [2026-09-03]		
html	markup-language	accept	computing skeleton [2026-09-03]		
xml	markup-language	accept	computing skeleton [2026-09-03]		
xml	data-serialization-format	accept	computing skeleton [2026-09-03]		
web-standard	technical-standard	accept	computing skeleton [2026-09-03]		
web-accessibility	software-quality-attribute	accept	computing skeleton [2026-09-03]		
search-engine-optimization	practice	accept	computing skeleton [2026-09-03]		
semantic-web	world-wide-web	accept	computing skeleton [2026-09-03]		
linked-data	information	accept	computing skeleton [2026-09-03]		
linked-open-data	linked-data	accept	computing skeleton [2026-09-03]		
open-data	information	accept	computing skeleton [2026-09-03]		
open-knowledge	information	accept	computing skeleton [2026-09-03]		
crowdsourcing	practice	accept	computing skeleton [2026-09-03]		
wiki	web-site	accept	computing skeleton [2026-09-03]		
