# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
large-magellanic-cloud	irregular-galaxy	accept	space skeleton [2026-09-03]		
small-magellanic-cloud	irregular-galaxy	accept	space skeleton [2026-09-03]		
magellanic-clouds	collection	accept	space skeleton [2026-09-03]		
nebula	celestial-body	accept	space skeleton [2026-09-03]		
dark-nebula	nebula	accept	space skeleton [2026-09-03]		
emission-nebula	nebula	accept	space skeleton [2026-09-03]		
planetary-nebula	nebula	accept	space skeleton [2026-09-03]		
diffuse-nebula	nebula	accept	space skeleton [2026-09-03]		
supernova-remnant	nebula	accept	space skeleton [2026-09-03]		
active-galactic-nucleus	celestial-body	accept	space skeleton [2026-09-03]		
brown-dwarf	celestial-body	accept	space skeleton [2026-09-03]		
supermassive-black-hole	black-hole	accept	space skeleton [2026-09-03]		
celestial-point	point	accept	space skeleton [2026-09-03]		
celestial-pole	celestial-point	accept	space skeleton [2026-09-03]		
lagrange-point	celestial-point	accept	space skeleton [2026-09-03]		
barycenter	point	accept	space skeleton [2026-09-03]		
near-earth-object	celestial-body	accept	space skeleton [2026-09-03]		
meteor-shower	natural-event	accept	space skeleton [2026-09-03]		
meteor-swarm	collection	accept	space skeleton [2026-09-03]		
interplanetary-medium	substance	accept	space skeleton [2026-09-03]		
interstellar-medium	substance	accept	space skeleton [2026-09-03]		
heliosphere	region	accept	space skeleton [2026-09-03]		
photosphere	layer	accept	space skeleton [2026-09-03]		
chromosphere	layer	accept	space skeleton [2026-09-03]		
solar-wind	natural-event	accept	space skeleton [2026-09-03]		
sunspot	natural-event	accept	space skeleton [2026-09-03]		
solar-flare	natural-event	accept	space skeleton [2026-09-03]		
coronal-mass-ejection	natural-event	accept	space skeleton [2026-09-03]		
solar-cycle	natural-event	accept	space skeleton [2026-09-03]		
solar-radiation	radiation	accept	space skeleton [2026-09-03]		
cosmic-ray	radiation	accept	space skeleton [2026-09-03]		
cosmic-microwave-background	radiation	accept	space skeleton [2026-09-03]		
cosmic-inflation	concept	accept	space skeleton [2026-09-03]		
expansion-of-the-universe	natural-event	accept	space skeleton [2026-09-03]		
hubbles-law	concept	accept	space skeleton [2026-09-03]		
keplers-laws	concept	accept	space skeleton [2026-09-03]		
dark-energy	concept	accept	space skeleton [2026-09-03]		
observable-universe	region	accept	space skeleton [2026-09-03]		
cosmological-constant	quantity	accept	space skeleton [2026-09-03]		
lambda-cdm-model	concept	accept	space skeleton [2026-09-03]		
age-of-the-universe	quantity	accept	space skeleton [2026-09-03]		
gravitational-wave	wave	accept	space skeleton [2026-09-03]		
gravitational-lens	natural-event	accept	space skeleton [2026-09-03]		
celestial-coordinate-system	concept	accept	space skeleton [2026-09-03]		
equatorial-coordinate-system	celestial-coordinate-system	accept	space skeleton [2026-09-03]		
ecliptic-coordinate-system	celestial-coordinate-system	accept	space skeleton [2026-09-03]		
galactic-coordinate-system	celestial-coordinate-system	accept	space skeleton [2026-09-03]		
horizontal-coordinate-system	celestial-coordinate-system	accept	space skeleton [2026-09-03]		
j2000	concept	accept	space skeleton [2026-09-03]		
sidereal-time	concept	accept	space skeleton [2026-09-03]		
asterism	concept	accept	space skeleton [2026-09-03]		
orion	constellation	accept	space skeleton [2026-09-03]		
apparent-magnitude	quantity	accept	space skeleton [2026-09-03]		
absolute-magnitude	quantity	accept	space skeleton [2026-09-03]		
luminosity	quantity	accept	space skeleton [2026-09-03]		
parallax	angle	accept	space skeleton [2026-09-03]		
stellar-parallax	parallax	accept	space skeleton [2026-09-03]		
proper-motion	quantity	accept	space skeleton [2026-09-03]		
orbital-mechanics	celestial-mechanics	accept	space skeleton [2026-09-03]		
celestial-mechanics	astronomy	accept	space skeleton [2026-09-03]		
orbital-elements	quantity	accept	space skeleton [2026-09-03]		
orbital-eccentricity	quantity	accept	space skeleton [2026-09-03]		
orbital-inclination	quantity	accept	space skeleton [2026-09-03]		
semi-major-axis	quantity	accept	space skeleton [2026-09-03]		
orbital-period	quantity	accept	space skeleton [2026-09-03]		
escape-velocity	quantity	accept	space skeleton [2026-09-03]		
hohmann-transfer-orbit	orbit	accept	space skeleton [2026-09-03]		
gravity-assist	method	accept	space skeleton [2026-09-03]		
low-earth-orbit	orbit	accept	space skeleton [2026-09-03]		
medium-earth-orbit	orbit	accept	space skeleton [2026-09-03]		
polar-orbit	orbit	accept	space skeleton [2026-09-03]		
heliocentric-orbit	orbit	accept	space skeleton [2026-09-03]		
eclipse	natural-event	accept	space skeleton [2026-09-03]		
astronomical-transit	natural-event	accept	space skeleton [2026-09-03]		
occultation	natural-event	accept	space skeleton [2026-09-03]		
astronomical-opposition	natural-event	accept	space skeleton [2026-09-03]		
synodic-month	quantity	accept	space skeleton [2026-09-03]		
sidereal-hour	quantity	accept	space skeleton [2026-09-03]		
sidereal-month	quantity	accept	space skeleton [2026-09-03]		
sidereal-year	quantity	accept	space skeleton [2026-09-03]		
sidereal-day	quantity	accept	space skeleton [2026-09-03]		
axial-precession	natural-event	accept	space skeleton [2026-09-03]		
astronomical-nutation	natural-event	accept	space skeleton [2026-09-03]		
astronautics	engineering	accept	space skeleton [2026-09-03]		
aerospace-engineering	engineering	accept	space skeleton [2026-09-03]		
space-telescope	telescope	accept	space skeleton [2026-09-03]		
space-telescope	satellite	accept	space skeleton [2026-09-03]		
launch-vehicle	rocket	accept	space skeleton [2026-09-03]		
rocket-engine	engine	accept	space skeleton [2026-09-03]		
liquid-propellant-rocket	rocket	accept	space skeleton [2026-09-03]		
solid-propellant-rocket	rocket	accept	space skeleton [2026-09-03]		
reusable-launch-system	launch-vehicle	accept	space skeleton [2026-09-03]		
spaceport	facility	accept	space skeleton [2026-09-03]		
launch-pad	facility	accept	space skeleton [2026-09-03]		
rocket-launch	event	accept	space skeleton [2026-09-03]		
space-rendezvous	event	accept	space skeleton [2026-09-03]		
atmospheric-entry	event	accept	space skeleton [2026-09-03]		
planetary-rover	vehicle	accept	space skeleton [2026-09-03]		
international-space-station	space-station	accept	space skeleton [2026-09-03]		
hubble-space-telescope	space-telescope	accept	space skeleton [2026-09-03]		
james-webb-space-telescope	space-telescope	accept	space skeleton [2026-09-03]		
voyager-1	space-probe	accept	space skeleton [2026-09-03]		
voyager-2	space-probe	accept	space skeleton [2026-09-03]		
sputnik-1	satellite	accept	space skeleton [2026-09-03]		
space-shuttle	launch-vehicle	accept	space skeleton [2026-09-03]		
space-shuttle	spacecraft	accept	space skeleton [2026-09-03]		
falcon-9	launch-vehicle	accept	space skeleton [2026-09-03]		
saturn-v	launch-vehicle	accept	space skeleton [2026-09-03]		
communications-satellite	satellite	accept	space skeleton [2026-09-03]		
weather-satellite	satellite	accept	space skeleton [2026-09-03]		
earth-observation-satellite	satellite	accept	space skeleton [2026-09-03]		
navigation-satellite	satellite	accept	space skeleton [2026-09-03]		
reconnaissance-satellite	satellite	accept	space skeleton [2026-09-03]		
space-debris	physical-object	accept	space skeleton [2026-09-03]		
kessler-syndrome	concept	accept	space skeleton [2026-09-03]		
geomagnetic-storm	natural-event	accept	space skeleton [2026-09-03]		
spacex	company	accept	space skeleton [2026-09-03]		
international-astronomical-union	organization	accept	space skeleton [2026-09-03]		
telescope	instrument	accept	space skeleton [2026-09-03]		
spectroscopy	activity	accept	space skeleton [2026-09-03]		
astronomical-photometry	activity	accept	space skeleton [2026-09-03]		
interferometry	method	accept	space skeleton [2026-09-03]		
adaptive-optics	method	accept	space skeleton [2026-09-03]		
planetary-science	astronomy	accept	space skeleton [2026-09-03]		
stellar-evolution	natural-event	accept	space skeleton [2026-09-03]		
hertzsprung-russell-diagram	image	accept	space skeleton [2026-09-03]		
nucleosynthesis	natural-event	accept	space skeleton [2026-09-03]		
event-horizon	region	accept	space skeleton [2026-09-03]		
tidal-locking	natural-event	accept	space skeleton [2026-09-03]		
roche-limit	quantity	accept	space skeleton [2026-09-03]		
hill-sphere	region	accept	space skeleton [2026-09-03]		
ephemeris	document	accept	space skeleton [2026-09-03]		
astronomical-catalog	document	accept	space skeleton [2026-09-03]		
messier-object	celestial-body	accept	space skeleton [2026-09-03]		
new-general-catalogue	astronomical-catalog	accept	space skeleton [2026-09-03]		
bayer-designation	code	accept	space skeleton [2026-09-03]		
star-catalogue	astronomical-catalog	accept	space skeleton [2026-09-03]		
light-pollution	condition	accept	space skeleton [2026-09-03]		
astrophotography	photography	accept	space skeleton [2026-09-03]		
amateur-astronomy	activity	accept	space skeleton [2026-09-03]		
equinox	natural-event	accept	space skeleton [2026-09-03]		
solstice	natural-event	accept	space skeleton [2026-09-03]		
autumnal-equinox	equinox	accept	space skeleton [2026-09-03]		
vernal-equinox	equinox	accept	space skeleton [2026-09-03]		
summer-solstice	solstice	accept	space skeleton [2026-09-03]		
winter-solstice	solstice	accept	space skeleton [2026-09-03]		
crewed-spacecraft	spacecraft	accept	space skeleton [2026-09-03]		
human-spaceflight	spaceflight	accept	space skeleton [2026-09-03]		
orbital-spaceflight	spaceflight	accept	space skeleton [2026-09-03]		
suborbital-spaceflight	spaceflight	accept	space skeleton [2026-09-03]		
stellar-classification	concept	accept	space skeleton [2026-09-03]		
spectral-class	concept	accept	space skeleton [2026-09-03]		
main-sequence	concept	accept	space skeleton [2026-09-03]		
dwarf-planet	celestial-body	accept	space skeleton [2026-09-03]		
exoplanet	planetary-body	accept	space skeleton [2026-09-03]		
galilean-satellite	natural-satellite	accept	space skeleton [2026-09-03]		
space-weather	astrophysics	accept	space skeleton [2026-09-03]		
stellar-remnant	celestial-body	accept	space skeleton [2026-09-03]		
circumstellar-disc	celestial-body	accept	space skeleton [2026-09-03]		
orbital-position	celestial-point	accept	space skeleton [2026-09-03]		
space-agency	organization	accept	space skeleton [2026-09-03]		
space-mission	activity	accept	space skeleton [2026-09-03]		
space-program	method	accept	space skeleton [2026-09-03]		
oort-cloud	celestial-body	accept	space skeleton [2026-09-03]		
red-shift	natural-event	accept	space skeleton — the physics pack files it under physical-phenomenon [2026-09-03]		
celestial-coordinate-system	coordinate-system	accept	the geography pack's coordinate-system — a cross-pack parent [2026-09-03]		
multiple-star	star-system	accept	second reading [2026-09-03]		
inferior-planet	major-planet	accept	WordNet files it under the solar-system planet sense; OpenCyc under the generic — both true, the finer one is the pack edge [2026-09-03]		
jovian-planet	major-planet	accept	same split as inferior-planet [2026-09-03]		
