# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- space batch 1 (WordNet): wordnet  ---
astrobiology	biology	accept			06037666
astrodynamics	celestial-mechanics	accept		06096451	06097594
astronaut	scientist	reject	astronauts need not be scientists	09818022	10560637
barred-spiral-galaxy	spiral-galaxy	accept			08271457
black-hole	star	reject	a stellar remnant, no longer a star	09223177	09444100
black-hole	star.object	reject	a stellar remnant, no longer a star	09223177	09444783
bolide	meteor	accept			11483990
crewed-spacecraft	spacecraft	accept			04264914
cubesat	satellite	accept			04137444
dwarf-galaxy	galaxy	accept			08271042
dwarf-planet	minor-planet	reject	the IAU keeps dwarf planets apart from small Solar System bodies; contested		09355623
earth-observation-satellite	satellite	accept			04137444
exoplanet	planet	accept			09394007
exoplanet	planetary-body	accept			09394646
gas-giant	planet	accept			09394007
gas-giant	planetary-body	accept			09394646
giant-star	star.object	accept		09288769	09444783
heliocentric-orbit	orbit	accept			08612049
human-spaceflight	spaceflight	accept			00313502
ice-giant	planet	accept			09394007
ice-giant	planetary-body	accept			09394646
inner-planet	terrestrial-planet	accept			09456369
irregular-galaxy	galaxy	accept			08271042
magnetar	neutron-star	accept			09369692
meteoroid	minor-planet	reject	meteoroids are far below minor-planet size	09353109	09355623
navigation-satellite	satellite	accept			04137444
neutron-star	star.object	accept		09369692	09444783
nova	binary-star	reject	a nova is an eruption on a white dwarf, not a kind of binary	09374493	09221070
nova	variable-star	accept		09374493	09469152
observational-astronomy	astronomy	accept			06095022
orbital-mechanics	celestial-mechanics	accept			06097594
orbital-spaceflight	spaceflight	accept			00313502
orbiter	satellite	accept			04137444
outer-planet	planetary-body	accept		09381480	09394646
planetary-rover	spacecraft	accept			04264914
polar-orbit	orbit	accept			08612049
protostar	star	accept			09444100
protostar	star.object	accept			09444783
pulsar	star.object	accept		09400987	09444783
red-dwarf	star.object	accept		09406198	09444783
red-giant	giant-star	accept		09406368	09288769
reusable-launch-system	spacecraft	accept			04264914
soyuz-spacecraft	space-capsule	accept			04264765
space-debris	satellite	reject	debris is not a satellite in the equipment sense		04137444
space-telescope	satellite	accept			04137444
space-weather	astrophysics	accept			06097775
suborbital-spaceflight	spaceflight	accept			00313502
supergiant	star.object	accept		09450708	09444783
supergiant-star	star	accept			09444100
supergiant-star	star.object	accept			09444783
supernova	star.object	accept		09451237	09444783
trans-neptunian-object	minor-planet	accept			09355623
variable-star	star.object	accept		09469152	09444783
white-dwarf	star.object	accept		09478569	09444783
# --- space batch 2 (WordNet): wordnet  ---
aerolite	meteorite	accept		09189289	09352849
full-moon	phase-of-the-moon	accept		15207556	15206744
galilean-satellite	natural-satellite	accept		09285979	09424270
half-moon	phase-of-the-moon	accept		15207103	15206744
meteor-swarm	meteoroid	reject	a swarm is a group of meteoroids, not a meteoroid	09353338	09353109
micrometeorite	meteorite	accept		09353918	09352849
new-moon	phase-of-the-moon	accept		15206943	15206744
pallasite	meteorite	accept		09384106	09352849
planetary-moon	natural-satellite	accept		09358226	09424270
# --- space batch 3: wikidata  ---
apoapsis	apsis	accept		08495617	
asterism	celestial-body	reject	a pattern of stars as seen from Earth, not a body		09239740
asteroid-belt	celestial-body	accept			09239740
astronomical-telescope	telescope	accept		02751295	
binary-star	star-system	accept		09221070	
constellation	asterism	reject	constellations are IAU sky regions; asterisms are informal patterns — not a subclass	09252970	
dark-matter	interstellar-medium	reject	dark matter pervades galaxies and beyond; it is not the interstellar gas and dust	14582220	
falcon-9	reusable-launch-system	accept			
galaxy-cluster	celestial-body	accept			09239740
gravitational-lens	celestial-body	reject	a phenomenon, not a body		09239740
interstellar-medium	celestial-body	reject	a diffuse medium, not a body		09239740
lunar-eclipse	eclipse	accept		07368993	
magellanic-clouds	dwarf-galaxy	reject	two galaxies, not a kind of galaxy		
main-sequence	stellar-evolution	reject	a band on the HR diagram, not the process		
optical-telescope	telescope	accept		03852688	
periapsis	apsis	accept		08618379	
planetary-nebula	emission-nebula	accept		09394797	
planetary-system	celestial-body	accept			09239740
quasar	active-galactic-nucleus	accept		09402370	
radio-astronomy	observational-astronomy	accept		06096759	
radio-telescope	telescope	accept		04044716	
reconnaissance-satellite	earth-observation-satellite	accept		04290762	
solar-eclipse	eclipse	accept		07368877	
solar-telescope	telescope	accept		04258618	
soyuz-spacecraft	crewed-spacecraft	accept			
space-shuttle	reusable-launch-system	accept		04266014	
space-station	crewed-spacecraft	accept		04266162	
spectral-class	stellar-classification	accept			
star-system	celestial-body	accept			09239740
supernova-remnant	emission-nebula	accept			
transit-instrument	telescope	accept		04471912	
weather-satellite	earth-observation-satellite	accept		04567593	
# --- space batch 3: wordnet  ---
first-quarter	half-moon	accept		15207302	15207103
harvest-moon	full-moon	accept		15207770	15207556
last-quarter	half-moon	accept		15207430	15207103
orion	diffuse-nebula	reject	WordNet conflates the constellation with the Orion Nebula	09380117	09266790
sidereal-day	sidereal-time	accept		15208333	15208162
sidereal-hour	sidereal-time	accept		15209074	15208162
sidereal-month	sidereal-time	accept		15209174	15208162
sidereal-year	sidereal-time	accept		15208898	15208162
# --- space batch 4: wikidata  ---
# --- space batch 4: wordnet  ---
# --- space batch 5: wikidata  ---
# --- space batch 5: wordnet  ---
