kind	sub	sup	detail
single	biological-polymorphism	organic-process	only sumo
single	biological-polymorphism	process	only wordnet
single	biological-specialization	event	only sumo
single	biological-specialization	organic-phenomenon	only sumo
single	biological-specialization	process	only wordnet
single	biological-valence	property	only sumo
single	biologist	agent	only wordnet
single	biologist	organism	only wordnet
single	biologist	person	only wordnet
single	biologist	physical-object	only wordnet
single	biologist	research-worker	only wikidata
single	biotic-community	agent	only sumo
single	biotic-community	collection	only sumo
single	birth	organic-phenomenon	only sumo
single	birth	organic-process	only sumo
single	blastocyte	body-part	only sumo
single	blastomere	body-part	only sumo
single	blood-cell	body-part	only sumo
single	blood-cell	structure	only opencyc
single	bodily-humour	material	only sumo
single	bone-cell	body-part	only sumo
single	bone-cell	structure	only opencyc
single	botanical-cohesion	event	only sumo
single	botanical-cohesion	organic-phenomenon	only sumo
single	botanical-cohesion	process	only wordnet
single	botanical-division	agent	only sumo
single	botanical-division	group	only wordnet
single	botanical-division	organism	only sumo
single	botanical-division	physical-object	only sumo
single	botanical-division	plant	only sumo
single	botanical-division	plantae	only sumo
single	botanical-division	species	only sumo
single	botanical-division	taxonomic-group	only wordnet
single	brachium	attribute	only wordnet
single	brachium	physical-object	only sumo
single	bract-tuft	body-part	only sumo
single	bract-tuft	collection	only wordnet
single	bract-tuft	group	only wordnet
single	bract-tuft	physical-object	only sumo
single	brain-cell	body-part	only sumo
single	brain-cell	somatic-cell	only wordnet
single	branch	plant-part	only wordnet
single	burn	organic-phenomenon	only sumo
single	burn	organic-process	only sumo
single	calculation	organic-phenomenon	only sumo
single	calculation	organic-process	only sumo
single	calyx	attribute	only wordnet
single	calyx	body-part	only sumo
single	calyx	physical-object	only sumo
single	calyx	structure	only opencyc
single	cancer-cell	body-part	only sumo
single	cancer-cell	organism	only wikidata
single	cancer-cell	somatic-cell	only wordnet
single	carrot	plant-part	only wordnet
single	cataplasia	organic-phenomenon	only sumo
single	cataplasia	organic-process	only sumo
single	cell-culture	organic-phenomenon	only sumo
single	cell-theory	cognition	only wordnet
single	census	organic-phenomenon	only sumo
single	census	organic-process	only sumo
single	choanocyte	body-part	only sumo
single	chromosomal-inversion	change	only wordnet
single	chromosomal-inversion	organic-phenomenon	only sumo
single	chromosomal-inversion	organic-process	only sumo
single	chromosomal-translocation	event	only sumo
single	chromosomal-translocation	process	only wordnet
single	chromosomal-translocation	visit	only sumo
single	chromosome	physical-object	only wordnet
single	circulation	organic-process	only sumo
single	cloning-vector	agent	only wordnet
single	cloning-vector	microorganism	only wordnet
single	cloning-vector	organism	only wordnet
single	closure	organic-phenomenon	only sumo
single	closure	organic-process	only sumo
single	coarctation	illness	only opencyc
single	coarctation	organic-phenomenon	only sumo
single	coarctation	organic-process	only sumo
single	coarctation	situation	only opencyc
single	cognition	organic-process	only wikidata
single	columnar-cell	body-part	only sumo
single	columnar-cell	somatic-cell	only wordnet
single	comparison	organic-phenomenon	only sumo
single	comparison	organic-process	only sumo
single	conception	organic-phenomenon	only sumo
single	conception	reproduction	only sumo
single	cone-cell	body-part	only sumo
single	cone-cell	somatic-cell	only wordnet
single	confirmation	organic-phenomenon	only sumo
single	confirmation	organic-process	only sumo
single	confusion	organic-phenomenon	only sumo
single	confusion	organic-process	only sumo
single	consumption	organic-phenomenon	only sumo
single	contraction	organic-phenomenon	only sumo
single	contraction	organic-process	only sumo
single	convalescence	organic-phenomenon	only sumo
single	conversation	organic-phenomenon	only sumo
single	conversation	organic-process	only sumo
single	corolla	attribute	only wordnet
single	corolla	body-part	only sumo
single	corolla	physical-object	only sumo
single	corolla	structure	only opencyc
single	cosmid	species	only sumo
single	courage	organic-process	only wikidata
single	crustacean-roe	animal-egg	only wordnet
single	crustacean-roe	body-part	only sumo
single	crustacean-roe	cell	only wordnet
single	crustacean-roe	gamete	only wordnet
single	crustacean-roe	ovum	only wordnet
single	crustacean-roe	reproductive-cell	only wordnet
single	cuboidal-cell	body-part	only sumo
single	cuboidal-cell	somatic-cell	only wordnet
single	culture-medium	material	only sumo
single	cybernetics	cognition	only wordnet
single	cystic-fibrosis-transport-regulator	compound	only sumo
single	cystic-fibrosis-transport-regulator	gene	only wordnet
single	cystic-fibrosis-transport-regulator	group	only wordnet
single	cystic-fibrosis-transport-regulator	material	only sumo
single	cystic-fibrosis-transport-regulator	substance	only sumo
single	date	plant-part	only wordnet
single	daughter-cell	body-part	only sumo
single	daughter-cell	offspring	only opencyc
single	daughter-cell	structure	only opencyc
single	death	organic-phenomenon	only sumo
single	death	organic-process	only sumo
single	default-option	organic-phenomenon	only sumo
single	default-option	organic-process	only sumo
single	dehiscence	event	only sumo
single	dehiscence	natural-event	only wordnet
single	dehiscence	organic-process	only sumo
single	dehiscence	process	only wordnet
single	deliberation	organic-phenomenon	only sumo
single	deliberation	organic-process	only sumo
single	delivery	organic-phenomenon	only sumo
single	delivery	organic-process	only sumo
single	dendrite	cell	only wordnet
single	dendrite	fiber	only wordnet
single	dendrite	fiber-cell	only wordnet
single	dendrite	line	only opencyc
single	dendrite	material	only wordnet
single	dendrite	route	only opencyc
single	dendrite	structure	only opencyc
single	dendrite	substance	only wordnet
single	development	organic-process	only wikidata
single	diagnosis	organic-phenomenon	only sumo
single	diagnosis	organic-process	only sumo
single	dialog	organic-phenomenon	only sumo
single	dialog	organic-process	only sumo
single	diploid	agent	only sumo
single	diploid	species	only sumo
single	dna	chemical	only wordnet
single	dna	material	only wordnet
single	dna	substance	only wordnet
single	dna-replication	action	only opencyc
single	dna-replication	chemical-reaction	only opencyc
single	dna-replication	organic-phenomenon	only sumo
single	dna-replication	process	only wordnet
single	dna-replication	production	only opencyc
single	dna-replication	situation	only opencyc
single	documentation	organic-phenomenon	only sumo
single	documentation	organic-process	only sumo
single	dominant-allele	event	only sumo
single	dominant-allele	gene	only wordnet
single	dominant-allele	group	only wordnet
single	dominant-gene	compound	only sumo
single	dominant-gene	group	only wordnet
single	dominant-gene	material	only sumo
single	dominant-gene	substance	only sumo
single	drinking	organic-phenomenon	only sumo
single	drinking	organic-process	only sumo
single	ecological-establishment	event	only sumo
single	ecological-niche	property	only sumo
single	ecological-niche	state	only wordnet
single	ecological-succession	event	only sumo
single	ecosystem	group	only wordnet
single	ecosystem	structure	only opencyc
single	effector	cell	only wordnet
single	effector	fiber	only wordnet
single	effector	fiber-cell	only wordnet
single	effector	material	only wordnet
single	effector	substance	only wordnet
single	egg	animal-egg	only sumo
single	egg-white	animal-egg	only sumo
single	electric-shock	organic-phenomenon	only sumo
single	embryonic-cell	body-part	only sumo
single	engrossment	organic-phenomenon	only sumo
single	engrossment	organic-process	only sumo
single	enzyme	chemical	only wordnet
single	enzyme	compound	only wordnet
single	eosinophil	body-part	only sumo
single	eosinophil	free-phagocyte	only wordnet
single	eosinophil	phagocyte	only wordnet
single	eosinophil	structure	only opencyc
single	epidermal-cell	body-part	only sumo
single	epidermal-cell	structure	only opencyc
single	epithelial-cell	body-part	only sumo
single	epithelial-cell	structure	only opencyc
single	erythroblast	blood-cell	only wikidata
single	erythroblast	body-part	only sumo
single	estimate	organic-phenomenon	only sumo
single	estimate	organic-process	only sumo
single	estivation	collection	only sumo
single	evidence	organic-phenomenon	only sumo
single	evidence	organic-process	only sumo
single	evolution	organic-phenomenon	only sumo
single	examination	organic-phenomenon	only sumo
single	examination	organic-process	only sumo
single	experience	organic-phenomenon	only sumo
single	experience	organic-process	only sumo
single	experiment	organic-phenomenon	only sumo
single	experiment	organic-process	only sumo
single	exploration	organic-phenomenon	only sumo
single	exploration	organic-process	only sumo
single	fat-cell	body-part	only sumo
single	feeling	organic-process	only wikidata
single	fibroblast	body-part	only sumo
single	fibroblast	structure	only opencyc
single	fibrous-astrocyte	body-part	only sumo
single	fibrous-astrocyte	neurogliacyte	only wordnet
single	fibrous-astrocyte	somatic-cell	only wordnet
single	fish-roe	body-part	only sumo
single	fish-roe	cell	only wordnet
single	fish-roe	gamete	only wordnet
single	fish-roe	ovum	only wordnet
single	fish-roe	reproductive-cell	only wordnet
single	fixed-phagocyte	body-part	only sumo
single	fixed-phagocyte	somatic-cell	only wordnet
single	flagellated-cell	agent	only sumo
single	flagellated-cell	microorganism	only sumo
single	flagellated-cell	organism	only sumo
single	flagellated-cell	species	only sumo
single	flower	plantae	only sumo
single	flower-corona	body-part	only sumo
single	flower-lip	artifact	only sumo
single	flower-lip	physical-object	only wordnet
single	flower-spike	body-part	only sumo
single	flower-style	body-part	only sumo
single	foliation	event	only sumo
single	foliation	organic-phenomenon	only sumo
single	foliation	process	only wordnet
single	food-chain	event	only sumo
single	food-chain	natural-event	only wordnet
single	food-chain	process	only wordnet
single	food-pyramid	event	only sumo
single	food-pyramid	natural-event	only wordnet
single	food-pyramid	process	only wordnet
single	food-web	event	only sumo
single	food-web	natural-event	only wordnet
single	food-web	process	only wordnet
single	form-family	agent	only sumo
single	form-family	group	only wordnet
single	form-family	organism	only sumo
single	form-family	physical-object	only sumo
single	form-family	species	only sumo
single	form-family	taxonomic-group	only wordnet
single	form-genus	agent	only sumo
single	form-genus	group	only wordnet
single	form-genus	organism	only sumo
single	form-genus	physical-object	only sumo
single	form-genus	species	only sumo
single	form-genus	taxonomic-group	only wordnet
single	formal-address	organic-phenomenon	only sumo
single	formal-address	organic-process	only sumo
single	fracture	organic-phenomenon	only sumo
single	fracture	organic-process	only sumo
single	free-phagocyte	body-part	only sumo
single	free-phagocyte	somatic-cell	only wordnet
single	fruit	plant-part	only wordnet
single	gamete	body-part	only sumo
single	gamete	structure	only opencyc
single	gametocyte	body-part	only sumo
single	gametocyte	structure	only opencyc
single	ganglion-cell	body-part	only sumo
single	ganglion-cell	somatic-cell	only wordnet
single	gash	organic-phenomenon	only sumo
single	gash	organic-process	only sumo
single	gaze	organic-phenomenon	only sumo
single	gaze	organic-process	only sumo
single	gene-deletion	accomplishment	only sumo
single	gene-deletion	act	only sumo
single	gene-deletion	activity	only sumo
single	gene-deletion	change	only wordnet
single	gene-deletion	procedure	only sumo
single	gene-deletion	volition	only sumo
single	gene-expression	organic-phenomenon	only sumo
single	gene-expression	process	only wordnet
single	gene-expression	situation	only opencyc
single	gene-mapping	accomplishment	only sumo
single	gene-mapping	information	only sumo
single	gene-mapping	organic-phenomenon	only sumo
single	gene-mapping	organic-process	only sumo
single	gene-mapping	search	only sumo
single	gene-mapping	volition	only sumo
single	gene-transcription	event	only sumo
single	gene-transcription	organic-phenomenon	only sumo
single	gene-transcription	process	only wordnet
single	genetic-carrier	agent	only sumo
single	genetic-carrier	species	only sumo
single	genetic-dominance	attribute	only sumo
single	genetic-dominance	natural-event	only wordnet
single	genetic-dominance	process	only wordnet
single	genetic-dominance	property	only sumo
single	genetic-inheritance	property	only sumo
single	genetic-linkage	property	only sumo
single	genetic-marker	compound	only sumo
single	genetic-marker	group	only wordnet
single	genetic-marker	material	only sumo
single	genetic-marker	substance	only sumo
single	genetic-recombination	combination	only sumo
single	genetic-reversion	change	only wordnet
single	genetic-reversion	organic-phenomenon	only sumo
single	genetic-reversion	organic-process	only sumo
single	genetic-segregation	event	only sumo
single	genetic-segregation	organic-phenomenon	only sumo
single	genetic-segregation	process	only wordnet
single	genetic-transduction	event	only sumo
single	genetic-transduction	organic-phenomenon	only sumo
single	genetic-transduction	process	only wordnet
single	genetic-transposition	change	only wordnet
single	genetic-transposition	organic-phenomenon	only sumo
single	genetic-transposition	organic-process	only sumo
single	genus	agent	only sumo
single	genus	group	only wordnet
single	genus	organism	only sumo
single	genus	physical-object	only sumo
single	genus	species	only sumo
single	genus-pan	taxonomic-group	only wordnet
single	germ-tube	body-part	only sumo
single	glance	organic-phenomenon	only sumo
single	glance	organic-process	only sumo
single	glimpse	organic-phenomenon	only sumo
single	glimpse	organic-process	only sumo
single	goblet-cell	body-part	only sumo
single	goblet-cell	somatic-cell	only wordnet
single	golgi's-cell	body-part	only sumo
single	golgi's-cell	nerve-cell	only wordnet
single	golgi's-cell	somatic-cell	only wordnet
single	granulocyte	body-part	only sumo
single	granulocyte	free-phagocyte	only wordnet
single	granulocyte	phagocyte	only wordnet
single	granulocyte	somatic-cell	only wordnet
single	grass	plantae	only sumo
single	growth	organic-phenomenon	only sumo
single	hair-cell	body-part	only sumo
single	hair-cell	structure	only opencyc
single	haploid	agent	only sumo
single	haploid	species	only sumo
single	haplotype	collection	only wordnet
single	haplotype	compound	only sumo
single	haplotype	material	only sumo
single	haplotype	substance	only sumo
single	helper-t-cell	blood-cell	only wordnet
single	helper-t-cell	body-part	only sumo
single	helper-t-cell	free-phagocyte	only wordnet
single	helper-t-cell	leukocyte	only wordnet
single	helper-t-cell	lymphocyte	only wordnet
single	helper-t-cell	phagocyte	only wordnet
single	helper-t-cell	somatic-cell	only wordnet
single	hematopoeitic-stem-cell	body-part	only sumo
single	hematopoeitic-stem-cell	somatic-cell	only wordnet
single	heritable-character	inclination	only sumo
single	heritable-character	mentality	only sumo
single	heritable-character	property	only sumo
single	heritable-character	trait	only sumo
single	heterology	amateur	only sumo
single	heterology	ambiance	only sumo
single	heterology	circumstance	only sumo
single	heterology	civilisation	only sumo
single	heterology	crowd	only sumo
single	heterology	custom	only sumo
single	heterology	danger	only sumo
single	heterology	expert	only sumo
single	heterology	freedom	only sumo
single	heterology	lap	only sumo
single	heterology	literary-works	only sumo
single	heterology	normal	only sumo
single	heterology	practice	only sumo
single	heterology	property	only sumo
single	heterology	society	only sumo
single	heterology	status	only sumo
single	heterology	tension	only sumo
single	heterology	way	only sumo
single	heteroploid	agent	only sumo
single	heteroploid	species	only sumo
single	heterosis	amateur	only sumo
single	heterosis	ambiance	only sumo
single	heterosis	circumstance	only sumo
single	heterosis	civilisation	only sumo
single	heterosis	crowd	only sumo
single	heterosis	custom	only sumo
single	heterosis	danger	only sumo
single	heterosis	expert	only sumo
single	heterosis	freedom	only sumo
single	heterosis	lap	only sumo
single	heterosis	literary-works	only sumo
single	heterosis	normal	only sumo
single	heterosis	practice	only sumo
single	heterosis	property	only sumo
single	heterosis	society	only sumo
single	heterosis	status	only sumo
single	heterosis	tension	only sumo
single	heterosis	way	only sumo
single	heterozygote	agent	only sumo
single	heterozygote	cell	only wordnet
single	heterozygote	species	only sumo
single	histiocyte	blood-cell	only wikidata
single	histiocyte	body-part	only sumo
single	histiocyte	leukocyte	only wikidata
single	histiocyte	somatic-cell	only wordnet
single	homeobox	compound	only sumo
single	homeobox	group	only wordnet
single	homeobox	material	only sumo
single	homeobox	substance	only sumo
single	homeostasis	amateur	only sumo
single	homeostasis	ambiance	only sumo
single	homeostasis	circumstance	only sumo
single	homeostasis	civilisation	only sumo
single	homeostasis	crowd	only sumo
single	homeostasis	custom	only sumo
single	homeostasis	danger	only sumo
single	homeostasis	event	only opencyc
single	homeostasis	expert	only sumo
single	homeostasis	freedom	only sumo
single	homeostasis	lap	only sumo
single	homeostasis	literary-works	only sumo
single	homeostasis	normal	only sumo
single	homeostasis	practice	only sumo
single	homeostasis	property	only sumo
single	homeostasis	society	only sumo
single	homeostasis	state	only wordnet
single	homeostasis	status	only sumo
single	homeostasis	tension	only sumo
single	homeostasis	way	only sumo
single	homeotic-gene	compound	only sumo
single	homeotic-gene	group	only wordnet
single	homeotic-gene	material	only sumo
single	homeotic-gene	substance	only sumo
single	homogeny	property	only sumo
single	homozygote	agent	only sumo
single	homozygote	cell	only wordnet
single	homozygote	species	only sumo
single	hormone	drug	only wikidata
single	hormone	material	only sumo
single	houseplant	plantae	only sumo
single	hybridization	event	only sumo
single	hybridization	organic-phenomenon	only sumo
single	hybridization	process	only wordnet
single	hybridization	reproduction	only sumo
single	hybridoma	body-part	only sumo
single	immune-recognition	event	only sumo
single	immune-recognition	natural-event	only wordnet
single	immune-recognition	organic-process	only sumo
single	immune-recognition	process	only wordnet
single	infection	organic-phenomenon	only sumo
single	infection	organic-process	only sumo
single	inhibition	organic-phenomenon	only sumo
single	inhibition	organic-process	only sumo
single	injury	organic-phenomenon	only sumo
single	injury	organic-process	only sumo
single	inquest	organic-phenomenon	only sumo
single	inquest	organic-process	only sumo
single	insertional-mutagenesis	organic-phenomenon	only sumo
single	insertional-mutagenesis	organic-process	only sumo
single	insight	organic-phenomenon	only sumo
single	insight	organic-process	only sumo
single	inspiration	organic-phenomenon	only sumo
single	intention	organic-phenomenon	only sumo
single	intention	organic-process	only sumo
single	intussusception	event	only sumo
single	intussusception	organic-phenomenon	only sumo
single	intussusception	process	only wordnet
single	isogamete	body-part	only sumo
single	isogamete	reproductive-cell	only wordnet
single	isogamy	event	only sumo
single	isogamy	organic-phenomenon	only sumo
single	isogamy	process	only wordnet
single	judging	organic-phenomenon	only sumo
single	judging	organic-process	only sumo
single	judgment	organic-phenomenon	only sumo
single	justification	organic-phenomenon	only sumo
single	justification	organic-process	only sumo
single	killer-t-cell	blood-cell	only wordnet
single	killer-t-cell	body-part	only sumo
single	killer-t-cell	free-phagocyte	only wordnet
single	killer-t-cell	leukocyte	only wordnet
single	killer-t-cell	lymphocyte	only wordnet
single	killer-t-cell	phagocyte	only wordnet
single	killer-t-cell	somatic-cell	only wordnet
single	kupffer's-cell	body-part	only sumo
single	leaf-blade	plant-part	only wordnet
single	leaf-lobe	body-part	only sumo
single	leaf-lobe	leaf	only sumo
single	leaf-lobe	organ	only sumo
single	leaf-node	organ	only sumo
single	leaf-node	physical-object	only sumo
single	lemon	plant-part	only wordnet
single	lethal-gene	compound	only sumo
single	lethal-gene	group	only wordnet
single	lethal-gene	material	only sumo
single	lethal-gene	substance	only sumo
single	leukocyte	body-part	only sumo
single	leukocyte	phagocyte	only wordnet
single	leukocyte	somatic-cell	only wordnet
single	leydig-cell	body-part	only sumo
single	ligule	body-part	only sumo
single	ligule	leaf	only sumo
single	ligule	organ	only sumo
single	lily	plantae	only sumo
single	limb-abduction	act	only wordnet
single	limb-adduction	act	only wordnet
single	line	organic-phenomenon	only sumo
single	line	organic-process	only sumo
single	linkage-group	group	only wordnet
single	linkage-group	physical-object	only sumo
single	localization-of-function	cognition	only wordnet
single	localization-of-function	concept	only wordnet
single	localization-of-function	idea	only wordnet
single	lymphoblast	blood-cell	only wordnet
single	lymphoblast	body-part	only sumo
single	lymphoblast	free-phagocyte	only wordnet
single	lymphoblast	leukocyte	only wordnet
single	lymphoblast	phagocyte	only wordnet
single	lymphoblast	structure	only opencyc
single	lymphocyte	blood-cell	only wordnet
single	lymphocyte	body-part	only sumo
single	lymphocyte	free-phagocyte	only wordnet
single	lymphocyte	phagocyte	only wordnet
single	lymphocyte	somatic-cell	only wordnet
single	macrophage	body-part	only sumo
single	macrophage	structure	only opencyc
single	mast-cell	body-part	only sumo
single	medullated-nerve-fiber	cell	only wordnet
single	medullated-nerve-fiber	fiber	only wordnet
single	medullated-nerve-fiber	fiber-cell	only wordnet
single	medullated-nerve-fiber	material	only wordnet
single	medullated-nerve-fiber	substance	only wordnet
single	megakaryocyte	body-part	only sumo
single	megakaryocyte	structure	only opencyc
single	megaloblast	body-part	only sumo
single	megaloblast	somatic-cell	only wordnet
single	megalocyte	blood-cell	only wordnet
single	megalocyte	body-part	only sumo
single	megalocyte	somatic-cell	only wordnet
single	meiosis	action	only opencyc
single	meiosis	decrease	only opencyc
single	meiosis	ending	only opencyc
single	meiosis	organic-phenomenon	only sumo
single	meiosis	process	only wordnet
single	meiosis	production	only opencyc
single	meiosis	reproduction	only sumo
single	meiosis	situation	only opencyc
single	melanoblast	body-part	only sumo
single	melanoblast	skin-cell	only wordnet
single	melanoblast	somatic-cell	only wordnet
single	melanocyte	body-part	only sumo
single	melanocyte	skin-cell	only wordnet
single	melanocyte	somatic-cell	only wordnet
single	memory	organic-phenomenon	only sumo
single	memory	organic-process	only sumo
single	mendel's-law	cognition	only wordnet
single	mendel's-law	idea	only wordnet
single	metabolism	organic-phenomenon	only sumo
single	metabolism	process	only wordnet
single	metabolism	situation	only opencyc
single	microcyte	body-part	only sumo
single	microcyte	somatic-cell	only wordnet
single	microgliacyte	body-part	only sumo
single	microgliacyte	somatic-cell	only wordnet
single	microphage	blood-cell	only wordnet
single	microphage	body-part	only sumo
single	microphage	free-phagocyte	only wordnet
single	microphage	leukocyte	only wordnet
single	microphage	phagocyte	only wordnet
single	microphage	somatic-cell	only wordnet
single	modifier-gene	compound	only sumo
single	modifier-gene	group	only wordnet
single	modifier-gene	material	only sumo
single	modifier-gene	substance	only sumo
single	monad-organism	atom	only sumo
single	monad-organism	chemical-element	only sumo
single	monad-organism	material	only sumo
single	monad-organism	organism	only wordnet
single	monad-organism	physical-object	only wordnet
single	monad-organism	substance	only sumo
single	monoblast	body-part	only sumo
single	monoblast	free-phagocyte	only wordnet
single	monoblast	phagocyte	only wordnet
single	monoblast	structure	only opencyc
single	monocyte	body-part	only sumo
single	monocyte	free-phagocyte	only wordnet
single	monocyte	phagocyte	only wordnet
single	monocyte	structure	only opencyc
single	monotype	agent	only sumo
single	monotype	group	only wordnet
single	monotype	organism	only sumo
single	monotype	physical-object	only sumo
single	monotype	species	only sumo
single	morphological-polymorphism	attribute	only sumo
single	morphological-polymorphism	natural-event	only wordnet
single	morphological-polymorphism	process	only wordnet
single	morphological-polymorphism	property	only sumo
single	mother-cell	body-part	only sumo
single	motor-fiber	body-part	only sumo
single	motor-fiber	cell	only wordnet
single	motor-fiber	fiber	only wordnet
single	motor-fiber	fiber-cell	only wordnet
single	motor-fiber	tissue	only sumo
single	motor-neuron	body-part	only sumo
single	motor-neuron	structure	only opencyc
single	muscle-cell	body-part	only sumo
single	muscle-relaxation	event	only sumo
single	muscle-relaxation	process	only wordnet
single	mutant	event	only sumo
single	mutant	organic-phenomenon	only sumo
single	mutant	organic-process	only sumo
single	mutant	structure	only opencyc
single	mutant-gene	compound	only sumo
single	mutant-gene	group	only wordnet
single	mutant-gene	material	only sumo
single	mutant-gene	substance	only sumo
single	mutation	organic-phenomenon	only sumo
single	myeloblast	blood-cell	only wordnet
single	myeloblast	body-part	only sumo
single	myeloblast	free-phagocyte	only wordnet
single	myeloblast	phagocyte	only wordnet
single	myeloblast	structure	only opencyc
single	myelocyte	blood-cell	only wordnet
single	myelocyte	body-part	only sumo
single	myelocyte	free-phagocyte	only wordnet
single	myelocyte	phagocyte	only wordnet
single	myelocyte	somatic-cell	only wordnet
single	naturalist	agent	only wordnet
single	naturalist	attribute	only sumo
single	naturalist	organism	only wordnet
single	naturalist	person	only wordnet
single	naturalist	physical-object	only wordnet
single	naturalist	property	only sumo
single	naturalist	research-worker	only wikidata
single	nausea	organic-phenomenon	only sumo
single	necrobiosis	event	only sumo
single	necrobiosis	natural-event	only wordnet
single	necrobiosis	process	only wordnet
single	neoplastic-cell	body-part	only sumo
single	neoplastic-cell	structure	only opencyc
single	nerve-cell	body-part	only sumo
single	nerve-fiber	cell	only wordnet
single	nerve-fiber	material	only wordnet
single	nerve-fiber	substance	only wordnet
single	neural-irradiation	locating	only sumo
single	neural-irradiation	visit	only sumo
single	neural-summation	event	only sumo
single	neural-summation	organic-phenomenon	only sumo
single	neural-summation	process	only wordnet
single	neuroblast	body-part	only sumo
single	neurogliacyte	body-part	only sumo
single	neutrophil	body-part	only sumo
single	neutrophil	free-phagocyte	only wordnet
single	neutrophil	phagocyte	only wordnet
single	neutrophil	structure	only opencyc
single	nightmare	organic-phenomenon	only sumo
single	nit	action	only opencyc
single	nit	cell	only wordnet
single	nit	championship	only opencyc
single	nit	competition	only opencyc
single	nit	conflict	only opencyc
single	nit	event	only opencyc
single	nit	gamete	only wordnet
single	nit	ovum	only wordnet
single	nit	physical-object	only wordnet
single	nit	reproductive-cell	only wordnet
single	nit	situation	only opencyc
single	nit	tournament	only opencyc
single	nonallele	compound	only sumo
single	nonallele	group	only wordnet
single	nonallele	material	only sumo
single	nonallele	substance	only sumo
single	nucleic-acid	chemical	only wordnet
single	nut	plant-part	only wordnet
single	nutrition	event	only sumo
single	nutrition	organic-phenomenon	only sumo
single	nutrition	process	only wordnet
single	nutshell	plant-part	only opencyc
single	oak	plantae	only sumo
single	oligodendrocyte	body-part	only sumo
