sub	sup	status	for	against
acute-leukemia	condition	single	wordnet	
acute-leukemia	disease	single	wordnet	
acute-leukemia	illness	single	wordnet	
acute-leukemia	leukemia	accepted	claude wordnet	
acute-leukemia	malignancy	single	wordnet	
acute-leukemia	property	single	sumo	
acute-leukemia	state	single	wordnet	
acute-leukemia	symptomatic-effect	single	sumo	
acute-leukemia	tissue-growth	single	wordnet	
acute-leukemia	tumor	single	wordnet	
acute-lymphocytic-leukemia	acute-leukemia	accepted	claude wordnet	
acute-lymphocytic-leukemia	attribute	accepted	sumo wordnet	
acute-lymphocytic-leukemia	cancer	single	wordnet	
acute-lymphocytic-leukemia	condition	single	wordnet	
acute-lymphocytic-leukemia	disease	single	wordnet	
acute-lymphocytic-leukemia	illness	single	wordnet	
acute-lymphocytic-leukemia	leukemia	single	wordnet	
acute-lymphocytic-leukemia	malignancy	single	wordnet	
acute-lymphocytic-leukemia	property	single	sumo	
acute-lymphocytic-leukemia	state	single	wordnet	
acute-lymphocytic-leukemia	symptomatic-effect	single	sumo	
acute-lymphocytic-leukemia	tissue-growth	single	wordnet	
acute-lymphocytic-leukemia	tumor	single	wordnet	
acute-myelocytic-leukemia	acute-leukemia	accepted	claude wordnet	
acute-myelocytic-leukemia	attribute	accepted	sumo wordnet	
acute-myelocytic-leukemia	cancer	single	wordnet	
acute-myelocytic-leukemia	condition	single	wordnet	
acute-myelocytic-leukemia	disease	single	wordnet	
acute-myelocytic-leukemia	illness	single	wordnet	
acute-myelocytic-leukemia	leukemia	single	wordnet	
acute-myelocytic-leukemia	malignancy	single	wordnet	
acute-myelocytic-leukemia	myelocytic-leukemia	accepted	claude wordnet	
acute-myelocytic-leukemia	property	single	sumo	
acute-myelocytic-leukemia	state	single	wordnet	
acute-myelocytic-leukemia	symptomatic-effect	single	sumo	
acute-myelocytic-leukemia	tissue-growth	single	wordnet	
acute-myelocytic-leukemia	tumor	single	wordnet	
acute-schizophrenic-episode	attribute	accepted	sumo wordnet	
acute-schizophrenic-episode	condition	single	wordnet	
acute-schizophrenic-episode	inclination	single	sumo	
acute-schizophrenic-episode	mentality	single	sumo	
acute-schizophrenic-episode	property	single	sumo	
acute-schizophrenic-episode	psychosis	single	wordnet	
acute-schizophrenic-episode	schizophrenia	accepted	claude wordnet	
acute-schizophrenic-episode	state	single	wordnet	
acute-schizophrenic-episode	symptomatic-effect	single	sumo	
acute-schizophrenic-episode	trait	single	sumo	
acyclovir	agent	single	wordnet	
acyclovir	drug	single	wordnet	
acyclovir	material	single	sumo	
acyclovir	medication	accepted	claude wordnet	
acyclovir	medicine	single	opencyc	
acyclovir	phenomenon	single	sumo	
acyclovir	substance	accepted	sumo wordnet	
acyclovir	universe	single	sumo	
addiction	symptomatic-effect	single	sumo	
adenocarcinoma	attribute	accepted	sumo wordnet	
adenocarcinoma	cancer	single	wordnet	
adenocarcinoma	carcinoma	accepted	wikidata wordnet	
adenocarcinoma	condition	single	wordnet	
adenocarcinoma	disease	single	wordnet	
adenocarcinoma	epithelioma	single	wikidata	
adenocarcinoma	illness	single	wordnet	
adenocarcinoma	malignancy	single	wordnet	
adenocarcinoma	property	single	sumo	
adenocarcinoma	state	single	wordnet	
adenocarcinoma	symptomatic-effect	single	sumo	
adenocarcinoma	tissue-growth	single	wordnet	
adenocarcinoma	tumor	single	wordnet	
adenoidectomy	ablation	accepted	claude wordnet	
adenoidectomy	act	single	wordnet	
adenoidectomy	activity	single	wordnet	
adenoidectomy	event	accepted	sumo wordnet	
adenoidectomy	operation	single	wordnet	
adenoidectomy	phenomenon	single	sumo	
adenoidectomy	procedure	single	wordnet	
adenoidectomy	visit	single	sumo	
adrenalectomy	ablation	accepted	claude wordnet	
adrenalectomy	act	single	wordnet	
adrenalectomy	activity	single	wordnet	
adrenalectomy	event	accepted	sumo wordnet	
adrenalectomy	operation	accepted	wikidata wordnet	
adrenalectomy	phenomenon	single	sumo	
adrenalectomy	procedure	single	wordnet	
adrenalectomy	therapy	single	wikidata	
adrenalectomy	visit	single	sumo	
advancement	quack	single	sumo	
advantage	quack	single	sumo	
adventure	quack	single	sumo	
adversity	quack	single	sumo	
aeromedicine	biomedicine	accepted	claude wordnet	
aeromedicine	cognition	single	wordnet	
aeromedicine	field-of-study	accepted	sumo wordnet	
aeromedicine	medical-specialty	single	wordnet	
aeromedicine	medicine	single	wordnet	
aeromedicine	natural-science	single	wordnet	
aeromedicine	science	single	wordnet	
aeromedicine	signified	single	sumo	
affinity	quack	single	sumo	
agitation	quack	single	sumo	
ague	cognition	single	wordnet	
ague	event	single	sumo	
ague	evidence	single	wordnet	
ague	phenomenon	single	sumo	
ague	symptom	accepted	claude wordnet	
aids	communicable-disease	accepted	claude wordnet	
aids	hiv-infection	single	opencyc	
aids	viral-infection	single	opencyc	
albuminuria	attribute	single	sumo	
albuminuria	cognition	single	wordnet	
albuminuria	evidence	single	wordnet	
albuminuria	property	single	sumo	
albuminuria	symptom	accepted	claude wordnet	
albuminuria	symptomatic-effect	single	sumo	
alcoholic-dementia	attribute	accepted	sumo wordnet	
alcoholic-dementia	condition	single	wordnet	
alcoholic-dementia	dementia	accepted	claude wordnet	
alcoholic-dementia	inclination	single	sumo	
alcoholic-dementia	insanity	single	wordnet	
alcoholic-dementia	mentality	single	sumo	
alcoholic-dementia	property	single	sumo	
alcoholic-dementia	state	single	wordnet	
alcoholic-dementia	symptomatic-effect	single	sumo	
alcoholic-dementia	trait	single	sumo	
alendronate	agent	single	wordnet	
alendronate	drug	single	wordnet	
alendronate	material	single	sumo	
alendronate	medication	accepted	claude wordnet	
alendronate	phenomenon	single	sumo	
alendronate	substance	accepted	sumo wordnet	
alendronate	universe	single	sumo	
alienism	amateur	single	sumo	
alienism	ambiance	single	sumo	
alienism	attribute	single	sumo	
alienism	circumstance	single	sumo	
alienism	civilisation	single	sumo	
alienism	cognition	single	wordnet	
alienism	crowd	single	sumo	
alienism	custom	single	sumo	
alienism	danger	single	sumo	
alienism	expert	single	sumo	
alienism	field-of-study	single	wordnet	
alienism	freedom	single	sumo	
alienism	hero	single	sumo	
alienism	lap	single	sumo	
alienism	literary-works	single	sumo	
alienism	medical-specialty	single	wordnet	
alienism	medicine	single	wordnet	
alienism	natural-science	single	wordnet	
alienism	normal	single	sumo	
alienism	point-of-view	single	sumo	
alienism	practice	single	sumo	
alienism	property	single	sumo	
alienism	psychiatry	accepted	claude wordnet	
alienism	quack	single	sumo	
alienism	science	single	wordnet	
alienism	society	single	sumo	
alienism	status	single	sumo	
alienism	tension	single	sumo	
alienism	way	single	sumo	
alienist	adult	single	wordnet	
alienist	agent	single	wordnet	
alienist	attribute	single	sumo	
alienist	doctor	single	wordnet	
alienist	medical-practitioner	single	wordnet	
alienist	medical-specialist	single	wordnet	
alienist	organism	single	wordnet	
alienist	person	single	wordnet	
alienist	physical-object	single	wordnet	
alienist	professional	single	wordnet	
alienist	property	single	sumo	
alienist	psychiatrist	accepted	claude wordnet	
alkalinuria	attribute	single	sumo	
alkalinuria	cognition	single	wordnet	
alkalinuria	evidence	single	wordnet	
alkalinuria	property	single	sumo	
alkalinuria	symptom	accepted	claude wordnet	
alkalinuria	symptomatic-effect	single	sumo	
allergist	adult	accepted	opencyc wordnet	
allergist	agent	single	wordnet	
allergist	attribute	single	sumo	
allergist	doctor	accepted	opencyc wikidata wordnet	
allergist	human	single	opencyc	
allergist	mammal	single	opencyc	
allergist	medical-practitioner	single	wordnet	
allergist	medical-specialist	accepted	claude wikidata	
allergist	organism	single	wordnet	
allergist	person	single	wordnet	
allergist	physical-object	single	wordnet	
allergist	professional	accepted	opencyc wordnet	
allergist	property	single	sumo	
allergist	research-worker	single	wikidata	
allergist	scientist	dissented	wikidata	
allergist	structure	single	opencyc	
allergist	system	single	opencyc	
allergist	vertebrate	single	opencyc	
allergist	worker	single	opencyc	
allergology	cognition	single	wordnet	
allergology	field-of-study	accepted	sumo wordnet	
allergology	medical-specialty	accepted	claude wordnet	
allergology	medicine	single	wordnet	
allergology	natural-science	single	wordnet	
allergology	science	single	wordnet	
allergology	signified	single	sumo	
allopurinol	agent	single	wordnet	
allopurinol	drug	single	wordnet	
allopurinol	material	single	sumo	
allopurinol	medication	accepted	claude wordnet	
allopurinol	phenomenon	single	sumo	
allopurinol	substance	accepted	sumo wordnet	
allopurinol	universe	single	sumo	
alveolar-rhabdomyosarcoma	attribute	accepted	sumo wordnet	
alveolar-rhabdomyosarcoma	cancer	single	wordnet	
alveolar-rhabdomyosarcoma	condition	single	wordnet	
alveolar-rhabdomyosarcoma	disease	single	wordnet	
alveolar-rhabdomyosarcoma	illness	single	wordnet	
alveolar-rhabdomyosarcoma	malignancy	single	wordnet	
alveolar-rhabdomyosarcoma	property	single	sumo	
alveolar-rhabdomyosarcoma	rhabdomyosarcoma	accepted	claude wordnet	
alveolar-rhabdomyosarcoma	sarcoma	single	wordnet	
alveolar-rhabdomyosarcoma	state	single	wordnet	
alveolar-rhabdomyosarcoma	symptomatic-effect	single	sumo	
alveolar-rhabdomyosarcoma	tissue-growth	single	wordnet	
alveolar-rhabdomyosarcoma	tumor	single	wordnet	
alzheimer's-disease	attribute	accepted	sumo wordnet	
alzheimer's-disease	condition	single	wordnet	
alzheimer's-disease	dementia	single	wordnet	
alzheimer's-disease	inclination	single	sumo	
alzheimer's-disease	insanity	single	wordnet	
alzheimer's-disease	mentality	single	sumo	
alzheimer's-disease	presenile-dementia	accepted	claude wordnet	
alzheimer's-disease	property	single	sumo	
alzheimer's-disease	state	single	wordnet	
alzheimer's-disease	symptomatic-effect	single	sumo	
alzheimer's-disease	trait	single	sumo	
amastia	attribute	accepted	sumo wordnet	
amastia	condition	accepted	claude wordnet	
amastia	property	single	sumo	
amastia	state	single	wordnet	
amastia	symptomatic-effect	single	sumo	
amebiasis	attribute	accepted	sumo wordnet	
amebiasis	condition	single	wordnet	
amebiasis	property	single	sumo	
amebiasis	protozoal-infection	accepted	claude wordnet	
amebiasis	state	single	wordnet	
amebiasis	symptomatic-effect	single	sumo	
amebic-dysentery	amebiasis	accepted	claude wordnet	
amebic-dysentery	attribute	accepted	sumo wordnet	
amebic-dysentery	communicable-disease	accepted	claude wordnet	
amebic-dysentery	condition	single	wordnet	
amebic-dysentery	disease	single	wordnet	
amebic-dysentery	illness	single	wordnet	
amebic-dysentery	property	single	sumo	
amebic-dysentery	protozoal-infection	single	wordnet	
amebic-dysentery	state	single	wordnet	
amebic-dysentery	symptomatic-effect	single	sumo	
amenorrhea	cognition	single	wordnet	
amenorrhea	event	single	sumo	
amenorrhea	evidence	single	wordnet	
amenorrhea	phenomenon	single	sumo	
amenorrhea	symptom	accepted	claude wordnet	
aminoaciduria	attribute	single	sumo	
aminoaciduria	cognition	single	wordnet	
aminoaciduria	evidence	single	wordnet	
aminoaciduria	property	single	sumo	
aminoaciduria	symptom	accepted	claude wordnet	
aminoaciduria	symptomatic-effect	single	sumo	
ammoniuria	attribute	single	sumo	
ammoniuria	cognition	single	wordnet	
ammoniuria	evidence	single	wordnet	
ammoniuria	property	single	sumo	
ammoniuria	symptom	accepted	claude wordnet	
ammoniuria	symptomatic-effect	single	sumo	
amoxicillin	agent	single	wordnet	
amoxicillin	antibacterial	single	wordnet	
amoxicillin	drug	single	wordnet	
amoxicillin	medication	single	wordnet	
amoxicillin	medicine	single	opencyc	
amoxicillin	penicillin	accepted	opencyc wikidata wordnet	
amoxicillin	prescription-drug	single	opencyc	
amoxicillin	substance	single	wordnet	
amphotericin	agent	single	wordnet	
amphotericin	antibacterial	accepted	claude wordnet	
amphotericin	drug	single	wordnet	
amphotericin	material	single	sumo	
amphotericin	medication	single	wordnet	
amphotericin	phenomenon	single	sumo	
amphotericin	substance	accepted	sumo wordnet	
amphotericin	universe	single	sumo	
ampicillin	agent	single	wordnet	
ampicillin	antibacterial	single	wordnet	
ampicillin	drug	single	wordnet	
ampicillin	medication	single	wordnet	
ampicillin	medicine	single	opencyc	
ampicillin	molecule	single	opencyc	
ampicillin	penicillin	accepted	opencyc wikidata wordnet	
ampicillin	prescription-drug	single	opencyc	
ampicillin	substance	single	wordnet	
amputation	accident	dissented	wikidata	
amputation	act	single	wordnet	
amputation	activity	single	wordnet	
amputation	event	accepted	sumo wordnet	
amputation	operation	accepted	claude wordnet	
amputation	phenomenon	single	sumo	
amputation	procedure	single	wordnet	
amputation	visit	single	sumo	
amputator	adult	single	wordnet	
amputator	agent	single	wordnet	
amputator	doctor	single	wordnet	
amputator	medical-practitioner	single	wordnet	
amputator	organism	single	wordnet	
amputator	person	single	wordnet	
amputator	physical-object	single	wordnet	
amputator	professional	single	wordnet	
amputator	surgeon	accepted	claude wordnet	
amrinone	agent	single	wordnet	
amrinone	drug	single	wordnet	
amrinone	material	single	sumo	
amrinone	medication	accepted	claude wordnet	
amrinone	phenomenon	single	sumo	
amrinone	substance	accepted	sumo wordnet	
amrinone	universe	single	sumo	
amygdalotomy	accomplishment	single	sumo	
amygdalotomy	act	accepted	sumo wordnet	
amygdalotomy	activity	accepted	sumo wordnet	
amygdalotomy	brain-surgery	single	wordnet	
amygdalotomy	event	accepted	sumo wordnet	
amygdalotomy	operation	accepted	sumo wordnet	
amygdalotomy	phenomenon	single	sumo	
amygdalotomy	procedure	accepted	sumo wordnet	
amygdalotomy	psychosurgery	accepted	claude wordnet	
amygdalotomy	therapy	single	sumo	
amygdalotomy	volition	single	sumo	
amyloid	chemical	single	wordnet	
amyloid	compound	single	wordnet	
amyloid	material	accepted	sumo wordnet	
amyloid	molecule	single	wordnet	
amyloid	part	single	wordnet	
amyloid	phenomenon	single	sumo	
amyloid	protein	accepted	sumo wordnet	
amyloid	substance	accepted	sumo wordnet	
amyloid	universe	single	sumo	
analgesic	agent	single	wordnet	
analgesic	artifact	single	opencyc	
analgesic	drug	accepted	wikidata wordnet yago	
analgesic	material	single	sumo	
analgesic	medication	accepted	wikidata wordnet	
analgesic	medicine	single	opencyc	
analgesic	phenomenon	single	sumo	
analgesic	substance	accepted	sumo wordnet yago	
analgesic	universe	single	sumo	
analogue	quack	single	sumo	
analyst	health-professional	accepted	claude-ruling	
analyst	medical-practitioner	single	wordnet	
analyst	medical-specialist	single	wordnet	
analyst	psychiatrist	dissented	wordnet	
anatomical-landmark	body-part	accepted	claude wordnet	
anatomical-landmark	phenomenon	single	sumo	
anatomical-landmark	physical-object	single	sumo	
anatomical-landmark	universe	single	sumo	
anemia	attribute	accepted	sumo wordnet	
anemia	condition	accepted	claude wordnet	
anemia	disease	accepted	claude-ruling	
anemia	event	single	opencyc	
anemia	illness	single	opencyc	
anemia	property	single	sumo	
anemia	situation	single	opencyc	
anemia	state	single	wordnet	
anemia	symptomatic-effect	single	sumo	
anesthesiologist	adult	single	wordnet	
anesthesiologist	agent	single	wordnet	
anesthesiologist	attribute	single	sumo	
anesthesiologist	doctor	accepted	wikidata wordnet	
anesthesiologist	medical-practitioner	single	wordnet	
anesthesiologist	medical-specialist	accepted	wikidata wordnet	
anesthesiologist	organism	single	wordnet	
anesthesiologist	person	single	wordnet	
anesthesiologist	physical-object	single	wordnet	
anesthesiologist	professional	single	wordnet	
anesthesiologist	property	single	sumo	
anesthesiology	cognition	single	wordnet	
anesthesiology	field-of-study	accepted	sumo wordnet	
anesthesiology	medical-specialty	accepted	claude wordnet	
anesthesiology	medicine	single	wordnet	
anesthesiology	natural-science	single	wordnet	
anesthesiology	science	single	wordnet	
anesthesiology	signified	single	sumo	
angiogenesis-inhibitor	agent	single	wordnet	
angiogenesis-inhibitor	drug	accepted	wikidata wordnet	
angiogenesis-inhibitor	material	single	sumo	
angiogenesis-inhibitor	medication	accepted	claude wikidata wordnet	
angiogenesis-inhibitor	phenomenon	single	sumo	
angiogenesis-inhibitor	substance	accepted	sumo wordnet	
angiogenesis-inhibitor	universe	single	sumo	
angiologist	adult	single	wordnet	
angiologist	agent	single	wordnet	
angiologist	attribute	single	sumo	
angiologist	doctor	accepted	wikidata wordnet	
angiologist	medical-practitioner	single	wordnet	
angiologist	medical-specialist	accepted	claude wikidata	
angiologist	organism	single	wordnet	
angiologist	person	single	wordnet	
angiologist	physical-object	single	wordnet	
angiologist	professional	single	wordnet	
angiologist	property	single	sumo	
angiology	cognition	single	wordnet	
angiology	field-of-study	accepted	sumo wordnet	
angiology	medical-specialty	accepted	claude wordnet	
angiology	medicine	single	wordnet	
angiology	natural-science	single	wordnet	
angiology	science	single	wordnet	
angiology	signified	single	sumo	
angioplasty	accomplishment	single	sumo	
angioplasty	act	accepted	sumo wordnet	
angioplasty	activity	accepted	sumo wordnet	
angioplasty	event	accepted	sumo wordnet	
angioplasty	operation	accepted	sumo wordnet	
angioplasty	phenomenon	single	sumo	
angioplasty	procedure	accepted	sumo wordnet	
angioplasty	therapy	single	sumo	
angioplasty	volition	single	sumo	
animal-disease	attribute	accepted	sumo wordnet	
animal-disease	condition	single	wordnet	
animal-disease	disease	accepted	wikidata wordnet	
animal-disease	illness	accepted	wikidata wordnet	
animal-disease	property	single	sumo	
animal-disease	state	single	wordnet	
animal-disease	symptomatic-effect	single	sumo	
anorexia-nervosa	attribute	accepted	sumo wordnet	
anorexia-nervosa	condition	accepted	claude wordnet	
anorexia-nervosa	property	single	sumo	
anorexia-nervosa	state	single	wordnet	
anorexia-nervosa	symptomatic-effect	single	sumo	
anthrax	animal-disease	accepted	claude wikidata	
anthrax	attribute	accepted	sumo wordnet	
anthrax	condition	single	wordnet	
anthrax	disease	accepted	claude wikidata wordnet	
anthrax	illness	accepted	wikidata wordnet	
anthrax	property	single	sumo	
anthrax	state	single	wordnet	
anthrax	symptomatic-effect	single	sumo	
anti-inflammatory	agent	single	wordnet	
anti-inflammatory	drug	single	wordnet	
anti-inflammatory	material	single	sumo	
anti-inflammatory	medication	accepted	claude wordnet	
anti-inflammatory	medicine	single	opencyc	
anti-inflammatory	phenomenon	single	sumo	
anti-inflammatory	substance	accepted	sumo wordnet	
anti-inflammatory	universe	single	sumo	
antiarrhythmic	agent	single	wordnet	
antiarrhythmic	drug	accepted	wikidata wordnet	
antiarrhythmic	material	single	sumo	
antiarrhythmic	medication	accepted	wikidata wordnet	
antiarrhythmic	medicine	single	opencyc	
antiarrhythmic	phenomenon	single	sumo	
antiarrhythmic	substance	accepted	sumo wordnet	
antiarrhythmic	universe	single	sumo	
antibacterial	agent	single	wordnet	
antibacterial	drug	single	wordnet	
antibacterial	material	single	sumo	
antibacterial	medication	accepted	claude wordnet	
antibacterial	phenomenon	single	sumo	
antibacterial	substance	accepted	sumo wordnet	
antibacterial	universe	single	sumo	
antibody-affinity	attractive-force	single	wordnet	
antibody-affinity	event	single	sumo	
antibody-affinity	natural-event	accepted	claude-ruling wordnet	
antibody-affinity	phenomenon	accepted	sumo wordnet	
antibody-affinity	process	single	wordnet	
anticholinergic	agent	single	wordnet	
anticholinergic	drug	accepted	wikidata wordnet	
anticholinergic	material	single	sumo	
anticholinergic	medication	accepted	wikidata wordnet	
anticholinergic	phenomenon	single	sumo	
anticholinergic	substance	accepted	sumo wordnet	
anticholinergic	universe	single	sumo	
anticholinesterase	agent	single	wordnet	
anticholinesterase	drug	single	wordnet	
anticholinesterase	material	single	sumo	
anticholinesterase	medication	accepted	claude wordnet	
anticholinesterase	phenomenon	single	sumo	
anticholinesterase	substance	accepted	sumo wordnet	
anticholinesterase	universe	single	sumo	
anticoagulant	agent	single	wordnet	
anticoagulant	drug	accepted	wikidata wordnet	
anticoagulant	material	single	sumo	
anticoagulant	medication	accepted	wikidata wordnet	
anticoagulant	phenomenon	single	sumo	
anticoagulant	substance	accepted	sumo wordnet	
anticoagulant	universe	single	sumo	
anticonvulsant	agent	single	wordnet	
anticonvulsant	drug	accepted	wikidata wordnet	
anticonvulsant	material	single	sumo	
anticonvulsant	medication	accepted	wikidata wordnet	
anticonvulsant	phenomenon	single	sumo	
anticonvulsant	substance	accepted	sumo wordnet	
anticonvulsant	universe	single	sumo	
antidepressant	agent	single	wordnet	
antidepressant	drug	accepted	wikidata wordnet	
antidepressant	medication	accepted	wikidata wordnet	
antidepressant	substance	single	wordnet	
antidiabetic	agent	single	wordnet	
antidiabetic	drug	single	wordnet	
antidiabetic	material	single	sumo	
antidiabetic	medication	accepted	claude wordnet	
antidiabetic	phenomenon	single	sumo	
antidiabetic	substance	accepted	sumo wordnet	
antidiabetic	universe	single	sumo	
antidiarrheal	agent	single	wordnet	
antidiarrheal	drug	single	wordnet	
antidiarrheal	material	single	sumo	
antidiarrheal	medication	accepted	claude wordnet	
antidiarrheal	phenomenon	single	sumo	
antidiarrheal	substance	accepted	sumo wordnet	
antidiarrheal	universe	single	sumo	
antidiuretic	agent	single	wordnet	
antidiuretic	drug	single	wordnet	
antidiuretic	material	single	sumo	
antidiuretic	medication	accepted	claude wordnet	
antidiuretic	phenomenon	single	sumo	
antidiuretic	substance	accepted	sumo wordnet	
antidiuretic	universe	single	sumo	
antiemetic	agent	single	wordnet	
antiemetic	drug	accepted	wikidata wordnet	
antiemetic	material	single	sumo	
antiemetic	medication	accepted	claude wikidata wordnet	
antiemetic	medicine	single	opencyc	
antiemetic	phenomenon	single	sumo	
antiemetic	substance	accepted	sumo wordnet	
antiemetic	universe	single	sumo	
antigen	chemical	accepted	claude wikidata	
antigen	material	single	sumo	
antigen	phenomenon	single	sumo	
antigen	substance	accepted	sumo wordnet	
antigen	universe	single	sumo	
antigenic-determinant	indication	single	sumo	
antigenic-determinant	information	single	sumo	
antigenic-determinant	phenomenon	single	sumo	
antigenic-determinant	physical-object	accepted	claude-ruling sumo wordnet	
antigenic-determinant	place	dissented	wordnet	
antigenic-determinant	universe	single	sumo	
antihistamine	agent	single	wordnet	
antihistamine	drug	single	wordnet	
antihistamine	material	single	sumo	
antihistamine	medication	accepted	claude wordnet	
antihistamine	medicine	single	opencyc	
antihistamine	phenomenon	single	sumo	
antihistamine	substance	accepted	sumo wordnet	
antihistamine	universe	single	sumo	
antihypertensive	agent	single	wordnet	
antihypertensive	drug	single	wordnet	
antihypertensive	material	single	sumo	
antihypertensive	medication	accepted	claude wordnet	
antihypertensive	phenomenon	single	sumo	
antihypertensive	substance	accepted	sumo wordnet	
antihypertensive	universe	single	sumo	
antimycin	agent	single	wordnet	
antimycin	antibacterial	accepted	claude wordnet	
antimycin	drug	single	wordnet	
antimycin	material	single	sumo	
antimycin	medication	single	wordnet	
antimycin	phenomenon	single	sumo	
antimycin	substance	accepted	sumo wordnet	
antimycin	universe	single	sumo	
antineoplastic-antibiotic	agent	single	wordnet	
antineoplastic-antibiotic	antibacterial	accepted	claude wordnet	
antineoplastic-antibiotic	cytotoxic-drug	accepted	claude wordnet	
antineoplastic-antibiotic	drug	single	wordnet	
antineoplastic-antibiotic	material	single	sumo	
antineoplastic-antibiotic	medication	single	wordnet	
antineoplastic-antibiotic	phenomenon	single	sumo	
antineoplastic-antibiotic	substance	accepted	sumo wordnet	
antineoplastic-antibiotic	universe	single	sumo	
antiprotozoal	agent	single	wordnet	
antiprotozoal	drug	single	wordnet	
antiprotozoal	material	single	sumo	
antiprotozoal	medication	accepted	claude wordnet	
antiprotozoal	phenomenon	single	sumo	
antiprotozoal	substance	accepted	sumo wordnet	
antiprotozoal	universe	single	sumo	
antipyresis	accomplishment	single	sumo	
antipyresis	act	accepted	sumo wordnet	
antipyresis	activity	accepted	sumo wordnet	
antipyresis	event	accepted	sumo wordnet	
antipyresis	medicating	accepted	claude wordnet	
antipyresis	phenomenon	single	sumo	
antipyresis	procedure	single	sumo	
antipyresis	tending	single	wordnet	
antipyresis	therapy	accepted	sumo wordnet	
antipyresis	volition	single	sumo	
antipyresis	work	single	wordnet	
antipyretic	agent	single	wordnet	
antipyretic	analgesic	single	opencyc	
antipyretic	artifact	single	opencyc	
antipyretic	drug	single	wordnet	
antipyretic	material	single	sumo	
antipyretic	medication	accepted	claude wordnet	
antipyretic	medicine	single	opencyc	
antipyretic	phenomenon	single	sumo	
antipyretic	substance	accepted	sumo wordnet	
antipyretic	universe	single	sumo	
antiseptic	agent	single	wordnet	
antiseptic	drug	single	wordnet	
antiseptic	material	single	sumo	
antiseptic	medication	accepted	claude wordnet	
antiseptic	medicine	single	opencyc	
antiseptic	phenomenon	single	sumo	
antiseptic	substance	accepted	sumo wordnet	
antiseptic	universe	single	sumo	
antispasmodic	agent	single	wordnet	
antispasmodic	drug	accepted	wikidata wordnet	
antispasmodic	material	single	sumo	
antispasmodic	medication	accepted	claude wikidata wordnet	
antispasmodic	phenomenon	single	sumo	
antispasmodic	substance	accepted	sumo wordnet	
antispasmodic	universe	single	sumo	
antitussive	agent	single	wordnet	
antitussive	drug	accepted	wikidata wordnet	
antitussive	material	single	sumo	
antitussive	medication	accepted	wikidata wordnet	
antitussive	phenomenon	single	sumo	
antitussive	substance	accepted	sumo wordnet	
antitussive	universe	single	sumo	
antiviral	agent	single	wordnet	
antiviral	drug	single	wordnet	
antiviral	material	single	sumo	
antiviral	medication	accepted	claude wordnet	
antiviral	phenomenon	single	sumo	
antiviral	substance	accepted	sumo wordnet	
