# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- ai wordnet batch 1: wordnet  ---
distributional-semantics	computational-linguistics	accept			06168552
elman-network	artificial-neural-network	accept			06725467
embodied-artificial-intelligence	artificial-intelligence	accept			06133203
entertainment-robot	automaton	accept			02761392
evolutionary-computation	artificial-intelligence	accept			06133203
example-based-machine-translation	machine-translation	accept			06133503
expert-system	artificial-intelligence	accept			06133203
explainable-ai	artificial-intelligence	accept			06133203
feedforward-neural-network	artificial-neural-network	accept			06725467
game-tree	graph	reject	core's graph is the chart		07000195
generative-ai	artificial-intelligence	accept			06133203
graph-attention-network	artificial-neural-network	accept			06725467
graph-convolutional-network	artificial-neural-network	accept			06725467
graph-neural-network	artificial-neural-network	accept			06725467
heuristic	artificial-intelligence	reject	a rule of thumb is not a subfield	05847956	06133203
hierarchical-temporal-memory	artificial-neural-network	accept			06725467
human-robot-interaction	robotics	accept			06133654
image-dataset	dataset	accept			
industrial-robot	automaton	accept			02761392
information-extraction	natural-language-processing	accept			06142412
intelligence-amplification	artificial-intelligence	reject	the alternative to AI, not a part of it		06133203
intelligent-system	artificial-intelligence	reject	a system is not a field		06133203
knowledge-base	dataset	accept			
knowledge-representation	artificial-intelligence	accept			06133203
linked-open-data	dataset	accept			
machine-learning	artificial-intelligence	accept			06133203
machine-reading-comprehension	natural-language-processing	accept			06142412
machine-translation	natural-language-processing	accept		06133503	06142412
medical-robot	automaton	accept			02761392
memory-augmented-neural-network	artificial-neural-network	accept			06725467
microbot	automaton	accept			02761392
microbotics	robotics	accept			06133654
military-robot	automaton	accept			02761392
mobile-robot	automaton	accept			02761392
mobile-robotics	robotics	accept			06133654
modular-neural-network	artificial-neural-network	accept			06725467
morphological-analysis	natural-language-processing	accept			06142412
multimodal-artificial-intelligence	artificial-intelligence	accept			06133203
nanorobotics	robotics	accept			06133654
natural-language-generation	natural-language-processing	accept			06142412
natural-language-processing	artificial-intelligence	accept		06142412	06133203
natural-language-processing	computational-linguistics	accept		06142412	06168552
natural-language-understanding	natural-language-processing	accept			06142412
neural-network-model	artificial-neural-network	accept			06725467
neuro-symbolic-ai	artificial-intelligence	accept			06133203
neurorobotics	artificial-intelligence	accept			06133203
neurorobotics	robotics	accept			06133654
part-of-speech-tagging	natural-language-processing	accept			06142412
particle-swarm-optimization	artificial-intelligence	accept			06133203
personal-robot	automaton	accept			02761392
pulse-coupled-network	artificial-neural-network	accept			06725467
quantum-neural-network	artificial-neural-network	accept			06725467
question-answering	natural-language-processing	accept			06142412
radial-basis-function-network	artificial-neural-network	accept			06725467
rdf-graph	dataset	accept			
recurrent-neural-network	artificial-neural-network	accept			06725467
rescue-robot	automaton	accept			02761392
residual-neural-network	artificial-neural-network	accept			06725467
robot-planning	robotics	accept			06133654
robotic-arm	automaton	accept			02761392
robotic-spacecraft	automaton	accept			02761392
rule-based-machine-translation	machine-translation	accept			06133503
self-organizing-map	artificial-neural-network	accept			06725467
self-reconfiguring-modular-robot	automaton	accept			02761392
semantic-analysis	natural-language-processing	accept			06142412
semantic-role-labeling	natural-language-processing	accept			06142412
sentence-embedding	natural-language-processing	accept			06142412
sentiment-analysis	natural-language-processing	accept			06142412
service-robot	automaton	accept			02761392
social-robot	automaton	accept			02761392
social-robotics	robotics	accept			06133654
soft-robotics	robotics	accept			06133654
speaker-verification	natural-language-processing	accept			06142412
speech-dataset	dataset	accept			
speech-recognition	natural-language-processing	accept			06142412
spiking-neural-network	artificial-neural-network	accept			06725467
statistical-machine-translation	machine-translation	accept			06133503
stochastic-neural-network	artificial-neural-network	accept			06725467
swarm-robotics	robotics	accept			06133654
symbolic-ai	artificial-intelligence	accept			06133203
syntactic-parsing	natural-language-processing	accept			06142412
text-mining	natural-language-processing	accept			06142412
text-segmentation	natural-language-processing	accept			06142412
text-tokenization	natural-language-processing	accept			06142412
training-set	dataset	accept			
transformer-model	artificial-neural-network	accept			06725467
underwater-robot	automaton	accept			02761392
vector-database	dataset	accept			
# --- ai wikidata batch 2: wikidata  ---
abductive-logic-programming	logic-programming	accept			
adversarial-machine-learning	machine-learning	accept			
answer-set-programming	logic-programming	accept			
artificial-general-intelligence	ai-model	reject	a class of AI, not a model		
automated-machine-learning	machine-learning	accept			
automatic-summarization	text-mining	accept			
autonomous-aircraft	autonomous-vehicle	accept			
autonomous-car	autonomous-vehicle	accept			
autonomous-spacecraft	autonomous-vehicle	accept			
autonomous-truck	autonomous-vehicle	accept			
autonomous-underwater-vehicle	autonomous-vehicle	accept			
autonomous-vehicle	autonomic-computing	reject	a vehicle under a computing paradigm		
bert-model	transformer-model	accept			
biclustering	cluster-analysis	accept			
bidirectional-associative-memory	recurrent-neural-network	accept			
bidirectional-recurrent-neural-network	recurrent-neural-network	accept			
binary-classification	statistical-classification	accept			
boltzmann-machine	energy-based-model	accept			
causal-diagram	bayesian-network	accept			
chatbot-evaluation	chatbot	reject	an evaluation is not a chatbot		
concurrent-logic-programming	logic-programming	accept			
connectionist-expert-system	expert-system	accept			
constraint-logic-programming	logic-programming	accept			
continual-learning	machine-learning	accept			
conversational-ai	ai-model	reject	a technology; kept under chatbot		
conversational-ai	chatbot	accept			
convolutional-neural-network	feedforward-neural-network	accept			
deep-belief-network	bayesian-network	accept			
deep-generative-model	generative-model	accept			
deep-reinforcement-learning	deep-learning	accept			
deep-reinforcement-learning	reinforcement-learning	accept			
denoising-autoencoder	autoencoder	accept			
diagnostic-expert-system	expert-system	accept			
diffusion-model	generative-model	accept			
diffusion-model	latent-variable-model	accept			
diffusion-model	transformer-model	reject	different architectures		
distilled-ai-model	ai-model	accept			
document-classification	statistical-classification	accept			
domestic-robot	service-robot	accept			
dynamic-bayesian-network	bayesian-network	accept			
echo-state-network	recurrent-neural-network	accept			
elementary-cellular-automaton	cellular-automaton	accept			
embedding-model	ai-model	accept			
embodied-agent	intelligent-agent	accept			
ensemble-learning	machine-learning	accept			
explanation-based-learning	machine-learning	accept			
feature-detection	computer-vision	accept			
feature-extraction	dimensionality-reduction	accept			
feature-learning	machine-learning	accept			
feature-selection	dimensionality-reduction	accept			
federated-learning	machine-learning	accept			
few-shot-learning	machine-learning	accept			
flow-based-generative-model	generative-model	accept			
frame-based-expert-system	expert-system	accept			
functional-logic-programming	logic-programming	accept			
gated-recurrent-unit	recurrent-neural-network	accept			
gaussian-mixture-model	mixture-model	accept			
generative-adversarial-network	generative-ai	accept			
generative-ai	ai-model	accept			
generative-ai	generative-model	accept			
generative-ai-chatbot	chatbot	accept			
genetic-algorithm	evolutionary-algorithm	accept			
heuristic-search-algorithm	heuristic	reject	an algorithm, not a rule of thumb		05847956
hierarchical-clustering	cluster-analysis	accept			
hierarchical-temporal-memory	machine-learning	accept			
hopfield-network	content-addressable-memory	reject	the pack's CAM is the hardware; the Hopfield net is a model		
hopfield-network	recurrent-neural-network	accept			
image-segmentation	computer-vision	accept			
image-to-image-translation	machine-learning	accept			
incremental-learning	machine-learning	accept			
independent-component-analysis	unsupervised-learning	accept			
inductive-programming	supervised-learning	reject	ruled under machine-learning		
information-extraction	information-retrieval	accept			
informed-search-algorithm	heuristic	reject	same		05847956
knowledge-based-agent	intelligent-agent	accept			
knowledge-distillation	machine-learning	accept			
knowledge-graph	knowledge-base	accept			
large-action-model	ai-model	accept			
large-language-model	language-model	accept			
latent-dirichlet-allocation	generative-model	accept			
life-like-cellular-automaton	cellular-automaton	accept			
long-short-term-memory	recurrent-neural-network	accept			
masked-language-model	language-model	accept			
meta-learning	machine-learning	accept			
metaheuristic	heuristic	reject	same		05847956
mixture-of-experts-model	transformer-model	accept			
model-evaluation-method	machine-learning	accept			
model-free-reinforcement-learning	reinforcement-learning	accept			
monte-carlo-algorithm	heuristic	reject	same		05847956
multi-agent-reinforcement-learning	reinforcement-learning	accept			
multi-task-learning	machine-learning	accept			
multiclass-classification	statistical-classification	accept			
multilayer-perceptron	feedforward-neural-network	accept			
multimodal-artificial-intelligence	foundation-model	accept			
multimodal-learning	machine-learning	accept			
multiple-instance-learning	supervised-learning	accept			
neural-machine-translation	statistical-machine-translation	reject	siblings		
neural-turing-machine	memory-augmented-neural-network	accept			
nonlinear-dimensionality-reduction	dimensionality-reduction	accept			
nonlinear-dimensionality-reduction	machine-learning	accept			
object-detection	computer-vision	accept			
ontology-engineering	knowledge-engineering	accept			
pattern-recognition	machine-learning	accept			
perceptron	feedforward-neural-network	accept			
policy-gradient-method	reinforcement-learning	accept			
preference-learning	machine-learning	accept			
quantum-machine-learning	machine-learning	accept			
recursive-neural-network	recurrent-neural-network	accept			
reinforcement-learning-from-human-feedback	reinforcement-learning	accept			
reservoir-computing	recurrent-neural-network	accept			
restricted-boltzmann-machine	stochastic-neural-network	accept			
retrieval-augmented-generation	generative-ai	accept			
retrieval-augmented-generation	information-retrieval	accept			
reversible-cellular-automaton	cellular-automaton	accept			
robot-learning	machine-learning	accept			
rule-based-expert-system	expert-system	accept			
rule-based-machine-learning	machine-learning	accept			
rule-based-system	inference-engine	reject	a rule-based system contains an inference engine		
search-algorithm	information-retrieval	reject	an algorithm under a field		
self-supervised-learning	machine-learning	accept			
sentiment-analysis	affective-computing	accept			
sequence-to-sequence-learning	machine-learning	accept			
small-language-model	language-model	accept			
statistical-language-model	language-model	accept			
statistical-relational-learning	machine-learning	accept			
stochastic-block-model	generative-model	accept			
structured-prediction	machine-learning	accept			
superintelligence	artificial-general-intelligence	accept			
support-vector-machine	supervised-learning	accept			
text-to-image-model	ai-model	accept			
text-to-image-model	generative-model	accept			
text-to-video-model	ai-model	accept			
text-to-video-model	generative-model	accept			
transductive-learning	supervised-learning	accept			
transfer-learning	machine-learning	accept			
variational-autoencoder	autoencoder	accept			
vision-transformer	transformer-model	accept			
weak-artificial-intelligence	ai-model	reject	a class of AI, not a model		
weakly-supervised-learning	supervised-learning	accept			
weighted-constraint-satisfaction-problem	constraint-satisfaction-problem	accept			
winner-take-all-network	recurrent-neural-network	accept			
zero-shot-learning	machine-learning	accept			
# --- ai wikidata batch 3: wikidata  ---
active-learning	incremental-learning	accept			
artificial-immune-system	rule-based-machine-learning	accept			
autonomous-bus	autonomous-car	reject	a bus is not a car		
boosting-algorithm	ensemble-learning	accept			
capsule-neural-network	convolutional-neural-network	accept			
dynamic-knowledge-graph	knowledge-graph	accept			
generative-pre-trained-transformer	large-language-model	accept			
geometric-feature-learning	feature-learning	accept			
handwriting-recognition	pattern-recognition	accept			
hill-climbing-search	genetic-algorithm	reject	a local search, not a genetic algorithm		
imitation-learning	robot-learning	accept			
instance-segmentation	image-segmentation	accept			
instruction-tuned-model	large-language-model	accept			
isomap	nonlinear-dimensionality-reduction	accept			
large-action-model	large-language-model	accept			
mixture-of-experts-model	large-language-model	accept			
multimodal-large-language-model	large-language-model	accept			
one-shot-learning	few-shot-learning	accept			
online-machine-learning	incremental-learning	accept			
optical-character-recognition	pattern-recognition	accept			
panoptic-segmentation	image-segmentation	accept			
pedestrian-detection	object-detection	accept			
q-learning	model-free-reinforcement-learning	accept			
reasoning-language-model	large-language-model	accept			
region-based-convolutional-neural-network	convolutional-neural-network	accept			
restricted-boltzmann-machine	boltzmann-machine	accept			
self-supervised-learning	weakly-supervised-learning	reject	no		
semantic-network	knowledge-graph	accept			
semantic-segmentation	image-segmentation	accept			
sentence-embedding	feature-learning	accept			
sequence-labeling	pattern-recognition	accept			
sparse-dictionary-learning	feature-learning	accept			
temporal-knowledge-graph	knowledge-graph	accept			
# --- ai wikidata batch 4: wikidata  ---
backtracking-search	search-algorithm	accept			
bayes-classifier	classification-algorithm	accept			
boosting-algorithm	metaheuristic	reject	an ensemble method, not a metaheuristic		
code	algorithm	reject	code is text, not a rule	06355894	05847438
evolutionary-algorithm	metaheuristic	accept			
genetic-algorithm	informed-search-algorithm	accept			
gradient-boosting	boosting-algorithm	accept			
graph-traversal	search-algorithm	accept			
hierarchical-classifier	classification-algorithm	accept			
nearest-neighbor-classifier	classification-algorithm	accept			
parser	algorithm	reject	a program	06577369	05847438
pathfinding	search-algorithm	accept			
semantic-web	semantic-network	reject	no		
sentence-embedding	word-embedding	reject	siblings		
state-space-search	search-algorithm	accept			
stochastic-gradient-descent	gradient-descent	accept			
string-searching-algorithm	search-algorithm	accept			
support-vector-machine	classification-algorithm	accept			
# --- ai wordnet batch 3: wordnet  ---
stemmer	algorithm	accept		05847753	05847438
# --- ai wikidata batch 5: wikidata  ---
adam-optimizer	stochastic-gradient-descent	accept			
naive-bayes-classifier	bayes-classifier	accept			
tree-traversal	graph-traversal	accept			
# --- ai wikidata batch 6: wikidata  ---
association-rule-learning	data-mining	accept			13455234
autonomous-robot	mobile-robot	accept			
autonomous-underwater-vehicle	unmanned-aerial-vehicle	reject	not aerial		
autonomous-weapon	military-robot	accept			
backpropagation-through-time	backpropagation	accept			
breadth-first-search	graph-traversal	accept			
chatbot	software-agent	accept			
cluster-analysis	data-mining	accept			13455234
contrastive-learning	self-supervised-learning	accept			
deep-q-network	artificial-neural-network	accept			06725467
depth-first-search	graph-traversal	accept			
domain-adaptation	reinforcement-learning	reject	a transfer-learning problem		
factor-graph	graph	reject	core's graph is the chart		07000195
friendly-artificial-intelligence	artificial-general-intelligence	accept			
inductive-logic-programming	inductive-programming	accept			
interactive-machine-learning	machine-learning	accept			
knowledge-extraction	data-mining	accept			13455234
membership-inference-attack	data-mining	reject	an attack on models		13455234
proximal-policy-optimization	model-free-reinforcement-learning	accept			
proximal-policy-optimization	policy-gradient-method	accept			
relationship-extraction	text-mining	accept			
self-attention	attention-mechanism	accept			
semantic-reasoner	inference-engine	accept			
semi-supervised-learning	weakly-supervised-learning	reject	siblings		
sparse-distributed-memory	content-addressable-memory	reject	a model, not the hardware		
speech-synthesis	generative-model	reject	a task, not a model		
underwater-robot	unmanned-aerial-vehicle	reject	not aerial		
unmanned-aerial-vehicle	aircraft	accept			02686568
virtual-assistant	software-agent	accept			
# --- ai wikidata batch 7: wikidata  ---
a-star-search	best-first-search	accept			
active-learning	semi-supervised-learning	accept			
autoregressive-model	statistical-model	accept			
boosting-algorithm	bootstrap-aggregating	reject	siblings under ensemble learning		
bounded-rationality	decision-theory	accept			
constraint-logic-programming	constraint-programming	accept			
deepfake	signal-processing	reject	a kind of synthetic media, not a field		
energy-based-model	statistical-model	accept			
ethics-of-artificial-intelligence	philosophy-of-artificial-intelligence	accept			
generative-model	statistical-model	accept			
human-robot-interaction	human-computer-interaction	accept			
hyperparameter-optimization	mathematical-optimization	accept			
image-classification	image-processing	accept			
image-to-image-translation	image-processing	accept			
language-model	statistical-model	accept			
linked-open-data	linked-data	accept			
machine-ethics	ethics-of-artificial-intelligence	accept			
military-robot	autonomous-robot	reject	not necessarily autonomous		
mixture-model	statistical-model	accept			
obstacle-avoidance	path-planning	accept			
roboethics	ethics-of-artificial-intelligence	accept			
robot-end-effector	actuator	accept			
rule-based-system	knowledge-based-system	accept			
thompson-sampling	multi-armed-bandit	reject	an algorithm under a problem		
topic-model	statistical-model	accept			
value-function	mathematical-optimization	reject	a concept under a field		
