sub	sup	status	for	against
arsenic	chemical-element	accepted	sumo wordnet	
arsenic	material	single	sumo	
arsenic	mineral	single	opencyc	
arsenic	part	single	wordnet	
arsenic	phenomenon	single	sumo	
arsenic	substance	accepted	sumo wordnet	
arsenic	universe	single	sumo	
ash	mixture	accepted	claude wikidata	
astatine	chemical	single	wikidata	
astatine	chemical-element	accepted	sumo wikidata wordnet	
astatine	group	dissented	wordnet	
astatine	material	single	sumo	
astatine	part	single	wordnet	
astatine	phenomenon	single	sumo	
astatine	substance	accepted	sumo wordnet	
astatine	universe	single	sumo	
atomic-mass	attribute	accepted	claude wordnet	
atomic-mass	quantity	single	sumo	
atomic-migration	event	accepted	sumo wordnet	
atomic-migration	phenomenon	single	sumo	
atomism	cognition	single	wordnet	
atomism	concept	accepted	claude-ruling	
atomism	signified	single	sumo	
atomism	thinking	dissented	wordnet	
azote	nitrogen	single	claude	
barium	chemical-element	accepted	sumo wordnet	
barium	material	single	sumo	
barium	metal	accepted	opencyc wordnet	
barium	part	single	wordnet	
barium	phenomenon	single	sumo	
barium	substance	accepted	sumo wordnet	
barium	universe	single	sumo	
barium-dioxide	barium	single	wordnet	
barium-dioxide	baryta	accepted	claude wordnet	
barium-dioxide	chemical-element	single	wordnet	
barium-dioxide	compound	single	sumo	
barium-dioxide	material	single	sumo	
barium-dioxide	metal	single	wordnet	
barium-dioxide	part	single	wordnet	
barium-dioxide	phenomenon	single	sumo	
barium-dioxide	substance	accepted	sumo wordnet	
barium-dioxide	universe	single	sumo	
barium-hydroxide	barium	single	wordnet	
barium-hydroxide	baryta	accepted	claude wordnet	
barium-hydroxide	chemical-element	single	wordnet	
barium-hydroxide	compound	single	sumo	
barium-hydroxide	material	single	sumo	
barium-hydroxide	metal	single	wordnet	
barium-hydroxide	part	single	wordnet	
barium-hydroxide	phenomenon	single	sumo	
barium-hydroxide	substance	accepted	sumo wordnet	
barium-hydroxide	universe	single	sumo	
barium-monoxide	barium	single	wordnet	
barium-monoxide	baryta	accepted	claude wordnet	
barium-monoxide	chemical-element	single	wordnet	
barium-monoxide	compound	single	sumo	
barium-monoxide	material	single	sumo	
barium-monoxide	metal	single	wordnet	
barium-monoxide	part	single	wordnet	
barium-monoxide	phenomenon	single	sumo	
barium-monoxide	substance	accepted	sumo wordnet	
barium-monoxide	universe	single	sumo	
baryta	barium	dissented	wordnet	
baryta	chemical-element	single	wordnet	
baryta	compound	single	sumo	
baryta	material	single	sumo	
baryta	metal	single	wordnet	
baryta	part	single	wordnet	
baryta	phenomenon	single	sumo	
baryta	substance	accepted	sumo wordnet	
baryta	universe	single	sumo	
base-metal	chemical-element	accepted	sumo wordnet	
base-metal	material	single	sumo	
base-metal	metal	accepted	wikidata wordnet	
base-metal	part	single	wordnet	
base-metal	phenomenon	single	sumo	
base-metal	substance	accepted	sumo wordnet	
base-metal	universe	single	sumo	
basic-iron	chemical-element	single	wordnet	
basic-iron	iron	single	wordnet	
basic-iron	material	single	sumo	
basic-iron	metal	single	wordnet	
basic-iron	mixture	single	sumo	
basic-iron	part	single	wordnet	
basic-iron	phenomenon	single	sumo	
basic-iron	pig-iron	accepted	claude wordnet	
basic-iron	substance	accepted	sumo wordnet	
basic-iron	universe	single	sumo	
bath-towel	mixture	single	opencyc	
batter	mixture	single	sumo	
beach-towel	mixture	single	opencyc	
beer	mixture	accepted	opencyc sumo	
berkelium	artifact	single	opencyc	
berkelium	chemical-element	accepted	sumo wordnet	
berkelium	material	single	sumo	
berkelium	metal	accepted	opencyc wordnet	
berkelium	part	single	wordnet	
berkelium	phenomenon	single	sumo	
berkelium	substance	accepted	sumo wordnet	
berkelium	universe	single	sumo	
beryllium	chemical-element	accepted	sumo wordnet	
beryllium	material	single	sumo	
beryllium	metal	accepted	opencyc wikidata wordnet	
beryllium	part	single	wordnet	
beryllium	phenomenon	single	sumo	
beryllium	substance	accepted	sumo wordnet	
beryllium	universe	single	sumo	
beta-iron	chemical-element	accepted	sumo wordnet	
beta-iron	iron	accepted	claude wordnet	
beta-iron	material	single	sumo	
beta-iron	metal	single	wordnet	
beta-iron	part	single	wordnet	
beta-iron	phenomenon	single	sumo	
beta-iron	substance	accepted	sumo wordnet	
beta-iron	universe	single	sumo	
bismuth	chemical-element	accepted	sumo wordnet	
bismuth	material	single	sumo	
bismuth	metal	accepted	opencyc wordnet	
bismuth	mineral	single	opencyc	
bismuth	part	single	wordnet	
bismuth	phenomenon	single	sumo	
bismuth	substance	accepted	sumo wordnet	
bismuth	universe	single	sumo	
bitter	mixture	single	sumo	
blister-copper	chemical-element	accepted	sumo wordnet	
blister-copper	copper	accepted	claude wordnet	
blister-copper	electrical-conductor	single	wordnet	
blister-copper	material	accepted	sumo wordnet	
blister-copper	metal	single	wordnet	
blister-copper	part	single	wordnet	
blister-copper	phenomenon	single	sumo	
blister-copper	substance	accepted	sumo wordnet	
blister-copper	universe	single	sumo	
blood	mixture	accepted	opencyc sumo	
bohrium	artifact	single	opencyc	
bohrium	chemical-element	accepted	sumo wordnet	
bohrium	material	single	sumo	
bohrium	metal	single	opencyc	
bohrium	part	single	wordnet	
bohrium	phenomenon	single	sumo	
bohrium	substance	accepted	sumo wordnet	
bohrium	universe	single	sumo	
bone-black	carbon	single	wordnet	
bone-black	char	accepted	claude wordnet	
bone-black	chemical-element	single	wordnet	
bone-black	material	single	sumo	
bone-black	part	single	wordnet	
bone-black	phenomenon	single	sumo	
bone-black	substance	accepted	sumo wordnet	
bone-black	universe	single	sumo	
boron	chemical-element	accepted	sumo wordnet	
boron	material	single	sumo	
boron	part	single	wordnet	
boron	phenomenon	single	sumo	
boron	substance	accepted	sumo wordnet	
boron	universe	single	sumo	
brandy	mixture	single	opencyc	
brimstone	sulfur	single	claude	
bromine	chemical	single	wikidata	
bromine	chemical-element	accepted	sumo wikidata wordnet	
bromine	group	dissented	wordnet	
bromine	material	single	sumo	
bromine	nonmetal	accepted	claude wikidata	
bromine	part	single	wordnet	
bromine	phenomenon	single	sumo	
bromine	substance	accepted	sumo wordnet	
bromine	universe	single	sumo	
broth	mixture	single	sumo	
buckminsterfullerene	carbon	single	wordnet	
buckminsterfullerene	chemical-element	single	wordnet	
buckminsterfullerene	compound	single	sumo	
buckminsterfullerene	fullerene	accepted	wikidata wordnet	
buckminsterfullerene	material	single	sumo	
buckminsterfullerene	molecule	single	sumo	
buckminsterfullerene	part	single	wordnet	
buckminsterfullerene	phenomenon	single	sumo	
buckminsterfullerene	substance	accepted	sumo wordnet	
buckminsterfullerene	universe	single	sumo	
butter	mixture	single	opencyc	
buttermilk	mixture	single	opencyc	
cadmium	chemical-element	accepted	sumo wordnet	
cadmium	material	single	sumo	
cadmium	metal	accepted	opencyc wordnet	
cadmium	part	single	wordnet	
cadmium	phenomenon	single	sumo	
cadmium	substance	accepted	sumo wordnet	
cadmium	universe	single	sumo	
cake	mixture	single	sumo	
calcium	chemical-element	accepted	sumo wordnet	
calcium	material	single	sumo	
calcium	metal	accepted	opencyc wordnet	
calcium	part	single	wordnet	
calcium	phenomenon	single	sumo	
calcium	substance	accepted	sumo wordnet	
calcium	universe	single	sumo	
calcium-ion	atom	single	opencyc	
calcium-ion	calcium	accepted	claude wordnet	
calcium-ion	chemical	single	wordnet	
calcium-ion	chemical-element	accepted	sumo wordnet	
calcium-ion	compound	single	wordnet	
calcium-ion	ion	single	opencyc	
calcium-ion	material	accepted	sumo wordnet	
calcium-ion	metal	single	wordnet	
calcium-ion	molecule	single	wordnet	
calcium-ion	part	single	wordnet	
calcium-ion	phenomenon	single	sumo	
calcium-ion	protein	dissented	wordnet	
calcium-ion	substance	accepted	sumo wordnet	
calcium-ion	universe	single	sumo	
californium	artifact	single	opencyc	
californium	chemical-element	accepted	sumo wordnet	
californium	material	single	sumo	
californium	metal	accepted	opencyc wordnet	
californium	part	single	wordnet	
californium	phenomenon	single	sumo	
californium	substance	accepted	sumo wordnet	
californium	universe	single	sumo	
candy	mixture	single	sumo	
canned-meat	mixture	single	sumo	
canvas	mixture	single	opencyc	
carbon-black	carbon	accepted	claude wordnet	
carbon-black	chemical	accepted	claude wikidata	
carbon-black	chemical-element	single	wordnet	
carbon-black	material	single	sumo	
carbon-black	part	single	wordnet	
carbon-black	phenomenon	single	sumo	
carbon-black	substance	accepted	sumo wordnet	
carbon-black	universe	single	sumo	
carbon-nanotube	carbon	single	wordnet	
carbon-nanotube	chemical-element	single	wordnet	
carbon-nanotube	compound	single	sumo	
carbon-nanotube	fullerene	accepted	claude wordnet	
carbon-nanotube	material	single	sumo	
carbon-nanotube	molecule	single	sumo	
carbon-nanotube	part	single	wordnet	
carbon-nanotube	phenomenon	single	sumo	
carbon-nanotube	substance	accepted	sumo wordnet	
carbon-nanotube	universe	single	sumo	
carbonado	carbon	accepted	claude wordnet	
carbonado	chemical-element	single	wordnet	
carbonado	gem	single	wordnet	
carbonado	jewel	dissented	wikidata	
carbonado	material	single	sumo	
carbonado	mineral	accepted	sumo wikidata	
carbonado	part	single	wordnet	
carbonado	phenomenon	single	sumo	
carbonado	substance	accepted	sumo wordnet	
carbonado	universe	single	sumo	
cast-iron	chemical-element	single	wordnet	
cast-iron	iron	accepted	claude wordnet	
cast-iron	material	single	sumo	
cast-iron	metal	single	wordnet	
cast-iron	mixture	single	sumo	
cast-iron	part	single	wordnet	
cast-iron	phenomenon	single	sumo	
cast-iron	substance	accepted	sumo wordnet	
cast-iron	universe	single	sumo	
catalyst	material	single	sumo	
catalyst	part	single	wordnet	
catalyst	phenomenon	single	sumo	
catalyst	substance	accepted	sumo wordnet	
catalyst	universe	single	sumo	
cerium	chemical-element	accepted	sumo wordnet	
cerium	material	single	sumo	
cerium	metal	accepted	opencyc wordnet	
cerium	part	single	wordnet	
cerium	phenomenon	single	sumo	
cerium	substance	accepted	sumo wordnet	
cerium	universe	single	sumo	
cesium	chemical-element	accepted	sumo wordnet	
cesium	material	single	sumo	
cesium	metal	accepted	opencyc wordnet	
cesium	part	single	wordnet	
cesium	phenomenon	single	sumo	
cesium	substance	accepted	sumo wordnet	
cesium	universe	single	sumo	
cesium-137	cesium	accepted	claude wordnet	
cesium-137	chemical-element	accepted	sumo wordnet	
cesium-137	material	single	sumo	
cesium-137	metal	single	wordnet	
cesium-137	part	single	wordnet	
cesium-137	phenomenon	single	sumo	
cesium-137	radioactive-material	accepted	claude-ruling	
cesium-137	radioisotope	accepted	claude-ruling	
cesium-137	substance	accepted	sumo wordnet	
cesium-137	universe	single	sumo	
champagne	mixture	single	opencyc	
char	carbon	accepted	sumo wordnet	
char	chemical-element	accepted	sumo wordnet	
char	information	single	opencyc	
char	material	single	sumo	
char	part	single	wordnet	
char	phenomenon	single	sumo	
char	substance	accepted	sumo wordnet	
char	universe	single	sumo	
charcoal	carbon	accepted	claude wordnet	
charcoal	chemical-element	single	wordnet	
charcoal	fuel	accepted	claude wordnet	
charcoal	part	single	wordnet	
charcoal	substance	single	wordnet	
cheese	mixture	single	opencyc	
cheese-dip	mixture	single	sumo	
chemical-activity	attribute	accepted	sumo wordnet	
chemical-activity	condition	accepted	claude wordnet	
chemical-activity	property	single	sumo	
chemical-activity	state	single	wordnet	
chemical-association	chemical-phenomenon	single	sumo	
chemical-association	chemical-process	accepted	sumo wordnet	
chemical-association	combination	single	sumo	
chemical-association	event	single	sumo	
chemical-association	phenomenon	single	sumo	
chemical-association	process	single	wordnet	
chemical-bond	attachment	single	opencyc	
chemical-bond	attractive-force	single	wordnet	
chemical-bond	event	single	sumo	
chemical-bond	natural-event	accepted	claude-ruling wordnet	
chemical-bond	phenomenon	accepted	sumo wordnet	
chemical-bond	process	single	wordnet	
chemical-bond	situation	single	opencyc	
chemical-buffer	chemical	single	wordnet	
chemical-buffer	compound	accepted	sumo wordnet	
chemical-buffer	material	accepted	sumo wordnet	
chemical-buffer	part	single	wordnet	
chemical-buffer	phenomenon	single	sumo	
chemical-buffer	substance	accepted	sumo wordnet	
chemical-buffer	universe	single	sumo	
chemical-chain	chemical-group	accepted	claude-ruling	
chemical-chain	compound	single	sumo	
chemical-chain	concept	accepted	claude-ruling	
chemical-chain	material	single	sumo	
chemical-chain	molecule	single	sumo	
chemical-chain	phenomenon	single	sumo	
chemical-chain	substance	single	sumo	
chemical-chain	universe	single	sumo	
chemical-decomposition	chemical-phenomenon	single	sumo	
chemical-decomposition	chemical-process	accepted	opencyc sumo wordnet	
chemical-decomposition	chemical-reaction	accepted	claude opencyc wikidata wordnet	
chemical-decomposition	ending	single	opencyc	
chemical-decomposition	event	accepted	opencyc sumo	
chemical-decomposition	phenomenon	single	sumo	
chemical-decomposition	process	single	wordnet	
chemical-decomposition	situation	single	opencyc	
chemical-dimorphism	attribute	accepted	claude-ruling sumo	
chemical-dimorphism	chemical-phenomenon	single	wordnet	
chemical-dimorphism	chemical-polymorphism	single	wordnet	
chemical-dimorphism	natural-event	single	wordnet	
chemical-dimorphism	phenomenon	single	wordnet	
chemical-dimorphism	process	single	wordnet	
chemical-dimorphism	property	single	sumo	
chemical-dimorphism	shape	single	sumo	
chemical-dissociation	chemical-phenomenon	single	sumo	
chemical-dissociation	chemical-process	accepted	sumo wordnet	
chemical-dissociation	event	single	sumo	
chemical-dissociation	phenomenon	single	sumo	
chemical-dissociation	process	single	wordnet	
chemical-group	chemical-element	single	sumo	
chemical-group	material	single	sumo	
chemical-group	phenomenon	single	sumo	
chemical-group	physical-object	accepted	claude-ruling	
chemical-group	substance	single	sumo	
chemical-group	universe	single	sumo	
chemical-indicator	material	accepted	sumo wordnet	
chemical-indicator	part	single	wordnet	
chemical-indicator	phenomenon	single	sumo	
chemical-indicator	sign	dissented	wikidata	
chemical-indicator	substance	accepted	sumo wordnet	
chemical-indicator	universe	single	sumo	
chemical-phenomenon	event	single	sumo	
chemical-phenomenon	natural-event	accepted	claude wordnet	
chemical-phenomenon	phenomenon	accepted	sumo wordnet	
chemical-phenomenon	process	single	wordnet	
chemical-polymorphism	attribute	single	sumo	
chemical-polymorphism	chemical-phenomenon	accepted	claude wordnet	
chemical-polymorphism	natural-event	single	wordnet	
chemical-polymorphism	phenomenon	single	wordnet	
chemical-polymorphism	process	single	wordnet	
chemical-polymorphism	property	single	sumo	
chemical-polymorphism	shape	single	sumo	
chemical-process	event	accepted	opencyc sumo	
chemical-process	phenomenon	single	sumo	
chemical-process	process	accepted	claude wordnet	
chemical-process	situation	single	opencyc	
chemical-reaction	chemical-phenomenon	single	sumo	
chemical-reaction	chemical-process	accepted	opencyc sumo wordnet	
chemical-solution	mixture	accepted	sumo wordnet	
chemist	adult	single	opencyc	
chemist	agent	single	wordnet	
chemist	human	single	opencyc	
chemist	mammal	single	opencyc	
chemist	organism	single	wordnet	
chemist	person	single	wordnet	
chemist	physical-object	single	wordnet	
chemist	scientist	accepted	opencyc wordnet	
chemist	structure	single	opencyc	
chemist	system	single	opencyc	
chemist	vertebrate	single	opencyc	
chemist	worker	single	opencyc	
chips	mixture	single	sumo	
chlorine	chemical	single	wikidata	
chlorine	chemical-element	accepted	sumo wikidata wordnet	
chlorine	fluid	dissented	wordnet	
chlorine	group	dissented	wordnet	
chlorine	material	single	sumo	
chlorine	part	single	wordnet	
chlorine	phenomenon	single	sumo	
chlorine	substance	accepted	sumo wordnet	
chlorine	universe	single	sumo	
chromium	chemical-element	accepted	sumo wordnet	
chromium	material	single	sumo	
chromium	metal	accepted	opencyc wordnet	
chromium	part	single	wordnet	
chromium	phenomenon	single	sumo	
chromium	substance	accepted	sumo wordnet	
chromium	universe	single	sumo	
chutney	mixture	single	sumo	
cinder-pig	chemical-element	single	wordnet	
cinder-pig	iron	single	wordnet	
cinder-pig	material	single	sumo	
cinder-pig	metal	single	wordnet	
cinder-pig	mixture	single	sumo	
cinder-pig	part	single	wordnet	
cinder-pig	phenomenon	single	sumo	
cinder-pig	pig-iron	accepted	claude wordnet	
cinder-pig	substance	accepted	sumo wordnet	
cinder-pig	universe	single	sumo	
clay	mixture	single	sumo	
closed-chain	chemical-chain	accepted	claude wordnet	
closed-chain	compound	single	sumo	
closed-chain	material	single	sumo	
closed-chain	molecule	single	sumo	
closed-chain	phenomenon	single	sumo	
closed-chain	substance	single	sumo	
closed-chain	universe	single	sumo	
cloud	mixture	single	sumo	
cobalt	chemical-element	accepted	sumo wordnet	
cobalt	material	single	sumo	
cobalt	metal	accepted	opencyc wordnet	
cobalt	part	single	wordnet	
cobalt	phenomenon	single	sumo	
cobalt	substance	accepted	sumo wordnet	
cobalt	universe	single	sumo	
cobalt-60	chemical-element	accepted	sumo wordnet	
cobalt-60	cobalt	accepted	opencyc wordnet	
cobalt-60	isotope	single	opencyc	
cobalt-60	material	single	sumo	
cobalt-60	metal	accepted	opencyc wordnet	
cobalt-60	part	single	wordnet	
cobalt-60	phenomenon	single	sumo	
cobalt-60	substance	accepted	sumo wordnet	
cobalt-60	universe	single	sumo	
cocktail-sauce	mixture	single	sumo	
coffee-cake	mixture	single	sumo	
coin-silver	chemical-element	accepted	sumo wordnet	
coin-silver	electrical-conductor	single	wordnet	
coin-silver	material	accepted	sumo wordnet	
coin-silver	metal	single	wordnet	
coin-silver	noble-metal	single	wordnet	
coin-silver	part	single	wordnet	
coin-silver	phenomenon	single	sumo	
coin-silver	silver	accepted	claude wordnet	
coin-silver	substance	accepted	sumo wordnet	
coin-silver	universe	single	sumo	
cologne	mixture	single	sumo	
columbium	niobium	single	claude	
compost	mixture	accepted	sumo wordnet	
conditioner	mixture	single	sumo	
cookie	mixture	single	sumo	
corn-syrup	mixture	single	sumo	
cosmetic	mixture	single	sumo	
cottage-cheese	mixture	single	opencyc	
cough-drop	mixture	single	sumo	
cream-cheese	mixture	single	opencyc	
cream-sauce	mixture	single	sumo	
cupcake	mixture	single	sumo	
curium	artifact	single	opencyc	
curium	chemical-element	accepted	sumo wordnet	
curium	material	single	sumo	
curium	metal	accepted	opencyc wordnet	
curium	part	single	wordnet	
curium	phenomenon	single	sumo	
curium	radioactive-material	accepted	claude-ruling	
curium	substance	accepted	sumo wordnet	
curium	universe	single	sumo	
curry-sauce	mixture	single	sumo	
dalton's-law	cognition	single	wordnet	
dalton's-law	concept	accepted	claude wordnet	
dalton's-law	idea	single	wordnet	
dalton's-law	signified	single	sumo	
darmstadtium	chemical-element	accepted	sumo wordnet	
darmstadtium	material	single	sumo	
darmstadtium	part	single	wordnet	
darmstadtium	phenomenon	single	sumo	
darmstadtium	substance	accepted	sumo wordnet	
darmstadtium	universe	single	sumo	
decay	chemical-phenomenon	single	sumo	
decay	chemical-process	single	sumo	
delta-iron	chemical-element	accepted	sumo wordnet	
delta-iron	iron	accepted	claude wordnet	
delta-iron	material	single	sumo	
delta-iron	metal	single	wordnet	
delta-iron	part	single	wordnet	
delta-iron	phenomenon	single	sumo	
delta-iron	substance	accepted	sumo wordnet	
delta-iron	universe	single	sumo	
deodorant	mixture	single	sumo	
depilatory	mixture	single	sumo	
dip	mixture	single	sumo	
displacement-reaction	chemical-phenomenon	single	sumo	
displacement-reaction	chemical-process	accepted	opencyc sumo wordnet	
displacement-reaction	chemical-reaction	accepted	claude opencyc wordnet	
displacement-reaction	event	accepted	opencyc sumo	
displacement-reaction	phenomenon	single	sumo	
displacement-reaction	process	single	wordnet	
displacement-reaction	situation	single	opencyc	
distillation-rectification	event	single	sumo	
distillation-rectification	phenomenon	single	sumo	
distillation-rectification	process	accepted	claude wordnet	
distillation-rectification	visit	single	sumo	
distribution-law	cognition	single	wordnet	
distribution-law	concept	accepted	claude wordnet	
distribution-law	idea	single	wordnet	
distribution-law	signified	single	sumo	
donut	mixture	single	sumo	
drink	mixture	single	sumo	
dubnium	artifact	single	opencyc	
dubnium	chemical-element	accepted	sumo wordnet	
dubnium	material	single	sumo	
dubnium	metal	single	opencyc	
dubnium	part	single	wordnet	
dubnium	phenomenon	single	sumo	
dubnium	substance	accepted	sumo wordnet	
dubnium	universe	single	sumo	
dye	mixture	single	opencyc	
dysprosium	chemical-element	accepted	sumo wordnet	
dysprosium	material	single	sumo	
dysprosium	metal	accepted	opencyc wordnet	
dysprosium	part	single	wordnet	
dysprosium	phenomenon	single	sumo	
dysprosium	substance	accepted	sumo wordnet	
dysprosium	universe	single	sumo	
eggnog	mixture	single	sumo	
einsteinium	artifact	single	opencyc	
einsteinium	chemical-element	accepted	sumo wordnet	
einsteinium	material	single	sumo	
einsteinium	metal	accepted	opencyc wordnet	
einsteinium	part	single	wordnet	
einsteinium	phenomenon	single	sumo	
einsteinium	substance	accepted	sumo wordnet	
einsteinium	universe	single	sumo	
electrolysis	chemical-decomposition	accepted	claude wordnet	
electrolysis	chemical-process	single	wordnet	
electrolysis	chemical-reaction	accepted	wikidata wordnet	
electrolysis	ending	single	opencyc	
electrolysis	event	accepted	opencyc sumo	
electrolysis	phenomenon	single	sumo	
electrolysis	process	single	wordnet	
electrolysis	situation	single	opencyc	
electron-acceptor	chemical	single	wordnet	
electron-acceptor	compound	accepted	sumo wordnet	
electron-acceptor	material	accepted	sumo wordnet	
electron-acceptor	part	single	wordnet	
electron-acceptor	phenomenon	single	sumo	
electron-acceptor	substance	accepted	sumo wordnet	
electron-acceptor	universe	single	sumo	
electronegativity	attribute	accepted	sumo wordnet	
electronegativity	property	single	sumo	
elemental-abundance	number	single	sumo	
elemental-abundance	quantity	single	sumo	
elemental-abundance	ratio	accepted	claude wordnet	
emulsion	material	single	sumo	
emulsion	mixture	accepted	opencyc sumo wordnet	
emulsion	part	single	wordnet	
emulsion	phenomenon	single	sumo	
emulsion	substance	accepted	sumo wordnet	
emulsion	universe	single	sumo	
equilibrium-constant	number	accepted	claude-ruling sumo	
equilibrium-constant	quantity	single	sumo	
equilibrium-law	cognition	single	wordnet	
equilibrium-law	concept	accepted	claude wordnet	
equilibrium-law	idea	single	wordnet	
equilibrium-law	signified	single	sumo	
erbium	chemical-element	accepted	sumo wordnet	
erbium	material	single	sumo	
erbium	metal	accepted	opencyc wordnet	
erbium	part	single	wordnet	
erbium	phenomenon	single	sumo	
erbium	substance	accepted	sumo wordnet	
erbium	universe	single	sumo	
europium	chemical-element	accepted	sumo wordnet	
europium	material	single	sumo	
europium	metal	accepted	opencyc wordnet	
europium	part	single	wordnet	
europium	phenomenon	single	sumo	
