# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- medicine batch 1: wordnet  ---
bee-sting	sting	accept		14287741	14297870
behavior-therapy	psychotherapy.act	accept		00700979	00700652
biomedicine	medical-specialty	accept		06046898	06043075
biomedicine.cognition	medical-specialty	accept		06047096	06043075
bite.state	wound	accept		14287408	14298815
blackwater	disease	accept		14073331	14070360
blain	sore	accept		14183420	14183065
bleeding	injury	reject	a sign, not the injury	14288235	14285662
blister	body-part	reject	a lesion, not a part	05517837	05220461
blocker	medication	accept		02854156	03740161
blood-extravasation	process	accept		14370526	00029677
blood-poisoning	sepsis	accept		14189837	14180848
bloodletting	tending	accept		00698004	00654885
boil	staphylococcal-infection	accept		14183210	14184801
bonding	method	accept		05665769	05660268
bonesetter	professional	accept		09865547	10480253
brain-damage	injury	accept		14085220	14285662
breast-cancer	carcinoma	accept		14246899	14242337
bronchodilator	medication	accept		02905612	03740161
bronchoscope	instrument	accept		02905886	03574816
bubo	symptom	accept		14315722	14299637
bubo	tissue	reject	a swollen node is not a tissue	14315722	05267345
calcium-blocker	medication	accept		02938514	03740161
callosotomy	psychosurgery	accept		00683915	00667384
cancer	malignancy	accept		14239918	14237561
cancroid	skin-cancer	accept		14242788	14252320
carbomycin	antibacterial	accept		02961714	02716205
carbuncle	staphylococcal-infection	accept		14183774	14184801
carcinoma	cancer	accept		14242337	14239918
carcinoma-in-situ	carcinoma	accept		14247035	14242337
cardiograph	instrument	accept		02963503	03574816
cardiologist	medical-specialist	accept		09894445	10632576
cardiomegaly	symptom	accept		14334631	14299637
carminative	medication	accept		02965617	03740161
cat-scratch-disease	disease	accept		14073906	14070360
cataract-surgery	eye-operation	accept		00678425	00673863
catatonic-schizophrenia	schizophrenia	accept		14399116	14398523
catling	surgical-knife	accept		02985506	04364827
cautery	operation	accept		00668112	00671351
centesis	activity	reject	a medical procedure	00943187	00407535
cephaloglycin	antibacterial	accept		02996570	02716205
cephaloridine	antibacterial	accept		02996703	02716205
cephalosporin	antibacterial	accept		02996840	02716205
cephalothin	cephalosporin	accept		02997292	02996840
cervical-disc-syndrome	syndrome	accept		14304722	14304060
chancre	sore	accept		14184067	14183065
chelation	process	accept		13445972	00029677
chemosurgery	operation	accept		00668404	00671351
chemotherapy	therapy	accept		00662340	00661091
chilblain	blain	accept		14183522	14183420
chill	symptom	accept		14340287	14299637
chinese-restaurant-syndrome	syndrome	accept		14304964	14304060
chloasma	symptom	accept		14302652	14299637
chloramphenicol	antibacterial	accept		03021858	02716205
chlortetracycline	antibacterial	accept		03023415	02716205
cholecystectomy	ablation	accept		00669000	00393369
cholelithotomy	lithotomy	accept		00683470	00683358
chondrosarcoma	sarcoma	accept		14240487	14246359
chronic-leukemia	leukemia	accept		14243877	14242922
chronic-lymphocytic-leukemia	chronic-leukemia	accept		14244003	14243877
chronic-myelocytic-leukemia	chronic-leukemia	accept		14244160	14243877
chronic-myelocytic-leukemia	myelocytic-leukemia	accept		14244160	14245163
chrysotherapy	chemotherapy	accept		00706222	00662340
ciprofloxacin	antibacterial	accept		03032576	02716205
client-centered-therapy	psychotherapy.act	accept		00703236	00700652
clinical-psychology	psychotherapy	reject	a branch of psychology, not psychiatry	06057172	06056923
clinician	professional	accept		09929577	10480253
clitoridectomy	ablation	accept		00669155	00393369
clofibrate	medication	accept		03047353	03740161
clopidogrel-bisulfate	medication	accept		03048598	03740161
closed-heart-surgery	heart-surgery	accept		00675357	00675219
clubbing	symptom	accept		14302847	14299637
cold	communicable-disease	accept		14145501	14122053
cold	respiratory-disease	accept		14145501	14145095
cold-medicine	medication	accept		03067690	03740161
colon-cancer	carcinoma	accept		14247239	14242337
colonoscope	endoscope	accept		03071288	03286572
colostomy	ostomy	accept		00668552	00689550
colpocele	hernia	accept		14295691	14295389
comminuted-fracture	fracture	accept		14292571	14292090
communicable-disease	disease	accept		14122053	14070360
complete-fracture	fracture	accept		14292688	14292090
complication.state	disease	accept		14074041	14070360
compound-fracture	fracture	accept		14292796	14292090
compression-fracture	fracture	accept		14292944	14292090
congestion	symptom	accept		14320394	14299637
conn's-syndrome	syndrome	accept		14305149	14304060
constipation	symptom	accept		14371161	14299637
contraindication	cognition	reject	a reason recorded — information	06797947	00023271
coronary-bypass	open-heart-surgery	accept		00675808	00675540
cosmetic-dentistry	dentistry	accept		06047923	06047430
cough	symptom	accept		14359174	14299637
counterirritant	medication	accept		03117776	03740161
country-doctor	general-practitioner	accept		09970493	10126009
cramp	symptom	accept		14360459	14299637
craziness	insanity	reject	dropped — slang	14397889	14395018
creche	hospital	accept		03129471	03540595
crepitation-rale	noise	accept		07382044	07387509
crepitation-rale	symptom	accept		07382044	14299637
crisis-intervention	psychotherapy.act	accept		00703422	00700652
crownwork	dental-appliance	accept		03139089	03175604
crud	disease	reject	dropped — slang	14074267	14070360
cryocautery	cautery	accept		00697614	00668112
cryosurgery	operation	accept		00668829	00671351
curettage	operation	accept		00669481	00671351
curette	surgical-instrument	accept		03149810	04364545
curvature	condition	accept		14213328	13920835
cutaneous-leishmaniasis	leishmaniasis	accept		14181187	14178077
cyanosis	symptom	accept		14303009	14299637
cyclodestructive-surgery	eye-operation	accept		00678988	00673863
cycloserine	antibacterial	accept		03155788	02716205
cystocele	colpocele	accept		14296966	14295691
cytotoxic-drug	medication	accept		03157987	03740161
decoction	process	accept		13457665	00029677
defense-mechanism	cognition	accept		13459322	00023271
defense-mechanism	process	accept		13459322	00029677
deficiency-disease	disease	accept		14198200	14070360
delirium-tremens	psychosis	accept		14398279	14398067
dementia	insanity	accept		14395403	14395018
demulcent	medication	accept		03174829	03740161
dental-surgeon	dentist	accept		10004171	10004282
dental-surgery	dentistry	accept		06048052	06047430
depressed-fracture	fracture	accept		14293093	14292090
depressive-disorder	mental-disorder	accept		14389240	14083790
derangement	insanity	accept		14397714	14395018
dermatology	medical-specialty	accept		06049500	06043075
dermatome	surgical-instrument	accept		03178316	04364545
desensitization-technique	behavior-therapy	accept		00701755	00700979
dialyzer	instrument	accept		03187751	03574816
diaphoretic	medication	accept		03188979	03740161
diarrhea	symptom	accept		14371913	14299637
diastasis	dislocation	accept		14294354	14291561
diathermy-machine	instrument	accept		03189818	03574816
dihydrostreptomycin	antibacterial	accept		03198028	02716205
dilation-and-curettage	operation	accept		00670250	00671351
dilator	surgical-instrument	accept		03198223	04364545
diplomate	medical-specialist	accept		10014771	10632576
disease-of-the-neuromuscular-junction	disease	accept		14071235	14070360
displaced-fracture	fracture	accept		14293207	14292090
disulfiram	medication	accept		03214051	03740161
diuresis	symptom	accept		14303249	14299637
diverticulum	hernia	accept		14295829	14295389
dizziness	symptom	accept		14372513	14299637
dog-bite	bite.state	accept		14287567	14287408
douche	syringe	accept		03228533	04376876
doxorubicin	antibacterial	accept		03230149	02716205
doxycycline	antibacterial	accept		03230247	02716205
dpt-vaccine	antigen	accept		03230446	15037339
drip-feed	administration	accept		00695160	00694990
drixoral	medication	accept		03245075	03740161
drug-cocktail	medication	accept		03248560	03740161
dry-gangrene	condition	accept		14313661	13920835
dysfunction	condition	accept		14557898	13920835
effect	symptom	accept		14311348	14299637
electric-burn	burn	accept		14289829	14289590
electrocautery	thermocautery	accept		00697734	00697887
electroconvulsive-therapy	electrotherapy	accept		00706605	00662681
electroconvulsive-therapy	shock-therapy	accept		00706605	00706371
electroencephalograph	instrument	accept		03275311	03574816
electrologist	professional	accept		10049648	10480253
electromyograph	instrument	accept		03276839	03574816
emasculation	neutering	accept		00692349	00692506
embolectomy	ablation	accept		00673234	00393369
embryonal-carcinoma	carcinoma	accept		14247360	14242337
embryonal-rhabdomyosarcoma	rhabdomyosarcoma	accept		14245594	14245405
emergency-medicine	medical-specialty	accept		06049673	06043075
emergency-procedure	procedure	accept		00177783	01023820
endarterectomy	ablation	accept		00673347	00393369
endemic	disease	accept		14074394	14070360
endocrinology	medical-specialty	accept		06049850	06043075
endodontics	dentistry	accept		06048184	06047430
endodontist	dentist	accept		10057114	10004282
endometrial-carcinoma	carcinoma	accept		14247458	14242337
endoscope	instrument	accept		03286572	03574816
enervation	ablation	accept		00673494	00393369
ent-man	medical-specialist	accept		10059323	10632576
enterobiasis	condition	accept		14176372	13920835
enteropathy	disease	accept		14074606	14070360
eosinopenia	symptom	accept		14191646	14299637
eosinophilia	symptom	accept		14534076	14299637
epidemiology	medical-specialty	accept		06050024	06043075
epikeratophakia	keratoplasty	accept		00681869	00681613
epithelioma	skin-cancer	accept		14252464	14252320
eruption	symptom	accept		14321469	14299637
erythromycin	antibacterial	accept		03295357	02716205
etiologist	diagnostician	accept		10066059	10011074
eventration	hernia	accept		14296142	14295389
ewing's-sarcoma	sarcoma	accept		14240587	14246359
exanthema-subitum	disease	accept		14123759	14070360
excrescence	body-part	reject	a growth, not a part	05603650	05220461
excrescence	tissue-growth	accept		05603650	14234074
exodontics	dental-surgery	accept		06048373	06048052
exodontist	dentist	accept		10071912	10004282
exomphalos	hernia	accept		14296254	14295389
exophthalmos	symptom	accept		14313017	14299637
expectorant	medication	accept		03304605	03740161
exposure-therapy	desensitization-technique	accept		00702202	00701755
extern	doctor	accept		10074578	10020890
extracapsular-surgery	cataract-surgery	accept		00678752	00678425
eye-disease	disease	accept		14252864	14070360
face-lift	plastic-surgery	accept		00674158	00690501
family-doctor	general-practitioner	accept		10077278	10126009
family-therapy	group-therapy	accept		00703926	00703688
felon	condition	accept		14176570	13920835
fester	sore	accept		14184254	14183065
festering	process	accept		13479889	00029677
festination	symptom	accept		14313154	14299637
fetal-alcohol-syndrome	syndrome	accept		14305458	14304060
fetology	obstetrics	accept		06053854	06053439
fetoscope	stethoscope	accept		03330792	04317175
fiberscope	instrument	accept		03332005	03574816
fibrocystic-breast-disease	disease	accept		14198380	14070360
filariasis	disease	accept		14368032	14070360
filling	dental-appliance	accept		03338287	03175604
filtration-surgery	eye-operation	accept		00679379	00673863
first-degree-burn	burn	accept		14291173	14289590
fixed-combination-drug	medication	accept		03354082	03740161
flea-bite	sting	accept		14287823	14297870
flight-surgeon	medical-officer	accept		10096508	10305635
focal-infection	condition	accept		14176715	13920835
foster-nurse	nurse	accept		10106642	10366966
fowl-cholera	animal-disease	accept		14263562	14253124
fowl-cholera	blood-poisoning	accept		14263562	14189837
freudian-psychology	psychotherapy	reject	a body of theory, not a branch	06057326	06056923
furring	symptom	accept		14313342	14299637
fusion	correction.act	accept		00699517	00662527
gall	sore	accept		14184390	14183065
gas-gangrene	condition	accept		14313943	13920835
gastroenterology	medical-specialty	accept		06050490	06043075
gastroscope	endoscope	accept		03426462	03286572
gauze	cotton	accept		03430091	03115180
gemfibrozil	medication	accept		03433079	03740161
genetic-disease	disease	accept		14151139	14070360
gentamicin	antibacterial	accept		03435382	02716205
germ-theory	thinking	reject	a theory, not the act of thinking	06108487	05770926
gerontologist	medical-specialist	accept		10128381	10632576
giardiasis	protozoal-infection	accept		14177210	14178913
glycosuria	symptom	accept		14267841	14299637
goiter	disease	accept		14199477	14070360
gramicidin	antibacterial	accept		03452055	02716205
gramicidin	antiseptic	accept		03452055	02724207
graze	abrasion	accept		14286885	14286549
greenstick-fracture	incomplete-fracture	accept		14293678	14293840
group-therapy	psychotherapy.act	accept		00703688	00700652
gulf-war-syndrome	syndrome	accept		14305699	14304060
gumboil	boil	accept		14183337	14183210
gynecology	medical-specialty	accept		06050901	06043075
hairline-fracture	fracture	accept		14293505	14292090
hakim	doctor	accept		10156629	10020890
hardening	symptom	accept		14364432	14299637
heart-murmur	symptom	accept		14334814	14299637
heartburn	symptom	accept		14335223	14299637
hematinic	medication	accept		03513961	03740161
hematology	medical-specialty	accept		06051134	06043075
hematuria	symptom	accept		14314320	14299637
hemoglobinemia	symptom	accept		14191903	14299637
hemoglobinuria	symptom	accept		14314483	14299637
hemorrhagic-fever	viral-infection	accept		14177423	14186340
hemosiderosis	symptom	accept		14314597	14299637
hemostat	surgical-instrument	accept		03514451	04364545
hepatoma	carcinoma	accept		14251174	14242337
herbal-medicine	medication	accept		03515500	03740161
hernia	rupture	accept		14295389	14295248
herniated-disc	rupture	accept		14296579	14295248
herpangia	viral-infection	accept		14177848	14186340
hiatus-hernia	hernia	accept		14296399	14295389
hiccup	process	accept		14359459	00029677
hiccup	symptom	accept		14359459	14299637
histamine-blocker	medication	accept		03522239	03740161
hiv	viral-infection	accept		14179744	14186340
hodgkin's-disease	lymphoma	accept		14242132	14241968
horner's-syndrome	syndrome	accept		14156740	14304060
horse-doctor	veterinarian	accept		10185591	10749715
hot-flash	symptom	accept		14336169	14299637
house-physician	doctor	accept		10189278	10020890
hydrophobia	symptom	accept		14383624	14299637
hygiene	medical-specialty	accept		06051380	06043075
hygienist	medical-specialist	accept		10194969	10632576
hypercalcemia	symptom	accept		14268623	14299637
hypercalciuria	symptom	accept		14269090	14299637
hypercholesterolemia	symptom	accept		14269319	14299637
hyperglycemia	symptom	accept		14319299	14299637
hyperkalemia	symptom	accept		14269556	14299637
hypernatremia	symptom	accept		14271015	14299637
hypersplenism	symptom	accept		14271322	14299637
hypnoanalysis	psychoanalysis	accept		00705319	00704305
hypnotherapy	psychotherapy.act	accept		00704064	00700652
hypocalcemia	symptom	accept		14268871	14299637
hypodermic-syringe	syringe	accept		03555662	04376876
hypoglycemia	symptom	accept		14319454	14299637
hypokalemia	symptom	accept		14269772	14299637
hyponatremia	symptom	accept		14271173	14299637
hypophysectomy	ablation	accept		00677038	00393369
hypoproteinemia	symptom	accept		14270846	14299637
hysterectomy	ablation	accept		00677174	00393369
ileostomy	ostomy	accept		00681071	00689550
immunity	condition	accept		14527171	13920835
immunochemistry	chemistry	accept		06051925	06084469
immunochemistry	immunology	accept		06051925	06051542
immunofluorescence	method	accept		05666324	05660268
immunopathology	immunology	accept		06052165	06051542
impacted-fracture	fracture	accept		14293985	14292090
implosion-therapy	behavior-therapy	accept		00702418	00700979
impression.artifact	device	accept		03564849	03183080
incompatibility	condition	accept		13975037	13920835
incompetence	disease	accept		14076126	14070360
incomplete-fracture	fracture	accept		14293840	14292090
indication.communication	cognition	reject	same	06797671	00023271
indigestion	symptom	accept		14336317	14299637
infection.process	process	accept		13498404	00029677
inflammation	symptom	accept		14336539	14299637
inflammatory-disease	disease	accept		14171682	14070360
influenza	communicable-disease	accept		14122497	14122053
influenza	respiratory-disease	accept		14122497	14145095
infusion	act	accept		00323532	00030358
inhalant	medication	accept		03571155	03740161
insanity	condition	accept		14395018	13920835
insufflation	process	accept		13500674	00029677
insulin-shock	shock-therapy	accept		00706847	00706371
intern	doctor	accept		10211203	10020890
internal-medicine	medical-specialty	accept		06052300	06043075
intracapsular-surgery	cataract-surgery	accept		00678632	00678425
iridectomy	eye-operation	accept		00679566	00673863
iridotomy	eye-operation	accept		00679724	00673863
irrationality	insanity	reject	not a disorder	14397563	14395018
irrigation	tending	accept		00695448	00654885
irritation	condition	accept		14531392	13920835
isoproterenol	medication	accept		03587874	03740161
isosorbide	medication	accept		03588046	03740161
jacquemier's-sign	symptom	accept		14266521	14299637
jactitation	disposition	reject	a symptom, not a mood	04625515	04623612
jaundice	symptom	accept		14319684	14299637
jungian-psychology	psychotherapy	reject	same	06057435	06056923
kaliuresis	symptom	accept		14270127	14299637
kanamycin	antibacterial	accept		03608356	02716205
kaposi's-sarcoma	sarcoma	accept		14240775	14246359
kawasaki-disease	disease	accept		14076270	14070360
kayser-fleischer-ring	symptom	accept		14266677	14299637
keratocele	hernia	accept		14297329	14295389
keratomalacia	symptom	accept		14266835	14299637
keratoplasty	plastic-surgery	accept		00681613	00690501
keratoplasty	transplant	accept		00681613	00693679
keratoscope	instrument	accept		03610836	03574816
keratotomy	eye-operation	accept		00679910	00673863
kernig's-sign	symptom	accept		14267017	14299637
ketonemia	symptom	accept		14267205	14299637
ketonuria	symptom	accept		14271480	14299637
kibe	chilblain	accept		14183692	14183522
klinefelter's-syndrome	syndrome	accept		14306475	14304060
koplik's-spots	symptom	accept		14267358	14299637
laceration	wound	accept		14287314	14298815
laminectomy	ablation	accept		00682738	00393369
lancet	surgical-knife	accept		03637618	04364827
landmark	body-part	accept		05230357	05220461
laparocele	hernia	accept		14297406	14295389
laparoscopic-cholecystectomy	cholecystectomy	accept		00669262	00669000
laryngectomy	ablation	accept		00683214	00393369
laryngoscope	instrument	accept		03643149	03574816
laser-assisted-in-situ-keratomileusis	eye-operation	accept		00680511	00673863
laser-assisted-subepithelial-keratomileusis	eye-operation	accept		00680183	00673863
laser-trabecular-surgery	eye-operation	accept		00680336	00673863
leiomyosarcoma	sarcoma	accept		14241088	14246359
leishmaniasis	protozoal-infection	accept		14178077	14178913
leukemia	cancer	accept		14242922	14239918
licensing-fee	fee	reject	not medicine; dropped	13322113	13320168
lie-detector	polygraph	accept		03662452	03979492
ligation	act	accept		00148242	00030358
lincomycin	antibacterial	accept		03670622	02716205
lipectomy	plastic-surgery	accept		00682080	00690501
lipemia	symptom	accept		14193925	14299637
lipid-lowering-medicine	medication	accept		03676175	03740161
liposuction	lipectomy	accept		00682243	00682080
lithotomy	ablation	accept		00683358	00393369
liver-cancer	carcinoma	accept		14131651	14242337
liver-cancer	liver-disease	accept		14131651	14116321
liver-disease	disease	accept		14116321	14070360
lobectomy	ablation	accept		00683590	00393369
lower-respiratory-infection	respiratory-tract-infection	accept		14179276	14179104
lumpectomy	ablation	accept		00684648	00393369
lunacy	insanity	accept		14395240	14395018
lung-cancer	carcinoma	accept		14251317	14242337
lymphoblastic-leukemia	lymphocytic-leukemia	accept		14244542	14244353
lymphocytic-leukemia	leukemia	accept		14244353	14242922
lymphoma	cancer	accept		14241968	14239918
lymphuria	symptom	accept		14267994	14299637
major-depressive-episode	depressive-disorder	accept		14390466	14389240
malabsorption-syndrome	syndrome	accept		14307035	14304060
malaria	protozoal-infection	accept		14077830	14178913
malignancy	disease	accept		14237561	14070360
malocclusion	condition	accept		14060929	13920835
marseilles-fever	disease	accept		14078120	14070360
mastectomy	ablation	accept		00685508	00393369
mastoidectomy	ablation	accept		00686168	00393369
mastopexy	plastic-surgery	accept		00682436	00690501
matron	woman	accept		10303186	10787470
meckel's-diverticulum	diverticulum	accept		14295986	14295829
medical-assistant	professional	accept		10305523	10480253
medical-practitioner	professional	accept		10305802	10480253
medical-specialty	medicine	accept		06043075	06045562
megalomania	condition	accept		14392318	13920835
megavitamin-therapy	therapy	accept		00664388	00661091
meniere's-disease	disease	accept		14078421	14070360
meningism	symptom	accept		14359816	14299637
meniscectomy	ablation	accept		00686282	00393369
menorrhagia	process	accept		13513540	00029677
menorrhagia	symptom	accept		13513540	14299637
mental-disorder	condition	accept		14083790	13920835
mesothelioma	carcinoma	accept		14251435	14242337
methacholine	medication	accept		03753826	03740161
metrazol-shock	shock-therapy	accept		00707028	00706371
microwave-diathermy-machine	diathermy-machine	accept		03761588	03189818
milk-sickness	disease	accept		14078613	14070360
mimesis	disease	accept		14078733	14070360
minimally-invasive-coronary-bypass-surgery	closed-heart-surgery	accept		00676453	00675357
mithramycin	antineoplastic-antibiotic	accept		03774673	02722997
mitomycin	antibacterial	accept		03774842	02716205
modified-radical-mastectomy	mastectomy	accept		00685675	00685508
monocytic-leukemia	leukemia	accept		14244726	14242922
monocytosis	symptom	accept		14268084	14299637
monster	vertebrate	reject	dropped — obsolete and offensive	01460108	01471682
mosquito-bite	sting	accept		14287904	14297870
mucocutaneous-leishmaniasis	leishmaniasis	accept		14181409	14178077
munchausen's-syndrome	syndrome	accept		14307275	14304060
musca-volitans	symptom	accept		14365119	14299637
mycomycin	antibacterial	accept		03803488	02716205
myeloblastic-leukemia	leukemia	accept		14244991	14242922
myelocytic-leukemia	leukemia	accept		14245163	14242922
myoglobinuria	symptom	accept		14507050	14299637
myosarcoma	sarcoma	accept		14241319	14246359
natriuresis	symptom	accept		14270241	14299637
nebula	decorative-design	reject	WordNet's hypernym is absurd; a corneal spot	04682184	03178782
nebula.state	symptom	accept		14314756	14299637
neomycin	antibacterial	accept		03818090	02716205
neomycin	antiseptic	accept		03818090	02724207
neonatology	pediatrics	accept		06061917	06061631
nephrectomy	ablation	accept		00686385	00393369
nephrotic-syndrome	syndrome	accept		14307724	14304060
neurectomy	ablation	accept		00686471	00393369
neuroplasty	plastic-surgery	accept		00682538	00690501
neuropsychiatry	medical-specialty	accept		06053101	06043075
neurosarcoma	sarcoma	accept		14241400	14246359
neutering	sterilization	accept		00692506	00692130
nonsocial-infection	condition	accept		14178326	13920835
noonan's-syndrome	syndrome	accept		14308012	14304060
nose-job	face-lift	reject	rhinoplasty is not a face-lift	00689062	00674158
nosology	medical-specialty	accept		06053280	06043075
novobiocin	antibacterial	accept		03833409	02716205
nuclear-medicine	medical-specialty	accept		06052685	06043075
numbness	symptom	accept		14322528	14299637
nurse-midwife	registered-nurse	accept		10367694	10516527
nurse-practitioner	registered-nurse	accept		10367819	10516527
nux-vomica	medication	accept		03836699	03740161
nystatin	antibacterial	accept		03837157	02716205
oat-cell-carcinoma	carcinoma	accept		14251616	14242337
obstetrics	medical-specialty	accept		06053439	06043075
occupational-disease	disease	accept		14079493	14070360
ochronosis	symptom	accept		14268439	14299637
ointment	remedy	accept		03845550	04074482
oliguria	symptom	accept		14507148	14299637
onychosis	disease	accept		14079861	14070360
oophorectomy	ablation	accept		00686570	00393369
oophorosalpingectomy	ablation	accept		00686682	00393369
open-heart-surgery	heart-surgery	accept		00675540	00675219
ophthalmectomy	ablation	accept		00686826	00393369
ophthalmologist	medical-specialist	accept		10379073	10632576
ophthalmoscope	instrument	accept		03850613	03574816
opportunistic-infection	condition	accept		14178482	13920835
oral-cancer	carcinoma	accept		14251845	14242337
orchidectomy	ablation	accept		00686913	00393369
orthopedics	medicine	accept		06064106	06045562
orthoptist	medical-specialist	accept		10385354	10632576
orthoscope	ophthalmoscope	accept		03857291	03850613
osteosarcoma	sarcoma	accept		14241556	14246359
otology	medical-specialty	accept		06054700	06043075
otoplasty	plastic-surgery	accept		00682625	00690501
otoscope	instrument	accept		03858183	03574816
over-the-counter-drug	medication	accept		03866176	03740161
oxytetracycline	antibacterial	accept		03869389	02716205
oxytocic	medication	accept		03869685	03740161
ozena	disease	accept		14352163	14070360
paleopathology	pathology	accept		06145729	06060845
paleopathology	social-science	reject	a branch of pathology	06145729	06143154
palsy	symptom	accept		14316470	14299637
pancreatectomy	ablation	accept		00687027	00393369
pancreatic-cancer	carcinoma	accept		14251981	14242337
paramnesia	condition	accept		05672698	13920835
paranoia	psychosis	accept		14398390	14398067
paregoric	medication	accept		03889974	03740161
paresthesia	symptom	accept		14324795	14299637
paronychia	condition	accept		14178794	13920835
patent-medicine	medication	accept		03898936	03740161
pathology	medicine	accept		06060845	06045562
pedodontist	dentist	accept		10412554	10004282
penicillamine	medication	accept		03909835	03740161
penicillin	antibacterial	accept		03910033	02716205
pentylenetetrazol	medication	accept		03913702	03740161
periarteritis-nodosa	disease	accept		14080352	14070360
perinatologist	obstetrician	accept		10416444	10369699
perinatology	obstetrics	accept		06053982	06053439
periodontal-disease	disease	accept		14080622	14070360
periodontics	dentistry	accept		06048851	06047430
petechia	bruise	accept		14289193	14288871
phacoemulsification	extracapsular-surgery	accept		00679140	00678752
phalloplasty	plastic-surgery	accept		00689995	00690501
phantom-limb-syndrome	syndrome	accept		14308168	14304060
