sub	sup	status	for	against
altocumulus	phenomenon	accepted	sumo wordnet	
altocumulus	process	single	wordnet	
altocumulus	substance	single	sumo	
altocumulus	universe	single	sumo	
altocumulus	weather	single	wikidata	
altostratus	cloud	accepted	sumo wikidata wordnet	
altostratus	material	single	sumo	
altostratus	natural-event	single	wordnet	
altostratus	phenomenon	accepted	sumo wordnet	
altostratus	process	single	wordnet	
altostratus	stratus	accepted	wikidata wordnet	
altostratus	substance	single	sumo	
altostratus	universe	single	sumo	
altostratus	weather	single	wikidata	
amazon-river	river	accepted	claude-ruling	
americas	landmass	accepted	claude-ruling	
ammonite	accomplishment	single	sumo	
ammonite	act	single	sumo	
ammonite	activity	single	sumo	
ammonite	communication	single	sumo	
ammonite	event	single	sumo	
ammonite	fossil	accepted	claude wordnet	
ammonite	information	single	sumo	
ammonite	motion	single	sumo	
ammonite	phenomenon	single	sumo	
ammonite	physical-object	single	wordnet	
ammonite	procedure	single	sumo	
ammonite	universe	single	sumo	
ammonite	volition	single	sumo	
andes	mountain-range	accepted	claude-ruling	
anemometer	artifact	accepted	sumo wordnet	
anemometer	device	accepted	sumo wordnet	
anemometer	instrument	accepted	claude wordnet	
anemometer	phenomenon	single	sumo	
anemometer	physical-object	single	wordnet	
anemometer	universe	single	sumo	
antarctic-circle	circle-of-latitude	accepted	claude-ruling	
antarctic-ice-sheet	ice-sheet	accepted	claude-ruling	
antarctica	continent	accepted	claude-ruling	
anthill	knoll	single	claude	
anthill	nest	single	claude	
anticyclone	atmospheric-state	accepted	claude wordnet	
anticyclone	event	single	sumo	
anticyclone	natural-event	accepted	claude-ruling wordnet	
anticyclone	phenomenon	accepted	sumo wordnet	
anticyclone	process	single	wordnet	
anticyclone	weather	accepted	wikidata wordnet	
antipodes	geographic-point	accepted	claude-ruling	
antitrade-wind	event	single	sumo	
antitrade-wind	natural-event	single	wordnet	
antitrade-wind	phenomenon	accepted	sumo wordnet	
antitrade-wind	prevailing-wind	accepted	claude wordnet	
antitrade-wind	process	single	wordnet	
antitrade-wind	weather	single	wordnet	
antitrade-wind	wind	single	wordnet	
antitrades	event	single	sumo	
antitrades	natural-event	single	wordnet	
antitrades	phenomenon	accepted	sumo wordnet	
antitrades	prevailing-wind	accepted	claude wordnet	
antitrades	process	single	wordnet	
antitrades	weather	single	wordnet	
antitrades	wind	single	wordnet	
apartment	geographical-area	single	sumo	
aquifer	body-of-water	single	yago	
aquifer	compound	single	sumo	
aquifer	geological-formation	accepted	claude claude-ruling wordnet	
aquifer	landform	single	yago	
aquifer	material	single	sumo	
aquifer	phenomenon	single	sumo	
aquifer	physical-object	single	wordnet	
aquifer	place	single	yago	
aquifer	product	single	yago	
aquifer	substance	single	sumo	
aquifer	universe	single	sumo	
aquifer	water	single	sumo	
archean	eon	accepted	claude-ruling	
archipelago	geographical-feature	single	wikidata	
archipelago	land	accepted	claude claude-ruling wordnet	
archipelago	landform	accepted	wikidata yago	
archipelago	physical-object	single	wordnet	
archipelago	place	single	yago	
arctic-circle	circle-of-latitude	accepted	claude-ruling	
arctic-ocean	ocean	accepted	claude-ruling	
arete	geographical-area	single	sumo	
arete	geological-formation	single	wordnet	
arete	land	single	sumo	
arete	phenomenon	single	sumo	
arete	physical-object	single	wordnet	
arete	place	single	sumo	
arete	ridge	accepted	claude wordnet	
arete	universe	single	sumo	
arete	yard	single	sumo	
argil	clay	accepted	sumo wordnet	
argil	material	accepted	sumo wordnet	
argil	part	single	wordnet	
argil	phenomenon	single	sumo	
argil	soil	accepted	sumo wordnet	
argil	substance	accepted	sumo wordnet	
argil	universe	single	sumo	
arid-climate	climate	accepted	claude-ruling	
arroyo	cavity	single	opencyc	
arroyo	geological-formation	single	wordnet	
arroyo	gully	accepted	claude wordnet	
arroyo	natural-depression	single	wordnet	
arroyo	physical-object	single	wordnet	
arroyo	route	single	opencyc	
arroyo	valley	single	wordnet	
artificial-horizon	artifact	accepted	sumo wordnet	
artificial-horizon	device	accepted	sumo wordnet	
artificial-horizon	instrument	accepted	claude wordnet	
artificial-horizon	phenomenon	single	sumo	
artificial-horizon	physical-object	single	wordnet	
artificial-horizon	universe	single	sumo	
ascent	geographical-area	single	sumo	
ascent	geological-formation	single	wordnet	
ascent	land	single	sumo	
ascent	phenomenon	single	sumo	
ascent	physical-object	single	wordnet	
ascent	place	single	sumo	
ascent	slope	accepted	claude wordnet	
ascent	universe	single	sumo	
ascent	yard	single	sumo	
asia	continent	accepted	claude-ruling	
asthenosphere	layer	accepted	claude-ruling	
astrolabe	artifact	single	wikidata	
astrolabe	equipment	single	wikidata	
astrolabe	inclinometer	dissented	wikidata	
astrolabe	instrument	accepted	claude-ruling	
astrolabe	navigational-instrument	accepted	claude-ruling	
astrolabe	physical-object	single	wikidata	
astrolabe	product	single	yago	
astrolabe	tool	single	wikidata	
atlantic-ocean	ocean	accepted	claude-ruling	
atlas	artifact	accepted	sumo wordnet	
atlas	book	accepted	claude-ruling sumo wikidata wordnet	
atlas	component	single	sumo	
atlas	contract-condition	single	sumo	
atlas	data-file	single	sumo	
atlas	device	single	sumo	
atlas	indication	single	sumo	
atlas	information	accepted	opencyc schemaorg sumo yago	
atlas	line-of-text	single	sumo	
atlas	mechanism	single	sumo	
atlas	news	single	sumo	
atlas	note	single	sumo	
atlas	phenomenon	single	sumo	
atlas	physical-object	accepted	sumo wordnet	
atlas	publication	accepted	wikidata wordnet	
atlas	text	single	sumo	
atlas	universe	single	sumo	
atmospheric-circulation	natural-event	accepted	claude-ruling	
atmospheric-electricity	event	accepted	claude wordnet	
atmospheric-electricity	natural-event	accepted	claude wordnet	
atmospheric-electricity	phenomenon	single	wordnet	
atmospheric-electricity	process	single	wordnet	
atmospheric-halo	event	single	sumo	
atmospheric-halo	luminosity	single	sumo	
atmospheric-halo	natural-event	accepted	claude wordnet	
atmospheric-halo	phenomenon	accepted	sumo wordnet	
atmospheric-halo	process	single	wordnet	
atmospheric-layer	layer	accepted	claude-ruling	
atmospheric-science	earth-science	accepted	claude-ruling	
atmospheric-science	field-of-study	single	opencyc	
atmospheric-science	information	single	opencyc	
atmospheric-state	attribute	single	sumo	
atmospheric-state	natural-event	single	wordnet	
atmospheric-state	phenomenon	single	wordnet	
atmospheric-state	process	single	wordnet	
atmospheric-state	property	single	sumo	
atmospheric-state	weather	accepted	claude wordnet	
atoll	coral-reef	accepted	claude wordnet	
atoll	geographical-feature	single	wikidata	
atoll	geological-formation	single	wordnet	
atoll	island	accepted	claude wikidata	
atoll	landform	single	wikidata	
atoll	landmass	single	opencyc	
atoll	natural-elevation	single	wordnet	
atoll	natural-ridge	single	wordnet	
atoll	physical-object	single	wordnet	
atoll	place	single	yago	
atoll	reef	single	wordnet	
aurora	event	single	sumo	
aurora	natural-event	accepted	claude claude-ruling wordnet	
aurora	phenomenon	accepted	sumo wordnet	
aurora	process	single	wordnet	
aurora-australis	aurora	accepted	claude wordnet	
aurora-australis	event	accepted	opencyc sumo	
aurora-australis	natural-event	single	wordnet	
aurora-australis	phenomenon	accepted	sumo wordnet	
aurora-australis	process	single	wordnet	
aurora-australis	situation	single	opencyc	
aurora-borealis	aurora	accepted	claude wordnet	
aurora-borealis	aurora-australis	single	opencyc	
aurora-borealis	event	accepted	opencyc sumo	
aurora-borealis	natural-event	single	wordnet	
aurora-borealis	phenomenon	accepted	sumo wordnet	
aurora-borealis	process	single	wordnet	
aurora-borealis	situation	single	opencyc	
australian-continent	continent	accepted	claude-ruling	
autumnal-equinox	attribute	dissented	wordnet	
autumnal-equinox	day	single	sumo	
autumnal-equinox	equinox	accepted	claude-ruling	
autumnal-equinox	quantity	single	sumo	
avalanche	event	single	opencyc	
avalanche	natural-event	accepted	claude-ruling	
avalanche	situation	single	opencyc	
axial-tilt	angle	accepted	claude-ruling	
azimuthal-equidistant-projection	azimuthal-projection	accepted	claude-ruling opencyc	
azimuthal-equidistant-projection	function	single	opencyc	
azimuthal-equidistant-projection	map-projection	single	opencyc	
azimuthal-projection	function	accepted	opencyc wikidata	
azimuthal-projection	map-projection	accepted	claude-ruling opencyc wikidata	
backlog	geographical-feature	single	wikidata	
backwater	body-of-water	accepted	sumo wordnet	
backwater	geographical-area	single	sumo	
backwater	phenomenon	single	sumo	
backwater	place	single	sumo	
backwater	universe	single	sumo	
bad-weather	natural-event	single	wordnet	
bad-weather	phenomenon	single	wordnet	
bad-weather	process	single	wordnet	
bad-weather	weather	accepted	claude wordnet	
bank	geological-formation	single	wordnet	
bank	natural-elevation	single	opencyc	
barometer	artifact	accepted	opencyc sumo wordnet	
barometer	device	accepted	opencyc sumo wordnet	
barometer	instrument	accepted	claude wordnet	
barometer	phenomenon	single	sumo	
barometer	physical-object	single	wordnet	
barometer	product	single	yago	
barometer	universe	single	sumo	
barrier-island	geographical-area	single	sumo	
barrier-island	island	accepted	sumo wordnet	
barrier-island	land	accepted	sumo wordnet	
barrier-island	landform	single	yago	
barrier-island	landmass	single	opencyc	
barrier-island	phenomenon	single	sumo	
barrier-island	physical-object	single	wordnet	
barrier-island	place	accepted	sumo yago	
barrier-island	universe	single	sumo	
barrier-island	yard	single	sumo	
barrier-reef	coral-reef	accepted	claude wordnet	
barrier-reef	geological-formation	single	wordnet	
barrier-reef	natural-elevation	single	wordnet	
barrier-reef	natural-ridge	single	wordnet	
barrier-reef	physical-object	single	wordnet	
barrier-reef	reef	single	wordnet	
bathymetric-chart	chart	accepted	claude-ruling	
bathymetric-chart	topographic-map	accepted	claude wikidata	
bathymetry	activity	accepted	claude-ruling	
bathymetry	geography	single	wikidata	
bathymetry	hydrography	accepted	claude-ruling	
bathymetry	measurement	accepted	claude-ruling	
bathymetry	physical-geography	dissented	wikidata	
bathymetry	research	single	wikidata	
bathymetry	science	single	wikidata	
battlefield	geographical-area	accepted	sumo wordnet	
battlefront	geographical-area	single	sumo	
bay	geographical-feature	accepted	claude wikidata	
bayou	body-of-water	accepted	sumo wordnet	
bayou	geographical-area	single	sumo	
bayou	lake	accepted	claude wordnet	
bayou	phenomenon	single	sumo	
bayou	place	single	sumo	
bayou	universe	single	sumo	
beach	coast	accepted	claude-ruling	
beach	geographical-area	single	sumo	
beach	geographical-feature	accepted	claude wikidata	
beach	geological-formation	accepted	claude wordnet	
beach	shore	accepted	claude wikidata	
beach-erosion	geological-erosion	accepted	claude wordnet	
beach-erosion	geological-process	single	wordnet	
beach-erosion	process	single	wordnet	
beachfront	geographical-area	single	sumo	
beachfront	land	accepted	sumo wordnet	
beachfront	phenomenon	single	sumo	
beachfront	physical-object	single	wordnet	
beachfront	place	single	sumo	
beachfront	universe	single	sumo	
beachfront	yard	single	sumo	
beaufort-scale	measure	accepted	claude-ruling	
beaufort-scale	scale	accepted	claude-ruling	
bedrock	material	single	sumo	
bedrock	mineral	single	sumo	
bedrock	natural-object	single	wordnet	
bedrock	phenomenon	single	sumo	
bedrock	physical-object	single	wordnet	
bedrock	rock	accepted	claude wordnet	
bedrock	substance	single	sumo	
bedrock	universe	single	sumo	
beidou	global-navigation-satellite-system	accepted	claude-ruling	
belay	outcrop	single	claude	
belemnite	fossil	accepted	claude wordnet	
belemnite	phenomenon	single	sumo	
belemnite	physical-object	accepted	sumo wordnet	
belemnite	universe	single	sumo	
bend	geographical-area	single	sumo	
bent	grassland	single	claude	
bentonite	clay	accepted	claude wordnet	
bentonite	material	accepted	sumo wordnet	
bentonite	mineral	single	sumo	
bentonite	part	single	wordnet	
bentonite	phenomenon	single	sumo	
bentonite	soil	single	wordnet	
bentonite	substance	accepted	sumo wordnet	
bentonite	universe	single	sumo	
berm	geographical-area	single	sumo	
berm	geological-formation	accepted	claude-ruling wordnet	
berm	ledge	accepted	claude wordnet	
berm	natural-elevation	single	wordnet	
berm	natural-ridge	single	wordnet	
berm	phenomenon	single	sumo	
berm	physical-object	single	wordnet	
berm	place	single	sumo	
berm	universe	single	sumo	
bight	bay	accepted	claude wordnet	
bight	body-of-water	accepted	opencyc wordnet	
bight	gulf	single	opencyc	
billabong	body-of-water	accepted	sumo wordnet	
billabong	geographical-area	single	sumo	
billabong	phenomenon	single	sumo	
billabong	place	single	sumo	
billabong	stream	accepted	sumo wordnet	
billabong	universe	single	sumo	
bioclimatology	climatology	accepted	claude wordnet	
bioclimatology	cognition	single	wordnet	
bioclimatology	earth-science	single	wordnet	
bioclimatology	field-of-study	accepted	sumo wordnet	
bioclimatology	meteorology	single	wordnet	
bioclimatology	natural-science	single	wordnet	
bioclimatology	science	single	wordnet	
bioclimatology	signified	single	sumo	
biome	place	single	yago	
biome	region	accepted	claude-ruling	
biosphere	phenomenon	single	sumo	
biosphere	physical-object	single	wordnet	
biosphere	place	accepted	sumo wordnet	
biosphere	universe	single	sumo	
bise	event	single	sumo	
bise	motion	single	wikidata	
bise	natural-event	single	wordnet	
bise	north-wind	accepted	claude wordnet	
bise	phenomenon	accepted	sumo wordnet	
bise	process	single	wordnet	
bise	weather	single	wordnet	
bise	wind	accepted	wikidata wordnet	
bladder-stone	rock	single	claude	
blizzard	natural-event	single	wordnet	
blizzard	phenomenon	single	wordnet	
blizzard	process	single	wordnet	
blizzard	storm	accepted	claude wordnet	
block	geographical-area	single	sumo	
blue-jet	atmospheric-electricity	accepted	claude wordnet	
blue-jet	event	accepted	sumo wordnet	
blue-jet	luminosity	single	sumo	
blue-jet	natural-event	single	wordnet	
blue-jet	phenomenon	accepted	sumo wordnet	
blue-jet	process	single	wordnet	
bluff	cliff	accepted	claude-ruling	
bluff	earth-bank	accepted	claude wordnet	
bluff	escarpment	single	claude	
bluff	geological-formation	single	wordnet	
bluff	natural-elevation	single	wordnet	
bluff	natural-ridge	single	wordnet	
bluff	physical-object	single	wordnet	
bluster	gust	single	claude	
body-of-water	geographical-area	single	sumo	
bog	body-of-water	single	yago	
bog	environment	accepted	opencyc wikidata	
bog	geographical-feature	single	wikidata	
bog	habitat	single	wikidata	
bog	landform	single	yago	
bog	place	single	yago	
bog	wetland	accepted	claude-ruling opencyc wikidata	
bog-soil	material	single	wordnet	
bog-soil	part	single	wordnet	
bog-soil	phenomenon	single	sumo	
bog-soil	soil	accepted	claude wordnet	
bog-soil	substance	single	wordnet	
bog-soil	universe	single	sumo	
boulder	ground	single	opencyc	
boulder	landform	single	yago	
boulder	natural-object	single	wordnet	
boulder	physical-object	single	wordnet	
boulder	place	single	yago	
boulder	rock	accepted	claude wordnet	
bridge	geographical-feature	dissented	wikidata	
brink	geographical-feature	single	wikidata	
brook	body-of-water	single	wordnet	
brook	stream	accepted	claude wordnet	
brooklet	body-of-water	single	wordnet	
brooklet	brook	accepted	claude wordnet	
brooklet	stream	single	wordnet	
bungalow	geographical-area	single	sumo	
buoy	artifact	single	opencyc	
buoy	device	accepted	claude-ruling opencyc	
burrow	natural-depression	single	claude	
butte	geographical-feature	single	wikidata	
butte	geological-formation	single	wordnet	
butte	ground	single	opencyc	
butte	hill	accepted	opencyc wordnet	
butte	landform	accepted	wikidata yago	
butte	natural-elevation	accepted	opencyc wordnet	
butte	physical-object	single	wordnet	
butte	place	single	yago	
caldera	cavity	single	opencyc	
caldera	depression	single	opencyc	
caldera	geographical-feature	single	wikidata	
caldera	geological-formation	single	wordnet	
caldera	landform	accepted	wikidata yago	
caldera	natural-depression	accepted	claude wikidata	
caldera	physical-object	single	wordnet	
caldera	place	single	yago	
caldera	volcanic-crater	accepted	claude wordnet	
caliche	material	single	wordnet	
caliche	part	single	wordnet	
caliche	phenomenon	single	sumo	
caliche	physical-object	single	sumo	
caliche	sedimentary-rock	accepted	claude wikidata	
caliche	soil	accepted	claude wordnet	
caliche	substance	single	wordnet	
caliche	universe	single	sumo	
calm-air	natural-event	single	wordnet	
calm-air	phenomenon	single	wordnet	
calm-air	process	single	wordnet	
calm-air	weather	single	wordnet	
calm-air	wind	accepted	claude wordnet	
calmness	good-weather	single	claude	
cambrian	geological-period	accepted	claude-ruling	
canyon	cavity	single	opencyc	
canyon	depression	single	opencyc	
canyon	geographical-feature	single	wikidata	
canyon	geological-formation	single	wordnet	
canyon	landform	accepted	wikidata yago	
canyon	natural-depression	accepted	wikidata wordnet	
canyon	physical-object	single	wordnet	
canyon	place	single	yago	
canyon	ravine	accepted	claude wordnet	
canyon	valley	accepted	claude-ruling opencyc wikidata wordnet	
canyonside	geographical-area	single	sumo	
canyonside	geological-formation	single	wordnet	
canyonside	land	single	sumo	
canyonside	phenomenon	single	sumo	
canyonside	physical-object	single	wordnet	
canyonside	place	single	sumo	
canyonside	slope	accepted	claude wordnet	
canyonside	universe	single	sumo	
canyonside	yard	single	sumo	
cape	coast	accepted	claude wikidata	
cape	land	accepted	claude claude-ruling wordnet	
cape	physical-object	single	wordnet	
cape	product	single	yago	
cape	seashore	dissented	wikidata	
cape	shore	single	wikidata	
capital-city	geographical-area	single	sumo	
carboniferous	geological-period	accepted	claude-ruling	
cardinal-compass-point	attribute	single	sumo	
cardinal-compass-point	compass-point	accepted	claude-ruling opencyc sumo wordnet	
cardinal-compass-point	orientation	single	sumo	
cardinal-compass-point	property	single	sumo	
caribbean-island	geographical-area	single	sumo	
caribbean-island	island	accepted	sumo wordnet	
caribbean-island	land	accepted	sumo wordnet	
caribbean-island	phenomenon	single	sumo	
caribbean-island	physical-object	single	wordnet	
caribbean-island	place	single	sumo	
caribbean-island	universe	single	sumo	
caribbean-island	yard	single	sumo	
cartesian-coordinate-system	cognition	dissented	wordnet	
cartesian-coordinate-system	coordinate-system	accepted	claude-ruling opencyc	
cartesian-coordinate-system	information	single	opencyc	
cartesian-coordinate-system	signified	single	sumo	
cartesian-coordinate-system	system	single	opencyc	
cartogram	thematic-map	accepted	claude-ruling wikidata	
cartography	engineering	accepted	claude-ruling	
cartography	geography	accepted	claude-ruling wikidata	
cartography	research	single	wikidata	
cartography	science	single	wikidata	
cascade	body-of-water	single	wordnet	
cascade	waterfall	accepted	claude wordnet	
cataract	body-of-water	single	wordnet	
cataract	event	single	opencyc	
cataract	illness	single	opencyc	
cataract	situation	single	opencyc	
cataract	waterfall	accepted	claude wordnet	
cave	geographical-feature	single	wikidata	
cave	geological-formation	accepted	claude wordnet	
cavern	cave	accepted	claude wordnet	
cavern	geological-formation	single	wordnet	
cavern	physical-object	single	wordnet	
cavity	geological-formation	single	wordnet	
cay	coral-reef	accepted	claude wordnet	
cay	geological-formation	single	wordnet	
cay	landform	single	yago	
cay	natural-elevation	single	wordnet	
cay	natural-ridge	single	wordnet	
cay	physical-object	single	wordnet	
cay	place	single	yago	
cay	reef	single	wordnet	
celestial-equator	equator	dissented	wikidata	
celestial-equator	great-circle	accepted	claude-ruling	
celestial-equator	phenomenon	single	sumo	
celestial-equator	physical-object	single	wordnet	
celestial-equator	place	accepted	sumo wordnet	
celestial-equator	universe	single	sumo	
celestial-horizon	phenomenon	single	sumo	
celestial-horizon	physical-object	single	wordnet	
celestial-horizon	place	accepted	sumo wordnet	
celestial-horizon	universe	single	sumo	
celestial-navigation	accomplishment	single	sumo	
celestial-navigation	act	accepted	sumo wordnet	
celestial-navigation	activity	accepted	sumo wordnet	
celestial-navigation	event	accepted	sumo wordnet	
celestial-navigation	leader	single	sumo	
celestial-navigation	navigation	accepted	claude-ruling	
celestial-navigation	phenomenon	single	sumo	
celestial-navigation	procedure	single	sumo	
celestial-navigation	volition	single	sumo	
cemetery	geographical-area	accepted	sumo wordnet	
cenozoic	geological-era	accepted	claude-ruling	
channel	geographical-feature	single	wikidata	
chart	thematic-map	dissented	wikidata	
charybdis	whirlpool	single	claude	
chatter-mark	geological-erosion	single	claude	
chernozemic-soil	loam	accepted	claude wordnet	
chernozemic-soil	material	single	wordnet	
chernozemic-soil	part	single	wordnet	
chernozemic-soil	soil	single	wordnet	
chernozemic-soil	substance	single	wordnet	
china-clay	clay	accepted	claude wordnet	
china-clay	material	accepted	sumo wordnet	
china-clay	part	single	wordnet	
china-clay	phenomenon	single	sumo	
china-clay	soil	single	wordnet	
china-clay	substance	accepted	sumo wordnet	
china-clay	universe	single	sumo	
chinook	natural-event	single	wordnet	
chinook	phenomenon	single	wordnet	
chinook	process	single	wordnet	
chinook	weather	single	wordnet	
chinook	wind	accepted	claude wordnet	
chondrite	material	single	sumo	
chondrite	mineral	single	sumo	
chondrite	natural-object	single	wordnet	
chondrite	phenomenon	single	sumo	
chondrite	physical-object	single	wordnet	
chondrite	rock	accepted	claude wordnet	
chondrite	substance	single	sumo	
chondrite	universe	single	sumo	
choropleth-map	artifact	single	wordnet	
choropleth-map	information	single	sumo	
choropleth-map	map	accepted	claude wordnet	
choropleth-map	phenomenon	single	sumo	
choropleth-map	physical-object	single	wordnet	
choropleth-map	thematic-map	accepted	claude-ruling wikidata	
choropleth-map	universe	single	sumo	
circle-of-latitude	circle	accepted	claude wikidata	
circle-of-latitude	geographic-line	accepted	claude-ruling	
cirque	cavity	single	opencyc	
cirque	depression	single	opencyc	
cirque	geological-formation	single	wordnet	
cirque	landform	single	yago	
cirque	natural-basin	accepted	claude wordnet	
cirque	natural-depression	single	wordnet	
cirque	physical-object	single	wordnet	
cirque	place	single	yago	
cirque	slope	single	opencyc	
cirrocumulus	cirrus	accepted	claude wikidata	
cirrocumulus	cloud	accepted	sumo wikidata wordnet	
cirrocumulus	cumulus	dissented	wikidata	
cirrocumulus	material	single	sumo	
cirrocumulus	natural-event	single	wordnet	
cirrocumulus	phenomenon	accepted	sumo wordnet	
cirrocumulus	process	single	wordnet	
cirrocumulus	substance	single	sumo	
cirrocumulus	universe	single	sumo	
cirrocumulus	weather	single	wikidata	
cirrostratus	cirrus	accepted	claude wikidata	
cirrostratus	cloud	accepted	sumo wikidata wordnet	
cirrostratus	material	single	sumo	
cirrostratus	natural-event	single	wordnet	
cirrostratus	phenomenon	accepted	sumo wordnet	
cirrostratus	process	single	wordnet	
cirrostratus	stratus	dissented	wikidata	
cirrostratus	substance	single	sumo	
cirrostratus	universe	single	sumo	
