# offset-or-name	reason
00919692	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: insemination
00921160	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: landscaping
00921289	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: market-gardening
00922327	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: mining
00918055	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: monoculture
00922727	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: placer-mining
00919513	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: planting
00922968	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: quarrying
00920062	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: ranching
00921627	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: roundup
00920211	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: strip-cropping
00922848	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: strip-mining
00920357	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: subsistence-farming
00918176	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: tillage
00918820	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: tilling
01104544	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: truck-farming
01126709	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: viticulture
13367787	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: seed-stock
01103159	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: printing
01101958	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: publishing
01102712	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: contribution.act
01103614	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: issue.act
01103492	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: photogravure
01105038	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: jerry-building
00923802	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: industrialization
02934641	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: cable-railway
03065063	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: cog-railway
03784053	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: monorail
04145322	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: scenic-railway
04102406	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: roller-coaster
03555217	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: hypercoaster
03280813	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: elevated-railway
04046810	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: rail
01254473	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: teleportation
00319608	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fireman's-carry
00319513	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: piggyback
00319312	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: packing
00318735	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: carry
03317233	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fagot
04368109	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: swag
00318567	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: relay
00318035	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: handing-over
00318391	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: serving
13306346	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: portage
00319717	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: portage.act
00319825	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: porterage.act
00651954	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: lighterage.act
10497775	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: quaestor
10725438	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: transmigrante
10495555	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: pusher
10721470	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: dealer
10085101	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fence.person
10557246	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: schlockmeister
10190516	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: huckster
10186068	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: horse-trader
01114055	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: drug-traffic
01114172	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: simony
01114284	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: slave-trade
01112289	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: gunrunning
01112132	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: smuggling
00092663	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: bootlegging
00092847	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: bootlegging.act
03198819	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: dime-bag
03167978	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: deck.artifact
03870546	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: pack.artifact
13285101	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: soap.possession
13303759	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: price.possession
13284184	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: blood-money.possession
13290566	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: blood-money.possession.2
01121585	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: ransom
13284048	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: ransom-money
01122387	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: tribute.act
00741797	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: tax-evasion
01120855	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: evasion
13417289	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: tax-exempt-security
13322113	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: licensing-fee
13323648	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: seigniorage
13322758	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: mintage
13397519	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: national-debt
13397705	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: public-debt
13397932	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: debt-limit
13261779	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: government-income
13262200	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: per-capita-income
13302001	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: cost-of-living
13824500	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: productivity
05883992	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: gresham's-law
01092643	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: free-trade
01092315	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fair-trade
01092403	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fair-trade.act
01092769	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: north-american-free-trade-agreement
13280515	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: minimum-wage
13280251	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: living-wage
13285855	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: dole
13286099	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: ration
13367593	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: military-issue
13290991	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: relief.possession
13296899	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: benefit.possession
08073355	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: the-city
08073468	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: wall-street
01099768	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: foreign-direct-investment
13378717	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: cheap-money
13280008	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: found
13298935	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: christmas-box
13343917	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: ante
13343774	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: jackpot
13369474	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: kitty
13255713	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: double-dipping
13255883	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: easy-money
13260190	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: take
13376512	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: phone-card
14491034	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: score.state
13285973	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: way.possession
13286524	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: slice.possession
13286640	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: split.possession
13288529	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: fee.possession
13341350	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: reversion.possession
13341756	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: right.possession
13310985	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: exemption.possession
13319512	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: discount-rate.possession
03569964	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: infrastructure.artifact
13355656	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: capital-account
13294302	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: privy-purse
00082081	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: marketing.act
00317594	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: drive.act
01097119	out of scope (agriculture, industry, government, gambling, slang, illicit trade, welfare) or an everyday sense: field-of-operation
13281925	out of scope or slang: blood-money
13284562	out of scope or slang: bribe
13283187	out of scope or slang: conscience-money
13297097	out of scope or slang: cost-of-living-benefit
13297850	out of scope or slang: sick-benefit
01102256	out of scope or slang: desktop-publishing
01103374	out of scope or slang: gravure
01102574	out of scope or slang: republication
01102862	out of scope or slang: serialization
00916464	out of scope or slang: farming
00918644	out of scope or slang: plowing
13086753	out of scope or slang: fruitage
13367913	out of scope or slang: seed-corn
13260510	out of scope or slang: fast-buck
13260645	out of scope or slang: filthy-lucre
13259797	out of scope or slang: killing
13304927	out of scope or slang: highway-robbery
13276604	out of scope or slang: lobbying-expense
13398074	out of scope or slang: national-debt-ceiling
13293246	out of scope or slang: poverty-line
13261916	out of scope or slang: tax-income
13341593	out of scope or slang: escheat
13288661	out of scope or slang: fee-simple
13288798	out of scope or slang: fee-tail
13350976	out of scope or slang: bail-bond
13323460	out of scope or slang: quid-pro-quo
06520571	out of scope or slang: rain-check
10550090	out of scope or slang: sandboy
09908678	out of scope or slang: chapman
09912598	out of scope or slang: cheapjack
09977520	out of scope or slang: crier
10336904	out of scope or slang: muffin-man
13325382	out of scope or slang: water-rate
13283314	out of scope or slang: support-payment
13342987	out of scope or slang: gamble
13343123	out of scope or slang: smart-money
13300711	out of scope or slang: pittance
13307901	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: extortion
13369074	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: fuel-level
13284442	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: hush-money
13284784	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: kickback
13284973	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: payola
13283620	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: alimony
13299071	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: child-support
13283485	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: palimony
13262077	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: internal-revenue
13309865	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: tax-rate
13329047	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: tax-write-off
13298287	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: appanage
13284356	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: meed
13284283	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: guerdon
13383855	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: disability-check
13343526	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: stake
13300828	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: retribution
13291356	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: actual-damages
13292104	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: double-damages
13292244	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: treble-damages
13291614	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: nominal-damages
13291831	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: punitive-damages
13293625	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: costs
13292787	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: atonement
13291189	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: counterbalance
13292390	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: reparation
13283033	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: workmen's-compensation
13401412	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: federal-tax-lien
13402529	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: state-tax-lien
13402690	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: tax-lien
13401746	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: judgment-lien
13360390	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: slush-fund
13360254	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: war-chest
13422061	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: civil-list
13289845	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: appropriation
13358000	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: pork-barrel
13385583	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: subsidization
13385466	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: shinplaster
13385216	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: boodle
13319415	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: bank-rate
13319726	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: base-rate
13369723	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: cookie-jar-reserve
13368517	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: blood-bank
13368675	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: eye-bank
13368900	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: food-bank
13369282	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: soil-bank
11513880	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: spillover
13274892	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: seasonal-adjustment
13310858	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: business-deduction
13311217	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: entertainment-deduction
13298537	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: tax-benefit
13294403	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: prebend
13282419	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: rent-rebate
13282948	out of scope (tax, welfare, family law, litigation, bribery, government finance) or slang: overcompensation
13273836	WordNet's 'a bonus; something extra' sense of dividend — core's dividend is now the company dividend (dividend.possession)
00922144	out of scope or vague: generation
01122037	out of scope or vague: rendering
01252566	out of scope or vague: resettlement
01115162	out of scope or vague: sell
00923303	out of scope or vague: sericulture
00298351	out of scope or vague: ecotourism
13350443	out of scope or vague: recognizance
13289630	out of scope or vague: reallocation
13285714	out of scope or vague: dispensation
03032252	out of scope: cinema
04131208	out of scope: salon
06547059	out of scope: warrant
10480018	out of scope: producer
rate-of-exchange	synonym of exchange-rate; Wikidata Q66100 — Peter 2026-09-03
