# sub	sup	accept|reject	reason	sub_wn	sup_wn
# --- economics batch 1: wordnet  ---
cash-basis	transaction-record	accept		13406852	13403643
cash-card	credit-card	accept		13376643	13376012
cash-flow	income	accept		13259199	13255145
cattle-breeding	breeding	accept		00915497	00914929
cattle-drive	drive.act	accept		00317485	00317594
cellarage	fee	accept		13320766	13320168
chandler	retailer	accept		09907804	10525436
charge.possession	outgo	accept		13306870	13275288
chattel-mortgage	mortgage	accept		13352722	13352138
cheap-money	credit	accept		13378717	13378518
cheesemonger	trader	accept		09913741	10720453
christmas-box	gratuity	accept		13298935	13298701
circularization	advertising	accept		01101753	01101329
cleaner	shopkeeper	accept		09927305	10592152
cog-railway	railway	accept		03065063	04048568
coinsurance	possession	accept		13346209	00032613
cold-storage	storage	accept		00811825	00811661
combat-pay	wage	accept		13279809	13279262
commercial-credit	credit	accept		13379619	13378518
commercial-letter-of-credit	letter-of-credit	accept		13380004	13379753
commodity-exchange	workplace	accept		03077074	04602044
common-stock	share-capital	accept		13335172	13333833
common-stock-equivalent	share-capital	accept		13336492	13333833
compound-interest	interest	accept		13318804	13318584
consignment	bringing	accept		00317917	00317207
construction	commercial-enterprise	accept		01104637	01094725
consumer-credit	credit-line	accept		13374426	13379413
contingency-fee	fee	accept		13321081	13320168
control-account	transaction-record	accept		13405015	13403643
control-stock	share-capital	accept		13336650	13333833
conversion.act	interchange	accept		01093380	01093085
convertible	legal-document	accept		13419325	06479665
corn-exchange	workplace	accept		03110937	04602044
corner.state	monopoly.state	accept		14445072	14444326
corporate-finance	finance.act	accept		01098968	01098698
cosmetician	seller	accept		09967063	10577284
cost-ledger	transaction-record	accept		13404534	13403643
cost-of-living	outgo	accept		13302001	13275288
cost-overrun	outgo	accept		13301835	13275288
costermonger	trader	accept		09968128	10720453
coupon-bond	bond	accept		13338066	13417410
covered-option	purchase-option	accept		00080619	13241600
cranberry-culture	culture.act	accept		00917961	00917759
credit-entry	entry	accept		13405646	13405296
credit-order	document	accept		06529630	06470073
credit-side	transaction-record	accept		13406374	13403643
crop	yield	accept		13085864	00914632
cultivation	production.act	accept		00915722	00913705
cultivation.act	production.act	accept		00916023	00913705
culture.act	cultivation	accept		00917759	00915722
cutler	trader	accept		09985207	10720453
dairying	farming	accept		00918289	00916464
daybook	transaction-record	accept		13405166	13403643
dealer	seller	accept		10721470	10577284
debit	entry	accept		13405807	13405296
debit-card	identification	reject	a payment card	13376764	06885083
debit-side	transaction-record	accept		13406509	13403643
debt-limit	debt	accept		13397932	13397174
deck.artifact	packet	accept		03167978	03871628
deposit.possession	possession	accept		13349662	00032613
depreciation	lost-item	reject	an accounting expense, not a lost object	13328357	13327676
dime-bag	deck.artifact	accept		03198819	03167978
direct-loan	loan	accept		13399379	13398953
direct-marketing	marketing	accept		01112739	01112420
discount-business	commercial-enterprise	accept		01101114	01094725
dispensation	possession	accept		13285714	00032613
disposable-income	income	accept		13255562	13255145
distribution	commerce	accept		01112885	01090446
distribution-channel	marketing	accept		01113595	01112420
distribution-cost	outgo	accept		13302293	13275288
divestiture	sale	accept		01115017	01114824
dockage	fee	accept		13321230	13320168
dog-breeding	breeding	accept		00915574	00914929
dole	possession	accept		13285855	00032613
double-dipping	income	accept		13255713	13255145
double-time	wage	accept		13279913	13279262
draper	trader	accept		10032190	10720453
drip-culture	hydroponics	accept		00919201	00918976
drive.act	transport	accept		00317594	00315986
drop-off-charge	fee	accept		13321338	13320168
drug-traffic	traffic	accept		01114055	01113867
e-commerce	commerce	accept		01092974	01090446
earnest	possession	accept		13350182	00032613
easy-money	income	accept		13255883	13255145
ebitda	income	accept		13255994	13255145
employee-owned-enterprise	commercial-enterprise	accept		01098541	01094725
entry	transaction-record	accept		13405296	13403643
evasion	commerce	accept		01120855	01090446
expense	outgo	accept		13275495	13275288
expense-account	account	accept		13411943	13354985
export-credit	credit	accept		13379106	13378518
exporting	commerce	accept		01111952	01090446
express	transportation	accept		01106460	01105259
fagot	bundle	accept		03317233	02919414
fair-trade	trade.act	accept		01092315	01091905
fair-trade.act	trade.act	accept		01092403	01091905
fee-splitting	payment	accept		01121245	01120448
fence.person	trader	accept		10085101	10720453
ferrying	transportation	accept		01106587	01105259
field-of-operation	commercial-enterprise	accept		01097119	01094725
finance.act	commercial-enterprise	accept		01098698	01094725
financial-audit	work	accept		00578405	00575741
financing	finance.act	accept		01099109	01098698
finder's-fee	fee	accept		13321722	13320168
fire-insurance	possession	accept		13346337	00032613
fireman's-carry	carry	accept		00319608	00318735
fishing	commercial-enterprise	accept		00454121	01094725
fishmonger	trader	accept		10093818	10720453
fleet	steamship-company	accept		08293336	04310347
float	share-capital	accept		13336368	13333833
florist	shopkeeper	accept		10097705	10592152
flotation	finance.act	accept		01100147	01098698
flower-gardening	gardening	accept		00921399	00918383
flower-girl	seller	accept		10097995	10577284
foreign-direct-investment	investing	accept		01099768	01099436
foreign-exchange	interchange	accept		13378348	01093085
found	wage	accept		13280008	13279262
franchise.communication	concession.communication	accept		06526811	06526619
free-trade	trade.act	accept		01092643	01091905
fruiterer	seller	accept		10113997	10577284
game-theory	thinking	reject	a theory	06150222	05770926
gardening	farming	accept		00918383	00916464
general-ledger	transaction-record	accept		13404655	13403643
goodwill	possession	accept		13332820	00032613
government-bond	bond	accept		13338234	13417410
government-income	income	accept		13261779	13255145
government-security	legal-document	accept		13340080	06479665
grain-merchant	merchant	accept		10141268	10309896
greengrocer	grocer	accept		10146559	10147710
gresham's-law	scientific-principle	accept		05883992	05874232
gross-sales	income	accept		13260936	13255145
ground-rent	rent	accept		13295972	13295657
group-insurance	possession	accept		13346432	00032613
growth-stock	share-capital	accept		13336770	13333833
gunrunning	smuggling	accept		01112289	01112132
half-pay	wage	accept		13280139	13279262
handing-over	bringing	accept		00318035	00317207
handling-cost	outgo	accept		13302467	13275288
hard-sell	advertising	accept		01101571	01101329
hatmaker	merchant	accept		10162354	10309896
hauling	transportation	accept		01105909	01105259
hay-bale	bale	accept		03500389	02778456
hazard-insurance	possession	accept		13346630	00032613
health-insurance	possession	accept		13346773	00032613
high-finance	finance.act	accept		01099231	01098698
hoard	store	accept		13366912	13367070
home-banking	banking	accept		01100491	01100273
home-loan	loan	accept		13374979	13398953
horse-breeding	breeding	accept		00915646	00914929
horse-trade	barter	accept		01109934	01109687
horse-trader	trader	accept		10186068	10720453
hosier	shopkeeper	accept		10186578	10592152
hot-stock	share-capital	accept		13336933	13333833
huckster	seller	accept		10190516	10577284
hydroponics	farming	accept		00918976	00916464
hypercoaster	roller-coaster	accept		03555217	04102406
import-credit	credit	accept		13379264	13378518
importing	commerce	accept		01111750	01090446
incentive-option	purchase-option	accept		00081395	13241600
indent	document	accept		06529879	06470073
industrialization	industry	accept		00923802	00923444
infrastructure.artifact	store	accept		03569964	13367070
initial-public-offering	commerce	accept		01094575	01090446
insemination	planting	accept		00919692	00919513
insider-trading	trading	accept		00080242	00079398
installment-credit	loan	accept		13375167	13398953
installment-debt	debt	accept		13398859	13397174
interchange	commerce	accept		01093085	01090446
interest.possession	possession	accept		13286801	00032613
inventory	transaction-record	accept		13412533	13403643
investing	finance.act	accept		01099436	01098698
ironmonger	trader	accept		10216690	10720453
jackpot	stake	accept		13343774	13343526
jerry-building	construction	accept		01105038	01104637
junk-bond	bond	accept		13338439	13417410
kitty	stake	accept		13369474	13343526
landscaping	gardening	accept		00921160	00918383
legal-fee	fee	accept		13321992	13320168
letter-bond	letter-security	accept		13420722	13419535
letter-of-credit	credit	accept		13379753	13378518
letter-security	legal-document	accept		13419535	06479665
letter-stock	letter-security	accept		13420544	13419535
liability-insurance	possession	accept		13347065	00032613
licensee	retailer	accept		10258493	10525436
licensing-fee	fee	accept		13322113	13320168
life-insurance	possession	accept		13347237	00032613
lighterage	fee	accept		13322520	13320168
limited-audit	audited-account	accept		13411385	13411157
limited-review	transaction-record	accept		13411533	13403643
listed-security	legal-document	accept		13420900	06479665
living-wage	wage	accept		13280251	13279262
lock-up-option	purchase-option	accept		13242558	13241600
lockage	fee	accept		13322641	13320168
mail-order	document	accept		06530703	06470073
mail-order-buying	buying	accept		00082223	00081572
malpractice-insurance	possession	accept		13348227	00032613
market-gardening	gardening	accept		00921289	00918383
market-order	document	accept		06529996	06470073
marketing-cost	outgo	accept		13302621	13275288
marketing.act	shopping	accept		00082081	00081836
meatpacking	packaging	accept		01103964	01103788
mercer	trader	accept		10309785	10720453
merchandising	commerce	accept		01113068	01090446
merit-pay	wage	accept		13280373	13279262
military-issue	store	accept		13367593	13367070
minimum-wage	wage	accept		13280515	13279262
mining	production.act	accept		00922327	00913705
mintage	fee	accept		13322758	13320168
money-market	organization	reject	a market	08073601	08008335
monoculture	culture.act	accept		00918055	00917759
monorail	railway	accept		03784053	04048568
moorage	fee	accept		13322867	13320168
moral-hazard	agent	reject	a concept	14542579	00007347
mortgage-backed-security	legal-document	accept		13340244	06479665
naked-option	purchase-option	accept		00080474	13241600
national-debt	debt	accept		13397519	13397174
navigation	transportation	accept		01105737	01105259
net-income	income	accept		13258362	13255145
net-sales	income	accept		13261107	13255145
newsagent	shopkeeper	accept		10356213	10592152
no-par-value-stock	share-capital	accept		13335808	13333833
noncallable-bond	bond	accept		13338780	13417410
north-american-free-trade-agreement	free-trade	accept		01092769	01092643
old-age-pension	pension	accept		13384341	13384164
open-account	credit-order	accept		06529798	06529630
operating-capital	possession	accept		13354769	00032613
opportunity-cost	outgo	accept		13305794	13275288
origination-fee	fee	accept		13322938	13320168
over-the-counter-stock	unlisted-security	accept		13421286	13421095
overcapitalization	capitalization	accept		00093127	00093006
overpayment	payment	accept		01121390	01120448
pack.artifact	container	accept		03870546	03094503
packaging	commercial-enterprise	accept		01103788	01094725
packing	carry	accept		00319312	00318735
participation-loan	loan	accept		13399570	13398953
partnership-certificate	legal-document	accept		13419032	06479665
pawn-ticket	receipt	accept		13414443	06520222
pay-envelope	wage	accept		13280658	13279262
payment.possession	outgo	accept		13278375	13275288
peddler	seller	accept		10411551	10577284
peppercorn-rent	rent	accept		13296089	13295657
per-capita-income	income	accept		13262200	13255145
performance-bond	bond	accept		13338960	13417410
personal-income	income	accept		13259359	13255145
personal-loan	loan	accept		13399782	13398953
phone-card	credit-card	accept		13376512	13376012
photogravure	gravure	accept		01103492	01103374
piggyback	carry	accept		00319513	00318735
pipage	fee	accept		13323102	13320168
placer-mining	mining	accept		00922727	00922327
planting	farming	accept		00919513	00916464
point.possession	loan	accept		13400150	13398953
pooling-of-interest	transaction-record	accept		13407012	13403643
portage	outgo	accept		13306346	13275288
portage.act	carry	accept		00319717	00318735
porterage.act	carry	accept		00319825	00318735
post-obit-bond	bond	accept		13339189	13417410
post.act	bringing	accept		00318186	00317207
poultryman	merchant	accept		10461060	10309896
poundage	fee	accept		13323207	13320168
preferred-stock	share-capital	accept		13335974	13333833
prepayment	payment	accept		01121492	01120448
price.possession	outgo	accept		13303759	13275288
principal	debt	accept		13400662	13397174
printing	commercial-enterprise	accept		01103159	01094725
privy-purse	allowance	accept		13294302	13286254
production-cost	outgo	accept		13302775	13275288
production-order	document	accept		06530143	06470073
production.act	industry	accept		00913705	00923444
productivity	ratio	accept		13824500	13819207
profit-and-loss	account	accept		13407844	13354985
profit-sharing	possession	accept		13289020	00032613
profit-taker	stock-trader	accept		10481167	10657835
program-trading	trading	accept		00079752	00079398
proprietorship-certificate	legal-document	accept		13419178	06479665
provision.possession	store	accept		13367448	13367070
public-debt	debt	accept		13397705	13397174
publishing	commercial-enterprise	accept		01101958	01094725
pusher	criminal	accept		10495555	09977660
put-option	purchase-option	accept		00080968	13241600
quaestor	official	accept		10497775	10372373
quarrying	production.act	accept		00922968	00913705
quarter-stock	share-capital	accept		13342597	13333833
rack-rent	rent	accept		13296194	13295657
rail	railway	accept		04046810	04048568
railway	line.artifact	accept		04048568	03671473
rake-off	share-of-profits	accept		13289306	13289159
ranching	farming	accept		00920062	00916464
ransom	payment	accept		01121585	01120448
ransom-money	outgo	accept		13284048	13275288
ration	possession	accept		13286099	00032613
real-estate-business	commercial-enterprise	accept		01101227	01094725
real-estate-loan	loan	accept		13400334	13398953
reallocation	allotment	accept		13289630	13289467
recognizance	possession	accept		13350443	00032613
refund	payment	accept		01121690	01120448
registered-bond	bond	accept		13339325	13417410
registered-security	legal-document	accept		13340579	06479665
reinsurance	possession	accept		13348456	00032613
relay	handing-over	accept		00318567	00318035
remuneration	payment	accept		01121855	01120448
rendering	payment	accept		01122037	01120448
rental-income	income	accept		13260092	13255145
reorder	document	accept		06530255	06470073
replacement-cost	outgo	accept		13302905	13275288
reproduction-cost	outgo	accept		13303045	13275288
repurchase	purchase	accept		00079212	00079018
retainer	fee	accept		13323313	13320168
revenue-bond	bond	accept		13339542	13417410
roller-coaster	elevated-railway	accept		04102406	03280813
roller-coaster	mechanism	accept		04102406	03738472
roundup	ranching	accept		00921627	00920062
rug-merchant	merchant	accept		10542054	10309896
sale-in-gross	contract	accept		06528403	06520944
salter	merchant	accept		10549062	10309896
scenic-railway	railway	accept		04145322	04048568
schlockmeister	merchant	accept		10557246	10309896
score.state	debt	accept		14491034	13397174
scrip	legal-document	accept		13416897	06479665
second-mortgage	mortgage	accept		13352610	13352138
secured-bond	bond	accept		13339734	13417410
security-deposit	down-payment	accept		13351278	13349834
seed-money	possession	accept		13356002	00032613
seed-stock	store	accept		13367787	13367070
seedsman	trader	accept		10575705	10720453
seigniorage	fee	accept		13323648	13320168
self-insurance	possession	accept		13348792	00032613
selling	merchandising	accept		01117541	01113068
selling-agent	seller	accept		10577710	10577284
serving	bringing	accept		00318391	00317207
shopping	buying	accept		00081836	00081572
short-account	state	reject	same	13929336	00024720
short-covering	trading	accept		00080096	00079398
short-sale	trading	accept		00079908	00079398
sick-pay	wage	accept		13280795	13279262
simony	traffic	accept		01114172	01113867
simple-interest	interest	accept		13318934	13318584
slave-trade	traffic	accept		01114284	01113867
slice.possession	possession	accept		13286524	00032613
slopseller	trader	accept		10612518	10720453
smart-card	identification	reject	a card with a chip	13377003	06885083
smuggling	importing	accept		01112132	01111750
soft-sell	advertising	accept		01101661	01101329
speculation	investment	accept		13342692	13333237
spending	payment	accept		01122149	01120448
split.possession	possession	accept		13286640	00032613
stamp-dealer	trader	accept		10647359	10720453
stationer	merchant	accept		10652703	10309896
steamship-company	line.artifact	accept		04310347	03671473
stock-certificate	legal-document	accept		13417071	06479665
stock-exchange	workplace	accept		04323026	04602044
stock-option.possession	purchase-option	accept		13242239	13241600
stock-warrant	possession	accept		13418219	00032613
stockjobber	stock-trader	accept		10657556	10657835
stop-order	document	accept		06530412	06470073
stop-payment	document	accept		06530586	06470073
storage	commercial-enterprise	accept		00811661	01094725
stowage	storage	accept		00811921	00811661
straddle	purchase-option	accept		00081174	13241600
strike-pay	wage	accept		13280896	13279262
strip-cropping	farming	accept		00920211	00916464
strip-mining	mining	accept		00922848	00922327
stub	receipt	accept		06520429	06520222
subsidiary-ledger	transaction-record	accept		13404879	13403643
subsistence-farming	farming	accept		00920357	00916464
suspense-account	account	accept		13408776	13354985
swag	bundle	accept		04368109	02919414
take	income	accept		13260190	13255145
take-home-pay	wage	accept		13280992	13279262
tankage	storage	accept		00812055	00811661
tax-evasion	evasion	accept		00741797	01120855
tax-exempt-security	legal-document	accept		13417289	06479665
telephone-order	telemarketing	accept		01116876	01116026
teleportation	transport	accept		01254473	00315986
term-insurance	possession	accept		13348964	00032613
terms	outgo	accept		13303315	13275288
the-city	organization	accept		08073355	08008335
ticket-agent	seller	accept		09629477	10577284
tillage	culture.act	accept		00918176	00917759
tilling	cultivation	accept		00918820	00915722
time-loan	loan	accept		13400472	13398953
tobacconist	shopkeeper	accept		10713923	10592152
trade.act	commerce	accept		01091905	01090446
trading	commerce	accept		00079398	01090446
train-fare	fare	accept		13308750	13308147
tranche	possession	accept		13285619	00032613
transit-line	line.artifact	accept		04472098	03671473
transmigrante	inhabitant	accept		10725438	09620078
transshipment	transport	accept		00316460	00315986
traveler's-check	traveler's-letter-of-credit	accept		13380309	13380148
traveler's-letter-of-credit	letter-of-credit	accept		13380148	13379753
treasury-bill	treasury	accept		13394592	13394326
treasury-bond	treasury	accept		13394792	13394326
treasury-note	treasury	accept		13394907	13394326
treasury-stock	share-capital	accept		13419951	13333833
tribute.act	payment	accept		01122387	01120448
truck-farming	farming	accept		01104544	00916464
truckage	fee	accept		13323885	13320168
tuition	fee	accept		13323988	13320168
underpayment	payment	accept		01122488	01120448
underseller	seller	accept		10736926	10577284
unearned-income	income	accept		13261380	13255145
unearned-revenue	income	accept		13261597	13255145
unit-cost	outgo	accept		13303214	13275288
unitisation	packaging	accept		01104174	01103788
unitization	conversion.act	accept		01093532	01093380
unlisted-security	legal-document	accept		13421095	06479665
unsecured-bond	bond	accept		13339844	13417410
utility-bond	municipal-bond	accept		13340902	13338657
venture-capital	possession	accept		13354260	00032613
venturer	merchant	accept		10748142	10309896
viatication	buying	accept		00082347	00081572
vintner	merchant	accept		10754189	10309896
viticulture	culture.act	accept		01126709	00917759
voting-stock	share-capital	accept		13420221	13333833
wall-street	organization	accept		08073468	08008335
watered-stock	share-capital	accept		13420359	13333833
way.possession	possession	accept		13285973	00032613
wharfage	fee	accept		13324188	13320168
yellow-dog-contract	labor-contract	accept		06527170	06526961
zero-coupon-bond	bond	accept		13341052	13417410
zero-coupon-bond	zero-coupon-security	accept		13341052	13418823
zero-coupon-security	legal-document	accept		13418823	06479665
# --- economics batch 2: wordnet  ---
agio	price-charged	accept		13324297	13306870
argosy	fleet	accept		08386280	08293336
asking-price	purchase-price	accept		13304009	13303315
automobile-loan	personal-loan	accept		13400024	13399782
backlog	accumulation	reject	same	13368052	13366693
bail-bond	recognizance	accept		13350976	13350443
bid-price	purchase-price	accept		13304186	13303315
blood-money	payment-amount	accept		13281925	13278375
blue-chip	common-stock	accept		13334767	13335172
bonus	payment-amount	accept		13273154	13278375
bribe	payment-amount	accept		13284562	13278375
bus-line	transit-line	accept		02925901	04472098
business-expense	expense	accept		13276330	13275495
business-loan	bank-loan	accept		13374764	13374597
buy-option	stock-option-contract	accept		13242410	13242239
carrying-charge	price-charged	accept		13307370	13306870
carrying-cost	opportunity-cost	accept		13306190	13305794
cartage	hauling	accept		01106118	01105909
cash-account	brokerage-account	accept		13351680	13351457
chapman	peddler	accept		09908678	10411551
cheapjack	peddler	accept		09912598	10411551
checking-account	bank-account	accept		13363970	13359690
classified-stock	common-stock	accept		13335008	13335172
closing-price	purchase-price	accept		13304340	13303315
company-dividend	net-income	reject	a payment out of income, not the income	13408023	13258362
conscience-money	payment-amount	accept		13283187	13278375
controlling-interest	financial-interest	accept		13287414	13286801
cost-of-capital	opportunity-cost	accept		13305932	13305794
cost-of-living-benefit	payment-amount	accept		13297097	13278375
crier	peddler	accept		09977520	10411551
cumulative-preferred	preferred-stock	accept		13336204	13335974
curb-market	stock-exchange	accept		03149261	04323026
death-benefit	payment-amount	accept		13297254	13278375
debt-satisfaction	payment-amount	accept		13349997	13278375
deferred-payment	payment-amount	accept		13374281	13278375
demurrage	price-charged	accept		13324427	13306870
depreciation-charge	price-charged	accept		13307514	13306870
desktop-publishing	commercial-enterprise	accept		01102256	01094725
disability-benefit	payment-amount	accept		13297740	13278375
dormant-account	savings-account	accept		13364602	13364212
down-payment	payment-amount	accept		13349834	13278375
earnest-money	earnest	accept		13350322	13350182
earning-per-share	net-income	reject	a ratio	13259481	13258362
economic-rent	income	accept		13296270	13255145
equity	financial-interest	accept		13333420	13286801
escheat	financial-interest	accept		13341593	13286801
factory-price	purchase-price	accept		13304819	13303315
fare	price-charged	accept		13308147	13306870
farming	economic-production	accept		00916464	00913705
fast-buck	net-income	accept		13260510	13258362
fee-simple	financial-interest	accept		13288661	13286801
fee-tail	financial-interest	accept		13288798	13286801
filthy-lucre	net-income	accept		13260645	13258362
fixed-charge	price-charged	accept		13318147	13306870
fringe-benefit	payment-amount	accept		13298011	13278375
fruitage	crop	accept		13086753	13085864
futures-exchange	commodity-exchange	accept		03408918	03077074
gamble	speculation	accept		13342987	13342692
giro-account	bank-account	accept		13359941	13359690
gravure	commercial-enterprise	accept		01103374	01094725
gross-profit	net-income	accept		13260762	13258362
grubstake	financial-interest	accept		13287239	13286801
health-maintenance-organization	health-insurance	accept		13349208	13346773
highway-robbery	purchase-price	accept		13304927	13303315
home-loan	consumer-credit	accept		13374979	13374426
hospitalization-insurance	health-insurance	accept		13346912	13346773
immediate-payment	payment-amount	accept		13386465	13278375
installation-charge	price-charged	accept		13324609	13306870
installment	payment-amount	accept		13301715	13278375
installment-credit	consumer-credit	accept		13375167	13374426
insurable-interest	financial-interest	accept		13287540	13286801
interbank-loan	bank-loan	accept		13374887	13374597
interest-expense	expense	accept		13276519	13275495
killing	net-income	accept		13259797	13258362
linendraper	draper	accept		10263684	10032190
lobbying-expense	expense	accept		13276604	13275495
lump-sum	payment-amount	accept		13299248	13278375
margin-account	brokerage-account	accept		13351986	13351457
markup	net-income	reject	an amount added to cost	13303880	13258362
medical-expense	expense	accept		13276778	13275495
moving-expense	expense	accept		13277056	13275495
muffin-man	peddler	accept		10336904	10411551
national-debt-ceiling	debt	accept		13398074	13397174
no-fault-insurance	automobile-insurance	accept		13345560	13345403
non-cash-expense	expense	accept		13276913	13275495
open-end-credit	consumer-credit	accept		13375323	13374426
operating-expense	expense	accept		13277179	13275495
over-the-counter-market	stock-exchange	accept		03866350	04323026
overcharge	price-charged	accept		13307784	13306870
overpaid-amount	payment-amount	accept		13279046	13278375
passbook-savings-account	savings-account	accept		13364821	13364212
payback	income	accept		13296460	13255145
payoff	payment-amount	accept		13299357	13278375
penalty	payment-amount	accept		13300555	13278375
penny-stock	over-the-counter-stock	accept		13337050	13421286
perpetual-warrant	stock-warrant	accept		13418616	13418219
personal-expense	expense	accept		13277644	13275495
pittance	payment-amount	accept		13300711	13278375
plowing	economic-production	accept		00918644	00913705
pork-butcher	butcher	accept		10454972	09884391
porterage	price-charged	accept		13324710	13306870
postage-charge	price-charged	accept		13324826	13306870
poverty-line	personal-income	accept		13293246	13259359
premium	payment-amount	accept		13301620	13278375
purchase-price.possession	purchase-price	accept		13305262	13303315
pyramiding	speculation	accept		13343284	13342692
quid-pro-quo	retainer	accept		13323460	13323313
rain-check	stub	accept		06520571	06520429
rate	price-charged	accept		13325010	13306870
recompense-payment	payment-amount	accept		13282007	13278375
refresher	legal-fee	accept		13322343	13321992
refund-amount	payment-amount	accept		13282161	13278375
registered-bond	registered-security	accept		13339325	13340579
regular-payment	payment-amount	accept		13281275	13278375
remittance	payment-amount	accept		13299453	13278375
repayment	payment-amount	accept		13299651	13278375
republication	commercial-enterprise	accept		01102574	01094725
residual-payment	payment-amount	accept		13292989	13278375
reward-payment	payment-amount	accept		13283764	13278375
royalty-payment	payment-amount	accept		13257982	13278375
sandboy	peddler	accept		10550090	10411551
savings-bond	government-bond	accept		13340751	13338234
security-interest	financial-interest	accept		13287984	13286801
seed-corn	store	accept		13367913	13367070
sell-option	stock-option-contract	accept		13242484	13242239
serialization	commercial-enterprise	accept		01102862	01094725
service-charge	price-charged	accept		13325847	13306870
share	stock-certificate	reject	a share is a portion of capital, not the paper	13342135	13417071
ship's-chandler	chandler	accept		10590638	09907804
sick-benefit	payment-amount	accept		13297850	13278375
smart-money	speculation	accept		13343123	13342692
spot-market	commodity-exchange	accept		04286796	03077074
spot-price	purchase-price	accept		13305373	13303315
stock-of-record	common-stock	accept		13335521	13335172
stock-option	payment-amount	accept		13241940	13278375
store	accumulation	reject	WordNet's accumulation here is retained profit	13367070	13366693
stowage-charge	price-charged	accept		13326021	13306870
straight-line-method	depreciation	accept		13328578	13328357
subscription	payment-amount	accept		13281130	13278375
subscription-warrant	stock-warrant	accept		13418713	13418219
subway-fare	train-fare	accept		13308650	13308750
support-level	purchase-price	accept		13305510	13303315
support-payment	payment-amount	accept		13283314	13278375
surcharge	price-charged	accept		13325505	13306870
tankage-charge	price-charged	accept		13326103	13306870
tax-income	income	accept		13261916	13255145
terminable-interest	financial-interest	accept		13288206	13286801
time-deposit-account	savings-account	accept		13364368	13364212
token-payment	payment-amount	accept		13300025	13278375
tontine	life-insurance	accept		13347750	13347237
treasury	government-bond	accept		13394326	13338234
trolley-line	transit-line	accept		04487268	04472098
undercharge	price-charged	accept		13307685	13306870
underpaid-amount	payment-amount	accept		13279162	13278375
undivided-interest	financial-interest	accept		13288337	13286801
valuation	purchase-price	accept		13305673	13303315
vested-interest	financial-interest	accept		13287787	13286801
water-rate	price-charged	accept		13325382	13306870
weight-charge	price-charged	accept		13324912	13306870
whole-life-insurance	life-insurance	accept		13347947	13347237
windfall-profit	net-income	accept		13259630	13258362
write-off	depreciation	accept		13328853	13328357
# --- economics batch 3: wordnet  ---
advance-death-benefit	death-benefit	accept		13297397	13297254
alimony	payment-amount	accept		13283620	13278375
annuity	regular-payment	accept		13294503	13281275
appanage	fringe-benefit	accept		13298287	13298011
bounty	reward-payment	accept		13272059	13283764
child-support	payment-amount	accept		13299071	13278375
collateral	security-interest	accept		13352865	13287984
