sub	sup	status	for	against
autonomous-spacecraft	machine	single	wikidata	
autonomous-truck	artificial-intelligence	single	wikidata	
autonomous-truck	automaton	single	wikidata	
autonomous-truck	autonomic-computing	single	wikidata	
autonomous-truck	autonomous-vehicle	accepted	claude wikidata	
autonomous-truck	machine	single	wikidata	
autonomous-underwater-vehicle	artificial-intelligence	single	wikidata	
autonomous-underwater-vehicle	automaton	single	wikidata	
autonomous-underwater-vehicle	autonomic-computing	single	wikidata	
autonomous-underwater-vehicle	autonomous-vehicle	accepted	claude wikidata	
autonomous-underwater-vehicle	machine	single	wikidata	
autonomous-vehicle	artificial-intelligence	single	wikidata	
autonomous-vehicle	automaton	accepted	claude wikidata	
autonomous-vehicle	autonomic-computing	dissented	wikidata	
autonomous-vehicle	machine	single	wikidata	
autonomous-vehicle	vehicle	accepted	claude-ruling	
autoregressive-model	artificial-neural-network	accepted	claude wikidata	
backpropagation	algorithm	accepted	claude-ruling	
backtracking-search	information-retrieval	single	wikidata	
backtracking-search	search-algorithm	accepted	claude wikidata	
band	intelligent-agent	single	opencyc	
bankruptcy	intelligent-agent	single	opencyc	
baron	embodied-agent	single	opencyc	
baron	intelligent-agent	single	opencyc	
batch-normalization	procedure	accepted	claude-ruling	
bayes-classifier	classification-algorithm	accepted	claude wikidata	
bayes-classifier	function	single	wikidata	
bayesian-network	concept	accepted	claude-ruling	
bee	embodied-agent	single	opencyc	
behavior-based-robotics	robotics	accepted	claude wikidata	
benchmark-dataset	dataset	accepted	claude wikidata	
bert-model	artificial-neural-network	single	wikidata	
bert-model	transformer-model	accepted	claude wikidata	
bias-variance-tradeoff	concept	accepted	claude-ruling	
biclustering	cluster-analysis	accepted	claude wikidata	
bidirectional-associative-memory	artificial-neural-network	single	wikidata	
bidirectional-associative-memory	recurrent-neural-network	accepted	claude wikidata	
bidirectional-recurrent-neural-network	artificial-neural-network	single	wikidata	
bidirectional-recurrent-neural-network	recurrent-neural-network	accepted	claude wikidata	
binary-classification	statistical-classification	accepted	claude wikidata	
bio-inspired-robotics	robotics	accepted	claude wikidata	
biorobotics	robotics	accepted	claude wikidata	
bird	embodied-agent	single	opencyc	
blackboard-system	software	accepted	claude-ruling	
board-of-directors	intelligent-agent	single	opencyc	
boltzmann-machine	energy-based-model	accepted	claude wikidata	
boosting-algorithm	artificial-intelligence	single	wikidata	
boosting-algorithm	ensemble-learning	accepted	claude wikidata	
boosting-algorithm	heuristic	single	wikidata	
boosting-algorithm	machine-learning	single	wikidata	
boosting-algorithm	metaheuristic	dissented	wikidata	
branch	intelligent-agent	single	opencyc	
brewery	intelligent-agent	single	opencyc	
bride	embodied-agent	single	opencyc	
bride	intelligent-agent	single	opencyc	
brother	embodied-agent	single	opencyc	
bureaucracy	intelligent-agent	single	opencyc	
businessman	embodied-agent	single	opencyc	
businessman	intelligent-agent	single	opencyc	
capital-city	intelligent-agent	single	opencyc	
capsule-neural-network	artificial-neural-network	single	wikidata	
capsule-neural-network	convolutional-neural-network	accepted	claude wikidata	
capsule-neural-network	feedforward-neural-network	single	wikidata	
case-based-reasoning	artificial-intelligence	accepted	claude-ruling	
cat	embodied-agent	single	opencyc	
causal-diagram	bayesian-network	accepted	claude wikidata	
cellular-automaton	concept	accepted	claude-ruling	
cellular-automaton	product	single	yago	
charity	intelligent-agent	single	opencyc	
chatbot	information	single	yago	
chatbot	product	single	yago	
chatbot	software	accepted	claude-ruling	
chatbot-evaluation	chatbot	dissented	wikidata	
chatbot-evaluation	procedure	accepted	claude-ruling	
church	intelligent-agent	single	opencyc	
citizen	embodied-agent	single	opencyc	
citizen	intelligent-agent	single	opencyc	
city	intelligent-agent	single	opencyc	
civilian	embodied-agent	single	opencyc	
civilian	intelligent-agent	single	opencyc	
classification-algorithm	function	single	wikidata	
classification-algorithm	machine-learning-algorithm	accepted	claude-ruling	
closed-loop	artifact	accepted	sumo wordnet	
closed-loop	control-system	accepted	claude wordnet	
closed-loop	device	single	sumo	
closed-loop	machine	single	sumo	
closed-loop	machinery	single	sumo	
closed-loop	phenomenon	single	sumo	
closed-loop	physical-object	single	wordnet	
closed-loop	universe	single	sumo	
cluster-analysis	machine-learning	accepted	claude-ruling	
cluster-analysis	statistics	accepted	claude-ruling	
clustering-algorithm	machine-learning-algorithm	accepted	claude-ruling	
coach	embodied-agent	single	opencyc	
coach	intelligent-agent	single	opencyc	
code	algorithm	dissented	wikidata	
cognitive-architecture	concept	accepted	claude-ruling	
cognitive-robotics	robotics	accepted	claude wikidata	
cognitive-science	cognition	single	wordnet	
cognitive-science	field-of-study	accepted	sumo wordnet	
cognitive-science	science	accepted	claude wordnet	
cognitive-science	signified	single	sumo	
collaborative-robot	automaton	accepted	claude wikidata	
collaborative-robot	machine	single	wikidata	
college	intelligent-agent	single	opencyc	
committee	intelligent-agent	single	opencyc	
commonsense-knowledge-base	knowledge-base	accepted	claude-ruling	
commonsense-reasoning	artificial-intelligence	accepted	claude-ruling	
companion-robot	automaton	accepted	claude wikidata	
companion-robot	machine	single	wikidata	
composer	embodied-agent	single	opencyc	
composer	intelligent-agent	single	opencyc	
compositional-pattern-producing-network	artificial-neural-network	accepted	claude wikidata	
computational-humor	computational-linguistics	accepted	claude wikidata	
computational-intelligence	artificial-intelligence	accepted	claude wikidata	
computational-linguistics	cognition	single	wordnet	
computational-linguistics	field-of-study	accepted	sumo wordnet	
computational-linguistics	linguistics	accepted	claude claude-ruling wordnet	
computational-linguistics	science	single	wordnet	
computational-linguistics	signified	single	sumo	
computational-neuroscience	science	accepted	claude-ruling	
computer-chess	artificial-intelligence	accepted	claude-ruling	
computer-chess	information	single	yago	
computer-chess	product	single	yago	
computer-go	artificial-intelligence	accepted	claude wikidata	
computer-simulation	cognition	single	wordnet	
computer-simulation	concept	single	wordnet	
computer-simulation	event	single	opencyc	
computer-simulation	hypothesis	single	wordnet	
computer-simulation	idea	single	wordnet	
computer-simulation	method	accepted	claude wordnet	
computer-simulation	signified	single	sumo	
computer-simulation	situation	single	opencyc	
computer-simulation	theoretical-account	single	wordnet	
computer-vision	artificial-intelligence	accepted	claude-ruling	
concurrent-logic-programming	logic-programming	accepted	claude wikidata	
conductor	embodied-agent	single	opencyc	
conductor	intelligent-agent	single	opencyc	
connectionist-expert-system	artificial-intelligence	single	wikidata	
connectionist-expert-system	artificial-neural-network	accepted	claude wikidata	
connectionist-expert-system	expert-system	accepted	claude wikidata	
constraint-logic-programming	logic-programming	accepted	claude wikidata	
constraint-satisfaction-problem	problem	accepted	claude-ruling	
consumer	embodied-agent	single	opencyc	
consumer	intelligent-agent	single	opencyc	
content-addressable-memory	device	accepted	claude-ruling	
continual-learning	artificial-intelligence	single	wikidata	
continual-learning	machine-learning	accepted	claude wikidata	
control-system	artifact	accepted	sumo wordnet	
control-system	device	single	sumo	
control-system	machine	single	sumo	
control-system	machinery	single	sumo	
control-system	phenomenon	single	sumo	
control-system	physical-object	single	wordnet	
control-system	universe	single	sumo	
controlled-vocabulary	dataset	accepted	wikidata yago	
controlled-vocabulary	information	single	yago	
controlled-vocabulary	product	single	yago	
conversational-ai	ai-model	dissented	wikidata	
conversational-ai	artificial-neural-network	single	wikidata	
conversational-ai	chatbot	accepted	claude wikidata	
convolutional-neural-network	artificial-neural-network	single	wikidata	
convolutional-neural-network	feedforward-neural-network	accepted	claude wikidata	
council	intelligent-agent	single	opencyc	
country	intelligent-agent	single	opencyc	
couple	intelligent-agent	single	opencyc	
court	intelligent-agent	single	opencyc	
craftsman	embodied-agent	single	opencyc	
craftsman	intelligent-agent	single	opencyc	
cricket	embodied-agent	single	opencyc	
criminal	embodied-agent	single	opencyc	
criminal	intelligent-agent	single	opencyc	
critic	embodied-agent	single	opencyc	
critic	intelligent-agent	single	opencyc	
crowd	intelligent-agent	single	opencyc	
cybernetics	cognition	single	wordnet	
cybernetics	field-of-study	accepted	sumo wordnet	
cybernetics	information-science	accepted	claude wordnet	
cybernetics	science	accepted	claude claude-ruling wordnet	
cybernetics	signified	single	sumo	
dairy	intelligent-agent	single	opencyc	
data-mining	accomplishment	single	sumo	
data-mining	act	single	sumo	
data-mining	action	single	opencyc	
data-mining	activity	single	sumo	
data-mining	event	accepted	opencyc sumo	
data-mining	phenomenon	single	sumo	
data-mining	procedure	single	sumo	
data-mining	process	accepted	claude claude-ruling wordnet	
data-mining	situation	single	opencyc	
data-mining	volition	single	sumo	
decision-tree-learning	machine-learning-algorithm	accepted	claude-ruling	
deep-belief-network	artificial-neural-network	accepted	claude wikidata	
deep-belief-network	bayesian-network	accepted	claude wikidata	
deep-generative-model	generative-model	accepted	claude wikidata	
deep-learning	machine-learning	accepted	claude-ruling	
deep-neural-network	artificial-neural-network	accepted	claude wikidata	
deep-reinforcement-learning	artificial-intelligence	single	wikidata	
deep-reinforcement-learning	deep-learning	accepted	claude wikidata	
deep-reinforcement-learning	machine-learning	single	wikidata	
deep-reinforcement-learning	reinforcement-learning	accepted	claude wikidata	
deer	embodied-agent	single	opencyc	
deity	intelligent-agent	single	opencyc	
delta-robot	automaton	accepted	claude wikidata	
delta-robot	machine	single	wikidata	
dempster-shafer-theory	concept	accepted	claude-ruling	
denoising-autoencoder	artificial-neural-network	single	wikidata	
denoising-autoencoder	autoencoder	accepted	claude wikidata	
dentist	embodied-agent	single	opencyc	
dentist	intelligent-agent	single	opencyc	
detective	embodied-agent	single	opencyc	
detective	intelligent-agent	single	opencyc	
diagnostic-expert-system	artificial-intelligence	single	wikidata	
diagnostic-expert-system	expert-system	accepted	claude wikidata	
dialogue-system	artificial-intelligence	single	wikidata	
dialogue-system	computational-linguistics	single	wikidata	
dialogue-system	natural-language-processing	accepted	claude wikidata	
diffusion-model	artificial-neural-network	single	wikidata	
diffusion-model	generative-model	accepted	claude wikidata	
diffusion-model	latent-variable-model	accepted	claude wikidata	
diffusion-model	transformer-model	dissented	wikidata	
dimensionality-reduction	machine-learning	accepted	claude-ruling	
diplomat	embodied-agent	single	opencyc	
diplomat	intelligent-agent	single	opencyc	
director	embodied-agent	single	opencyc	
director	intelligent-agent	single	opencyc	
distilled-ai-model	ai-model	accepted	claude wikidata	
distilled-ai-model	artificial-neural-network	single	wikidata	
distributed-artificial-intelligence	artificial-intelligence	accepted	claude wikidata	
distributional-semantics	computational-linguistics	accepted	claude wikidata	
district	intelligent-agent	single	opencyc	
doctor	embodied-agent	single	opencyc	
doctor	intelligent-agent	single	opencyc	
document-classification	statistical-classification	accepted	claude wikidata	
dog	embodied-agent	single	opencyc	
domestic-robot	automaton	single	wikidata	
domestic-robot	machine	single	wikidata	
domestic-robot	service-robot	accepted	claude wikidata	
dominion	intelligent-agent	single	opencyc	
dragon	embodied-agent	single	opencyc	
driver	embodied-agent	single	opencyc	
driver	intelligent-agent	single	opencyc	
duke	embodied-agent	single	opencyc	
duke	intelligent-agent	single	opencyc	
dynamic-bayesian-network	bayesian-network	accepted	claude wikidata	
dynamic-knowledge-graph	dataset	single	wikidata	
dynamic-knowledge-graph	knowledge-base	single	wikidata	
dynamic-knowledge-graph	knowledge-graph	accepted	claude wikidata	
eagle	embodied-agent	single	opencyc	
echo-state-network	artificial-neural-network	single	wikidata	
echo-state-network	recurrent-neural-network	accepted	claude wikidata	
elementary-cellular-automaton	cellular-automaton	accepted	claude wikidata	
elephant	embodied-agent	single	opencyc	
elite	embodied-agent	single	opencyc	
elite	intelligent-agent	single	opencyc	
elman-network	artificial-neural-network	accepted	claude wikidata	
embedding-model	ai-model	accepted	claude wikidata	
embedding-model	artificial-neural-network	single	wikidata	
embodied-agent	intelligent-agent	accepted	claude wikidata	
embodied-artificial-intelligence	artificial-intelligence	accepted	claude wikidata	
empire	intelligent-agent	single	opencyc	
energy-based-model	ai-model	accepted	claude-ruling	
engineer	embodied-agent	single	opencyc	
engineer	intelligent-agent	single	opencyc	
ensemble-learning	artificial-intelligence	single	wikidata	
ensemble-learning	machine-learning	accepted	claude wikidata	
entertainment-robot	automaton	accepted	claude wikidata	
entertainment-robot	machine	single	wikidata	
evolutionary-algorithm	algorithm	accepted	claude-ruling	
evolutionary-algorithm	artificial-intelligence	single	wikidata	
evolutionary-algorithm	evolutionary-computation	accepted	claude-ruling	
evolutionary-algorithm	heuristic	single	wikidata	
evolutionary-algorithm	metaheuristic	accepted	claude wikidata	
evolutionary-computation	artificial-intelligence	accepted	claude wikidata	
examiner	embodied-agent	single	opencyc	
examiner	intelligent-agent	single	opencyc	
example-based-machine-translation	action	single	opencyc	
example-based-machine-translation	artificial-intelligence	single	wikidata	
example-based-machine-translation	computational-linguistics	single	wikidata	
example-based-machine-translation	event	single	opencyc	
example-based-machine-translation	machine-translation	accepted	claude wikidata	
example-based-machine-translation	natural-language-processing	single	wikidata	
example-based-machine-translation	situation	single	opencyc	
executive	embodied-agent	single	opencyc	
executive	intelligent-agent	single	opencyc	
expectation-maximization	algorithm	accepted	claude-ruling	
expert	embodied-agent	single	opencyc	
expert	intelligent-agent	single	opencyc	
expert-system	artificial-intelligence	accepted	claude wikidata	
expert-system	information	single	opencyc	
expert-system	software	accepted	claude-ruling	
explainable-ai	artificial-intelligence	accepted	claude wikidata	
explanation-based-learning	artificial-intelligence	single	wikidata	
explanation-based-learning	machine-learning	accepted	claude wikidata	
fairy	embodied-agent	single	opencyc	
fairy	intelligent-agent	single	opencyc	
family	intelligent-agent	single	opencyc	
farm	intelligent-agent	single	opencyc	
farmer	embodied-agent	single	opencyc	
farmer	intelligent-agent	single	opencyc	
feature-detection	computer-vision	accepted	claude wikidata	
feature-extraction	dimensionality-reduction	accepted	claude wikidata	
feature-learning	artificial-intelligence	single	wikidata	
feature-learning	machine-learning	accepted	claude wikidata	
feature-selection	dimensionality-reduction	accepted	claude wikidata	
federated-learning	artificial-intelligence	single	wikidata	
federated-learning	machine-learning	accepted	claude wikidata	
feedback-loop	event	single	sumo	
feedback-loop	phenomenon	single	sumo	
feedback-loop	process	accepted	claude wordnet	
feedforward-neural-network	artificial-neural-network	accepted	claude wikidata	
feminist	embodied-agent	single	opencyc	
feminist	intelligent-agent	single	opencyc	
few-shot-learning	artificial-intelligence	single	wikidata	
few-shot-learning	machine-learning	accepted	claude wikidata	
fisherman	embodied-agent	single	opencyc	
fisherman	intelligent-agent	single	opencyc	
flow-based-generative-model	generative-model	accepted	claude wikidata	
fly	embodied-agent	single	opencyc	
foreman	embodied-agent	single	opencyc	
foreman	intelligent-agent	single	opencyc	
foundation-model	ai-model	accepted	claude-ruling	
fox	embodied-agent	single	opencyc	
frame-based-expert-system	artificial-intelligence	single	wikidata	
frame-based-expert-system	expert-system	accepted	claude wikidata	
frame-problem	problem	accepted	claude-ruling	
franchise	intelligent-agent	single	opencyc	
frog	embodied-agent	single	opencyc	
functional-logic-programming	logic-programming	accepted	claude wikidata	
fuzzy-set	concept	accepted	claude-ruling	
game-theory	cognition	single	wordnet	
game-theory	concept	accepted	claude-ruling	
game-theory	field-of-study	single	sumo	
game-theory	signified	single	sumo	
game-theory	thinking	dissented	wordnet	
game-tree	concept	accepted	claude-ruling	
game-tree	graph	dissented	wikidata	
gated-recurrent-unit	artificial-neural-network	single	wikidata	
gated-recurrent-unit	recurrent-neural-network	accepted	claude wikidata	
gaussian-mixture-model	mixture-model	accepted	claude wikidata	
gaussian-process	concept	accepted	claude-ruling	
generative-adversarial-network	ai-model	single	wikidata	
generative-adversarial-network	artificial-intelligence	single	wikidata	
generative-adversarial-network	artificial-neural-network	single	wikidata	
generative-adversarial-network	generative-ai	accepted	claude wikidata	
generative-adversarial-network	generative-model	single	wikidata	
generative-ai	ai-model	accepted	claude wikidata	
generative-ai	artificial-intelligence	accepted	claude wikidata	
generative-ai	artificial-neural-network	single	wikidata	
generative-ai	generative-model	accepted	claude wikidata	
generative-ai-chatbot	chatbot	accepted	claude wikidata	
generative-model	ai-model	accepted	claude-ruling	
generative-pre-trained-transformer	language-model	single	wikidata	
generative-pre-trained-transformer	large-language-model	accepted	claude wikidata	
genetic-algorithm	artificial-intelligence	single	wikidata	
genetic-algorithm	evolutionary-algorithm	accepted	claude wikidata	
genetic-algorithm	heuristic	single	wikidata	
genetic-algorithm	information-retrieval	single	wikidata	
genetic-algorithm	informed-search-algorithm	accepted	claude wikidata	
genetic-algorithm	metaheuristic	single	wikidata	
genetic-algorithm	search-algorithm	single	wikidata	
genetic-programming	evolutionary-computation	accepted	claude-ruling	
genius	embodied-agent	single	opencyc	
genius	intelligent-agent	single	opencyc	
geometric-feature-learning	artificial-intelligence	single	wikidata	
geometric-feature-learning	feature-learning	accepted	claude wikidata	
geometric-feature-learning	machine-learning	single	wikidata	
ghost	intelligent-agent	single	opencyc	
giant	embodied-agent	single	opencyc	
giant	intelligent-agent	single	opencyc	
goat	embodied-agent	single	opencyc	
governor	embodied-agent	single	opencyc	
governor	intelligent-agent	single	opencyc	
gradient-boosting	artificial-intelligence	single	wikidata	
gradient-boosting	boosting-algorithm	accepted	claude wikidata	
gradient-boosting	ensemble-learning	single	wikidata	
gradient-boosting	heuristic	single	wikidata	
gradient-boosting	machine-learning	single	wikidata	
gradient-boosting	metaheuristic	single	wikidata	
gradient-descent	algorithm	accepted	claude-ruling	
graph-attention-network	artificial-neural-network	accepted	claude wikidata	
graph-convolutional-network	artificial-neural-network	accepted	claude wikidata	
graph-neural-network	artificial-neural-network	accepted	claude wikidata	
graph-traversal	information-retrieval	single	wikidata	
graph-traversal	search-algorithm	accepted	claude wikidata	
grocery-store	intelligent-agent	single	opencyc	
guard	embodied-agent	single	opencyc	
guard	intelligent-agent	single	opencyc	
guerrilla	embodied-agent	single	opencyc	
guerrilla	intelligent-agent	single	opencyc	
guinea-pig	embodied-agent	single	opencyc	
handwriting-recognition	artificial-intelligence	single	wikidata	
handwriting-recognition	machine-learning	single	wikidata	
handwriting-recognition	pattern-recognition	accepted	claude wikidata	
hebbian-learning	concept	accepted	claude-ruling	
hero	embodied-agent	single	opencyc	
hero	intelligent-agent	single	opencyc	
heuristic	act	single	wordnet	
heuristic	activity	single	wordnet	
heuristic	artificial-intelligence	dissented	wikidata	
heuristic	event	single	wordnet	
heuristic	measure	single	sumo	
heuristic	procedure	single	wordnet	
heuristic	routine	single	sumo	
heuristic	rule	accepted	claude-ruling	
heuristic	rule.cognition	single	wordnet	
heuristic	signified	single	sumo	
heuristic-search-algorithm	artificial-intelligence	single	wikidata	
heuristic-search-algorithm	heuristic	dissented	wikidata	
heuristic-search-algorithm	information-retrieval	single	wikidata	
heuristic-search-algorithm	search-algorithm	accepted	claude-ruling wikidata	
hidden-markov-model	latent-variable-model	accepted	claude-ruling	
hierarchical-classifier	classification-algorithm	accepted	claude wikidata	
hierarchical-classifier	function	single	wikidata	
hierarchical-clustering	cluster-analysis	accepted	claude wikidata	
hierarchical-temporal-memory	artificial-intelligence	single	wikidata	
hierarchical-temporal-memory	artificial-neural-network	accepted	claude wikidata	
hierarchical-temporal-memory	machine-learning	accepted	claude wikidata	
hill-climbing-search	artificial-intelligence	single	wikidata	
hill-climbing-search	evolutionary-algorithm	single	wikidata	
hill-climbing-search	genetic-algorithm	dissented	wikidata	
hill-climbing-search	heuristic	single	wikidata	
hill-climbing-search	information-retrieval	single	wikidata	
hill-climbing-search	informed-search-algorithm	single	wikidata	
hill-climbing-search	metaheuristic	single	wikidata	
hill-climbing-search	search-algorithm	accepted	claude-ruling wikidata	
hopfield-network	artificial-neural-network	single	wikidata	
hopfield-network	content-addressable-memory	dissented	wikidata	
hopfield-network	recurrent-neural-network	accepted	claude wikidata	
horse	embodied-agent	single	opencyc	
human	embodied-agent	single	opencyc	
human	intelligent-agent	single	opencyc	
human-robot-interaction	robotics	accepted	claude wikidata	
hunter	embodied-agent	single	opencyc	
hunter	intelligent-agent	single	opencyc	
image-dataset	dataset	accepted	claude wikidata	
image-segmentation	computer-vision	accepted	claude wikidata	
image-to-image-translation	artificial-intelligence	single	wikidata	
image-to-image-translation	machine-learning	accepted	claude wikidata	
imitation-learning	artificial-intelligence	single	wikidata	
imitation-learning	machine-learning	single	wikidata	
imitation-learning	robot-learning	accepted	claude wikidata	
immigrant	embodied-agent	single	opencyc	
immigrant	intelligent-agent	single	opencyc	
imposter	embodied-agent	single	opencyc	
imposter	intelligent-agent	single	opencyc	
incremental-learning	artificial-intelligence	single	wikidata	
incremental-learning	machine-learning	accepted	claude wikidata	
independent-component-analysis	artificial-intelligence	single	wikidata	
independent-component-analysis	machine-learning	single	wikidata	
independent-component-analysis	unsupervised-learning	accepted	claude wikidata	
inductive-programming	machine-learning	accepted	claude-ruling	
inductive-programming	supervised-learning	dissented	wikidata	
industrial-robot	automaton	accepted	claude wikidata	
industrial-robot	machine	single	wikidata	
inference-engine	software	accepted	claude-ruling	
information-bottleneck	concept	accepted	claude-ruling	
information-extraction	artificial-intelligence	single	wikidata	
information-extraction	computational-linguistics	single	wikidata	
information-extraction	information-retrieval	accepted	claude wikidata	
information-extraction	natural-language-processing	accepted	claude wikidata	
information-retrieval	computer-science	accepted	claude-ruling	
information-science	cognition	single	wordnet	
information-science	field-of-study	accepted	sumo wordnet	
information-science	science	accepted	claude claude-ruling wordnet	
information-science	signified	single	sumo	
informed-search-algorithm	artificial-intelligence	single	wikidata	
informed-search-algorithm	heuristic	dissented	wikidata	
informed-search-algorithm	information-retrieval	single	wikidata	
informed-search-algorithm	search-algorithm	accepted	claude-ruling wikidata	
insect	embodied-agent	single	opencyc	
instance-segmentation	computer-vision	single	wikidata	
instance-segmentation	image-segmentation	accepted	claude wikidata	
institution	intelligent-agent	single	opencyc	
instruction-tuned-model	language-model	single	wikidata	
instruction-tuned-model	large-language-model	accepted	claude wikidata	
insurgent	embodied-agent	single	opencyc	
insurgent	intelligent-agent	single	opencyc	
intellect	embodied-agent	single	opencyc	
intellect	intelligent-agent	single	opencyc	
intelligence-amplification	artificial-intelligence	dissented	wikidata	
